"Compartment","Watershed","Forest","YEAR","MONTH","DAY","DEPTH","Moisture_m3_m3","DATE"
"EBSW","EB","SW",2013,1,10,"10cm",0.1872,2013-01-10
"EBSW","EB","SW",2013,1,11,"10cm",0.1867,2013-01-11
"EBSW","EB","SW",2013,1,12,"10cm",0.1864,2013-01-12
"EBSW","EB","SW",2013,1,13,"10cm",0.2124,2013-01-13
"EBSW","EB","SW",2013,1,14,"10cm",0.3542,2013-01-14
"EBSW","EB","SW",2013,1,15,"10cm",0.3117,2013-01-15
"EBSW","EB","SW",2013,1,16,"10cm",0.2826,2013-01-16
"EBSW","EB","SW",2013,1,17,"10cm",0.2591,2013-01-17
"EBSW","EB","SW",2013,1,18,"10cm",0.2372,2013-01-18
"EBSW","EB","SW",2013,1,19,"10cm",0.2191,2013-01-19
"EBSW","EB","SW",2013,1,20,"10cm",0.2105,2013-01-20
"EBSW","EB","SW",2013,1,21,"10cm",0.2087,2013-01-21
"EBSW","EB","SW",2013,1,22,"10cm",0.1996,2013-01-22
"EBSW","EB","SW",2013,1,23,"10cm",0.1926,2013-01-23
"EBSW","EB","SW",2013,1,24,"10cm",0.1871,2013-01-24
"EBSW","EB","SW",2013,1,25,"10cm",0.1824,2013-01-25
"EBSW","EB","SW",2013,1,26,"10cm",0.1792,2013-01-26
"EBSW","EB","SW",2013,1,27,"10cm",0.1765,2013-01-27
"EBSW","EB","SW",2013,1,28,"10cm",0.1745,2013-01-28
"EBSW","EB","SW",2013,1,29,"10cm",0.1733,2013-01-29
"EBSW","EB","SW",2013,1,30,"10cm",0.1959,2013-01-30
"EBSW","EB","SW",2013,1,31,"10cm",0.3489,2013-01-31
"EBSW","EB","SW",2013,2,1,"10cm",0.3039,2013-02-01
"EBSW","EB","SW",2013,2,2,"10cm",0.2653,2013-02-02
"EBSW","EB","SW",2013,2,3,"10cm",0.2319,2013-02-03
"EBSW","EB","SW",2013,2,4,"10cm",0.2103,2013-02-04
"EBSW","EB","SW",2013,2,5,"10cm",0.1944,2013-02-05
"EBSW","EB","SW",2013,2,6,"10cm",0.1823,2013-02-06
"EBSW","EB","SW",2013,2,7,"10cm",0.176,2013-02-07
"EBSW","EB","SW",2013,2,8,"10cm",0.1669,2013-02-08
"EBSW","EB","SW",2013,2,9,"10cm",0.1601,2013-02-09
"EBSW","EB","SW",2013,2,10,"10cm",0.1572,2013-02-10
"EBSW","EB","SW",2013,2,11,"10cm",0.1573,2013-02-11
"EBSW","EB","SW",2013,2,12,"10cm",0.1614,2013-02-12
"EBSW","EB","SW",2013,2,13,"10cm",0.1624,2013-02-13
"EBSW","EB","SW",2013,2,14,"10cm",0.1623,2013-02-14
"EBSW","EB","SW",2013,2,15,"10cm",0.1618,2013-02-15
"EBSW","EB","SW",2013,2,16,"10cm",0.1647,2013-02-16
"EBSW","EB","SW",2013,2,17,"10cm",0.1657,2013-02-17
"EBSW","EB","SW",2013,2,18,"10cm",0.1651,2013-02-18
"EBSW","EB","SW",2013,2,19,"10cm",0.1644,2013-02-19
"EBSW","EB","SW",2013,2,20,"10cm",0.2694,2013-02-20
"EBSW","EB","SW",2013,2,21,"10cm",0.261,2013-02-21
"EBSW","EB","SW",2013,2,22,"10cm",0.2213,2013-02-22
"EBSW","EB","SW",2013,2,23,"10cm",0.2034,2013-02-23
"EBSW","EB","SW",2013,2,24,"10cm",0.1957,2013-02-24
"EBSW","EB","SW",2013,2,25,"10cm",0.191,2013-02-25
"EBSW","EB","SW",2013,2,26,"10cm",0.1881,2013-02-26
"EBSW","EB","SW",2013,2,27,"10cm",0.187,2013-02-27
"EBSW","EB","SW",2013,2,28,"10cm",0.1854,2013-02-28
"EBSW","EB","SW",2013,3,1,"10cm",0.1844,2013-03-01
"EBSW","EB","SW",2013,3,2,"10cm",0.1835,2013-03-02
"EBSW","EB","SW",2013,3,3,"10cm",0.1997,2013-03-03
"EBSW","EB","SW",2013,3,4,"10cm",0.2654,2013-03-04
"EBSW","EB","SW",2013,3,5,"10cm",0.2316,2013-03-05
"EBSW","EB","SW",2013,3,6,"10cm",0.263,2013-03-06
"EBSW","EB","SW",2013,3,7,"10cm",0.231,2013-03-07
"EBSW","EB","SW",2013,3,8,"10cm",0.2124,2013-03-08
"EBSW","EB","SW",2013,3,9,"10cm",0.2014,2013-03-09
"EBSW","EB","SW",2013,3,10,"10cm",0.1954,2013-03-10
"EBSW","EB","SW",2013,3,11,"10cm",0.1934,2013-03-11
"EBSW","EB","SW",2013,3,12,"10cm",0.2816,2013-03-12
"EBSW","EB","SW",2013,3,13,"10cm",0.3591,2013-03-13
"EBSW","EB","SW",2013,3,14,"10cm",0.3292,2013-03-14
"EBSW","EB","SW",2013,3,15,"10cm",0.2893,2013-03-15
"EBSW","EB","SW",2013,3,16,"10cm",0.2702,2013-03-16
"EBSW","EB","SW",2013,3,17,"10cm",0.2463,2013-03-17
"EBSW","EB","SW",2013,3,18,"10cm",0.2239,2013-03-18
"EBSW","EB","SW",2013,3,19,"10cm",0.2101,2013-03-19
"EBSW","EB","SW",2013,3,20,"10cm",0.2004,2013-03-20
"EBSW","EB","SW",2013,3,21,"10cm",0.1944,2013-03-21
"EBSW","EB","SW",2013,3,22,"10cm",0.1922,2013-03-22
"EBSW","EB","SW",2013,3,23,"10cm",0.1907,2013-03-23
"EBSW","EB","SW",2013,3,24,"10cm",0.1881,2013-03-24
"EBSW","EB","SW",2013,3,25,"10cm",0.1871,2013-03-25
"EBSW","EB","SW",2013,3,26,"10cm",0.1862,2013-03-26
"EBSW","EB","SW",2013,3,27,"10cm",0.1861,2013-03-27
"EBSW","EB","SW",2013,3,28,"10cm",0.1958,2013-03-28
"EBSW","EB","SW",2013,3,29,"10cm",0.2035,2013-03-29
"EBSW","EB","SW",2013,3,30,"10cm",0.2542,2013-03-30
"EBSW","EB","SW",2013,3,31,"10cm",0.2585,2013-03-31
"EBSW","EB","SW",2013,4,1,"10cm",0.2977,2013-04-01
"EBSW","EB","SW",2013,4,2,"10cm",0.2958,2013-04-02
"EBSW","EB","SW",2013,4,3,"10cm",0.2617,2013-04-03
"EBSW","EB","SW",2013,4,4,"10cm",0.2338,2013-04-04
"EBSW","EB","SW",2013,4,5,"10cm",0.2306,2013-04-05
"EBSW","EB","SW",2013,4,6,"10cm",0.267,2013-04-06
"EBSW","EB","SW",2013,4,7,"10cm",0.2317,2013-04-07
"EBSW","EB","SW",2013,4,8,"10cm",0.2554,2013-04-08
"EBSW","EB","SW",2013,4,9,"10cm",0.3121,2013-04-09
"EBSW","EB","SW",2013,4,10,"10cm",0.3208,2013-04-10
"EBSW","EB","SW",2013,4,11,"10cm",0.3069,2013-04-11
"EBSW","EB","SW",2013,4,12,"10cm",0.2825,2013-04-12
"EBSW","EB","SW",2013,4,13,"10cm",0.2598,2013-04-13
"EBSW","EB","SW",2013,4,14,"10cm",0.2536,2013-04-14
"EBSW","EB","SW",2013,4,15,"10cm",0.2826,2013-04-15
"EBSW","EB","SW",2013,4,16,"10cm",0.3066,2013-04-16
"EBSW","EB","SW",2013,4,17,"10cm",0.3389,2013-04-17
"EBSW","EB","SW",2013,4,18,"10cm",0.2953,2013-04-18
"EBSW","EB","SW",2013,4,19,"10cm",0.3113,2013-04-19
"EBSW","EB","SW",2013,4,20,"10cm",0.3557,2013-04-20
"EBSW","EB","SW",2013,4,21,"10cm",0.3133,2013-04-21
"EBSW","EB","SW",2013,4,22,"10cm",0.2837,2013-04-22
"EBSW","EB","SW",2013,4,23,"10cm",0.2648,2013-04-23
"EBSW","EB","SW",2013,4,24,"10cm",0.2949,2013-04-24
"EBSW","EB","SW",2013,4,25,"10cm",0.3291,2013-04-25
"EBSW","EB","SW",2013,4,26,"10cm",0.2931,2013-04-26
"EBSW","EB","SW",2013,4,27,"10cm",0.2647,2013-04-27
"EBSW","EB","SW",2013,4,28,"10cm",0.2365,2013-04-28
"EBSW","EB","SW",2013,4,29,"10cm",0.2167,2013-04-29
"EBSW","EB","SW",2013,4,30,"10cm",0.2029,2013-04-30
"EBSW","EB","SW",2013,5,1,"10cm",0.1948,2013-05-01
"EBSW","EB","SW",2013,5,2,"10cm",0.1896,2013-05-02
"EBSW","EB","SW",2013,5,3,"10cm",0.1863,2013-05-03
"EBSW","EB","SW",2013,5,4,"10cm",0.184,2013-05-04
"EBSW","EB","SW",2013,5,5,"10cm",0.1814,2013-05-05
"EBSW","EB","SW",2013,5,6,"10cm",0.1791,2013-05-06
"EBSW","EB","SW",2013,5,7,"10cm",0.1771,2013-05-07
"EBSW","EB","SW",2013,5,8,"10cm",0.1743,2013-05-08
"EBSW","EB","SW",2013,5,9,"10cm",0.1805,2013-05-09
"EBSW","EB","SW",2013,5,10,"10cm",0.2102,2013-05-10
"EBSW","EB","SW",2013,5,11,"10cm",0.2462,2013-05-11
"EBSW","EB","SW",2013,5,12,"10cm",0.3117,2013-05-12
"EBSW","EB","SW",2013,5,13,"10cm",0.3024,2013-05-13
"EBSW","EB","SW",2013,5,14,"10cm",0.2592,2013-05-14
"EBSW","EB","SW",2013,5,15,"10cm",0.2171,2013-05-15
"EBSW","EB","SW",2013,5,16,"10cm",0.2354,2013-05-16
"EBSW","EB","SW",2013,5,17,"10cm",0.2112,2013-05-17
"EBSW","EB","SW",2013,5,18,"10cm",0.1944,2013-05-18
"EBSW","EB","SW",2013,5,19,"10cm",0.1872,2013-05-19
"EBSW","EB","SW",2013,5,20,"10cm",0.2361,2013-05-20
"EBSW","EB","SW",2013,5,21,"10cm",0.2691,2013-05-21
"EBSW","EB","SW",2013,5,22,"10cm",0.3077,2013-05-22
"EBSW","EB","SW",2013,5,23,"10cm",0.3131,2013-05-23
"EBSW","EB","SW",2013,5,24,"10cm",0.3493,2013-05-24
"EBSW","EB","SW",2013,5,25,"10cm",0.3502,2013-05-25
"EBSW","EB","SW",2013,5,26,"10cm",0.3387,2013-05-26
"EBSW","EB","SW",2013,5,27,"10cm",0.2949,2013-05-27
"EBSW","EB","SW",2013,5,28,"10cm",0.2571,2013-05-28
"EBSW","EB","SW",2013,5,29,"10cm",0.2267,2013-05-29
"EBSW","EB","SW",2013,5,30,"10cm",0.2981,2013-05-30
"EBSW","EB","SW",2013,5,31,"10cm",0.2553,2013-05-31
"EBSW","EB","SW",2013,6,1,"10cm",0.2096,2013-06-01
"EBSW","EB","SW",2013,6,2,"10cm",0.1895,2013-06-02
"EBSW","EB","SW",2013,6,3,"10cm",0.1834,2013-06-03
"EBSW","EB","SW",2013,6,4,"10cm",0.1806,2013-06-04
"EBSW","EB","SW",2013,6,5,"10cm",0.177,2013-06-05
"EBSW","EB","SW",2013,6,6,"10cm",0.1753,2013-06-06
"EBSW","EB","SW",2014,8,20,"10cm",0.1054,2014-08-20
"EBSW","EB","SW",2014,8,20,"25cm",0.1494,2014-08-20
"EBSW","EB","SW",2014,8,21,"10cm",0.1036,2014-08-21
"EBSW","EB","SW",2014,8,21,"25cm",0.1464,2014-08-21
"EBSW","EB","SW",2014,8,22,"10cm",0.1016,2014-08-22
"EBSW","EB","SW",2014,8,22,"25cm",0.1434,2014-08-22
"EBSW","EB","SW",2014,8,23,"10cm",0.0997,2014-08-23
"EBSW","EB","SW",2014,8,23,"25cm",0.1398,2014-08-23
"EBSW","EB","SW",2014,8,24,"10cm",0.0968,2014-08-24
"EBSW","EB","SW",2014,8,24,"25cm",0.135,2014-08-24
"EBSW","EB","SW",2014,8,25,"10cm",0.0927,2014-08-25
"EBSW","EB","SW",2014,8,25,"25cm",0.1284,2014-08-25
"EBSW","EB","SW",2014,8,26,"10cm",0.0887,2014-08-26
"EBSW","EB","SW",2014,8,26,"25cm",0.1215,2014-08-26
"EBSW","EB","SW",2014,8,27,"10cm",0.0851,2014-08-27
"EBSW","EB","SW",2014,8,27,"25cm",0.1141,2014-08-27
"EBSW","EB","SW",2014,8,28,"10cm",0.0809,2014-08-28
"EBSW","EB","SW",2014,8,28,"25cm",0.1057,2014-08-28
"EBSW","EB","SW",2014,8,29,"10cm",0.0772,2014-08-29
"EBSW","EB","SW",2014,8,29,"25cm",0.0965,2014-08-29
"EBSW","EB","SW",2014,8,30,"10cm",0.0726,2014-08-30
"EBSW","EB","SW",2014,8,30,"25cm",0.0874,2014-08-30
"EBSW","EB","SW",2014,8,31,"10cm",0.0697,2014-08-31
"EBSW","EB","SW",2014,8,31,"25cm",0.081,2014-08-31
"EBSW","EB","SW",2014,9,1,"10cm",0.0683,2014-09-01
"EBSW","EB","SW",2014,9,1,"25cm",0.0778,2014-09-01
"EBSW","EB","SW",2014,9,2,"10cm",0.0679,2014-09-02
"EBSW","EB","SW",2014,9,2,"25cm",0.0746,2014-09-02
"EBSW","EB","SW",2014,9,3,"10cm",0.0667,2014-09-03
"EBSW","EB","SW",2014,9,3,"25cm",0.0723,2014-09-03
"EBSW","EB","SW",2014,9,4,"10cm",0.0623,2014-09-04
"EBSW","EB","SW",2014,9,4,"25cm",0.0642,2014-09-04
"EBSW","EB","SW",2014,9,5,"10cm",0.0562,2014-09-05
"EBSW","EB","SW",2014,9,5,"25cm",0.0569,2014-09-05
"EBSW","EB","SW",2014,9,6,"10cm",0.0518,2014-09-06
"EBSW","EB","SW",2014,9,7,"10cm",0.0515,2014-09-07
"EBSW","EB","SW",2014,9,12,"25cm",0.0532,2014-09-12
"EBSW","EB","SW",2014,10,5,"10cm",0.0625,2014-10-05
"EBSW","EB","SW",2014,10,5,"25cm",0.0624,2014-10-05
"EBSW","EB","SW",2014,10,6,"10cm",0.054,2014-10-06
"EBSW","EB","SW",2014,10,6,"25cm",0.0623,2014-10-06
"EBSW","EB","SW",2014,10,7,"25cm",0.0596,2014-10-07
"EBSW","EB","SW",2014,10,8,"10cm",0.0596,2014-10-08
"EBSW","EB","SW",2014,10,8,"25cm",0.0689,2014-10-08
"EBSW","EB","SW",2014,10,9,"10cm",0.055,2014-10-09
"EBSW","EB","SW",2014,10,9,"25cm",0.0792,2014-10-09
"EBSW","EB","SW",2014,10,10,"10cm",0.0516,2014-10-10
"EBSW","EB","SW",2014,10,10,"25cm",0.0756,2014-10-10
"EBSW","EB","SW",2014,10,11,"25cm",0.0716,2014-10-11
"EBSW","EB","SW",2014,10,12,"25cm",0.0685,2014-10-12
"EBSW","EB","SW",2014,10,13,"25cm",0.0636,2014-10-13
"EBSW","EB","SW",2014,10,14,"25cm",0.06,2014-10-14
"EBSW","EB","SW",2014,10,15,"25cm",0.0588,2014-10-15
"EBSW","EB","SW",2014,10,16,"25cm",0.0602,2014-10-16
"EBSW","EB","SW",2014,10,17,"10cm",0.275,2014-10-17
"EBSW","EB","SW",2014,10,17,"25cm",0.2088,2014-10-17
"EBSW","EB","SW",2014,10,18,"10cm",0.1767,2014-10-18
"EBSW","EB","SW",2014,10,18,"25cm",0.2029,2014-10-18
"EBSW","EB","SW",2014,10,19,"10cm",0.1357,2014-10-19
"EBSW","EB","SW",2014,10,19,"25cm",0.1856,2014-10-19
"EBSW","EB","SW",2014,10,20,"10cm",0.1277,2014-10-20
"EBSW","EB","SW",2014,10,20,"25cm",0.1803,2014-10-20
"EBSW","EB","SW",2014,10,21,"10cm",0.1228,2014-10-21
"EBSW","EB","SW",2014,10,21,"25cm",0.1768,2014-10-21
"EBSW","EB","SW",2014,10,22,"10cm",0.163,2014-10-22
"EBSW","EB","SW",2014,10,22,"25cm",0.1938,2014-10-22
"EBSW","EB","SW",2014,10,23,"10cm",0.3393,2014-10-23
"EBSW","EB","SW",2014,10,23,"25cm",0.2776,2014-10-23
"EBSW","EB","SW",2014,10,24,"10cm",0.3606,2014-10-24
"EBSW","EB","SW",2014,10,24,"25cm",0.291,2014-10-24
"EBSW","EB","SW",2014,10,25,"10cm",0.3169,2014-10-25
"EBSW","EB","SW",2014,10,25,"25cm",0.2551,2014-10-25
"EBSW","EB","SW",2014,10,26,"10cm",0.2646,2014-10-26
"EBSW","EB","SW",2014,10,26,"25cm",0.2324,2014-10-26
"EBSW","EB","SW",2014,10,27,"10cm",0.2055,2014-10-27
"EBSW","EB","SW",2014,10,27,"25cm",0.2226,2014-10-27
"EBSW","EB","SW",2014,10,28,"10cm",0.1605,2014-10-28
"EBSW","EB","SW",2014,10,28,"25cm",0.2125,2014-10-28
"EBSW","EB","SW",2014,10,29,"10cm",0.1495,2014-10-29
"EBSW","EB","SW",2014,10,29,"25cm",0.204,2014-10-29
"EBSW","EB","SW",2014,10,30,"10cm",0.1568,2014-10-30
"EBSW","EB","SW",2014,10,30,"25cm",0.2057,2014-10-30
"EBSW","EB","SW",2014,10,31,"10cm",0.1465,2014-10-31
"EBSW","EB","SW",2014,10,31,"25cm",0.2002,2014-10-31
"EBSW","EB","SW",2014,11,1,"10cm",0.1413,2014-11-01
"EBSW","EB","SW",2014,11,1,"25cm",0.1955,2014-11-01
"EBSW","EB","SW",2014,11,2,"10cm",0.1401,2014-11-02
"EBSW","EB","SW",2014,11,2,"25cm",0.1926,2014-11-02
"EBSW","EB","SW",2014,11,3,"10cm",0.1408,2014-11-03
"EBSW","EB","SW",2014,11,3,"25cm",0.1921,2014-11-03
"EBSW","EB","SW",2014,11,4,"10cm",0.1419,2014-11-04
"EBSW","EB","SW",2014,11,4,"25cm",0.1929,2014-11-04
"EBSW","EB","SW",2014,11,5,"10cm",0.2846,2014-11-05
"EBSW","EB","SW",2014,11,5,"25cm",0.2416,2014-11-05
"EBSW","EB","SW",2014,11,6,"10cm",0.3573,2014-11-06
"EBSW","EB","SW",2014,11,6,"25cm",0.2718,2014-11-06
"EBSW","EB","SW",2014,11,7,"10cm",0.3689,2014-11-07
"EBSW","EB","SW",2014,11,7,"25cm",0.3021,2014-11-07
"EBSW","EB","SW",2014,11,8,"10cm",0.3152,2014-11-08
"EBSW","EB","SW",2014,11,8,"25cm",0.2583,2014-11-08
"EBSW","EB","SW",2014,11,9,"10cm",0.2756,2014-11-09
"EBSW","EB","SW",2014,11,9,"25cm",0.2403,2014-11-09
"EBSW","EB","SW",2014,11,10,"10cm",0.264,2014-11-10
"EBSW","EB","SW",2014,11,10,"25cm",0.2362,2014-11-10
"EBSW","EB","SW",2014,11,11,"10cm",0.2313,2014-11-11
"EBSW","EB","SW",2014,11,11,"25cm",0.2303,2014-11-11
"EBSW","EB","SW",2014,11,12,"10cm",0.202,2014-11-12
"EBSW","EB","SW",2014,11,12,"25cm",0.2234,2014-11-12
"EBSW","EB","SW",2014,11,13,"10cm",0.1788,2014-11-13
"EBSW","EB","SW",2014,11,13,"25cm",0.2189,2014-11-13
"EBSW","EB","SW",2014,11,14,"10cm",0.1629,2014-11-14
"EBSW","EB","SW",2014,11,14,"25cm",0.2158,2014-11-14
"EBSW","EB","SW",2014,11,15,"10cm",0.1582,2014-11-15
"EBSW","EB","SW",2014,11,15,"25cm",0.212,2014-11-15
"EBSW","EB","SW",2014,11,16,"10cm",0.1546,2014-11-16
"EBSW","EB","SW",2014,11,16,"25cm",0.209,2014-11-16
"EBSW","EB","SW",2014,11,17,"10cm",0.1788,2014-11-17
"EBSW","EB","SW",2014,11,17,"25cm",0.2135,2014-11-17
"EBSW","EB","SW",2014,11,18,"10cm",0.3462,2014-11-18
"EBSW","EB","SW",2014,11,18,"25cm",0.2799,2014-11-18
"EBSW","EB","SW",2014,11,19,"10cm",0.2772,2014-11-19
"EBSW","EB","SW",2014,11,19,"25cm",0.2427,2014-11-19
"EBSW","EB","SW",2014,11,20,"10cm",0.2191,2014-11-20
"EBSW","EB","SW",2014,11,20,"25cm",0.23,2014-11-20
"EBSW","EB","SW",2014,11,21,"10cm",0.1796,2014-11-21
"EBSW","EB","SW",2014,11,21,"25cm",0.2212,2014-11-21
"EBSW","EB","SW",2014,11,22,"10cm",0.1586,2014-11-22
"EBSW","EB","SW",2014,11,22,"25cm",0.213,2014-11-22
"EBSW","EB","SW",2014,11,23,"10cm",0.1543,2014-11-23
"EBSW","EB","SW",2014,11,23,"25cm",0.2087,2014-11-23
"EBSW","EB","SW",2014,11,24,"10cm",0.2364,2014-11-24
"EBSW","EB","SW",2014,11,24,"25cm",0.2534,2014-11-24
"EBSW","EB","SW",2014,11,25,"10cm",0.3404,2014-11-25
"EBSW","EB","SW",2014,11,25,"25cm",0.2725,2014-11-25
"EBSW","EB","SW",2014,11,26,"10cm",0.2782,2014-11-26
"EBSW","EB","SW",2014,11,26,"25cm",0.245,2014-11-26
"EBSW","EB","SW",2014,11,27,"10cm",0.2403,2014-11-27
"EBSW","EB","SW",2014,11,27,"25cm",0.2326,2014-11-27
"EBSW","EB","SW",2014,11,28,"10cm",0.2046,2014-11-28
"EBSW","EB","SW",2014,11,28,"25cm",0.2276,2014-11-28
"EBSW","EB","SW",2014,11,29,"10cm",0.1785,2014-11-29
"EBSW","EB","SW",2014,11,29,"25cm",0.2222,2014-11-29
"EBSW","EB","SW",2014,11,30,"10cm",0.2249,2014-11-30
"EBSW","EB","SW",2014,11,30,"25cm",0.2355,2014-11-30
"EBSW","EB","SW",2014,12,1,"10cm",0.3709,2014-12-01
"EBSW","EB","SW",2014,12,1,"25cm",0.3163,2014-12-01
"EBSW","EB","SW",2014,12,2,"10cm",0.3198,2014-12-02
"EBSW","EB","SW",2014,12,2,"25cm",0.263,2014-12-02
"EBSW","EB","SW",2014,12,3,"10cm",0.3325,2014-12-03
"EBSW","EB","SW",2014,12,3,"25cm",0.2935,2014-12-03
"EBSW","EB","SW",2014,12,4,"10cm",0.3425,2014-12-04
"EBSW","EB","SW",2014,12,4,"25cm",0.2737,2014-12-04
"EBSW","EB","SW",2014,12,5,"10cm",0.2783,2014-12-05
"EBSW","EB","SW",2014,12,5,"25cm",0.2469,2014-12-05
"EBSW","EB","SW",2014,12,6,"10cm",0.271,2014-12-06
"EBSW","EB","SW",2014,12,6,"25cm",0.2492,2014-12-06
"EBSW","EB","SW",2014,12,7,"10cm",0.3182,2014-12-07
"EBSW","EB","SW",2014,12,7,"25cm",0.2632,2014-12-07
"EBSW","EB","SW",2014,12,8,"10cm",0.2356,2014-12-08
"EBSW","EB","SW",2014,12,8,"25cm",0.2391,2014-12-08
"EBSW","EB","SW",2014,12,9,"10cm",0.2064,2014-12-09
"EBSW","EB","SW",2014,12,9,"25cm",0.2417,2014-12-09
"EBSW","EB","SW",2014,12,10,"10cm",0.3681,2014-12-10
"EBSW","EB","SW",2014,12,10,"25cm",0.3247,2014-12-10
"EBSW","EB","SW",2014,12,11,"10cm",0.373,2014-12-11
"EBSW","EB","SW",2014,12,11,"25cm",0.3169,2014-12-11
"EBSW","EB","SW",2014,12,12,"10cm",0.3414,2014-12-12
"EBSW","EB","SW",2014,12,12,"25cm",0.2749,2014-12-12
"EBSW","EB","SW",2014,12,13,"10cm",0.308,2014-12-13
"EBSW","EB","SW",2014,12,13,"25cm",0.2625,2014-12-13
"EBSW","EB","SW",2014,12,14,"10cm",0.2779,2014-12-14
"EBSW","EB","SW",2014,12,14,"25cm",0.2462,2014-12-14
"EBSW","EB","SW",2014,12,15,"10cm",0.2443,2014-12-15
"EBSW","EB","SW",2014,12,15,"25cm",0.2394,2014-12-15
"EBSW","EB","SW",2014,12,16,"10cm",0.2054,2014-12-16
"EBSW","EB","SW",2014,12,16,"25cm",0.2339,2014-12-16
"EBSW","EB","SW",2014,12,17,"10cm",0.3136,2014-12-17
"EBSW","EB","SW",2014,12,17,"25cm",0.2621,2014-12-17
"EBSW","EB","SW",2014,12,18,"10cm",0.32,2014-12-18
"EBSW","EB","SW",2014,12,18,"25cm",0.2656,2014-12-18
"EBSW","EB","SW",2014,12,19,"10cm",0.2719,2014-12-19
"EBSW","EB","SW",2014,12,19,"25cm",0.2467,2014-12-19
"EBSW","EB","SW",2014,12,20,"10cm",0.2138,2014-12-20
"EBSW","EB","SW",2014,12,20,"25cm",0.236,2014-12-20
"EBSW","EB","SW",2014,12,21,"10cm",0.1785,2014-12-21
"EBSW","EB","SW",2014,12,21,"25cm",0.2278,2014-12-21
"EBSW","EB","SW",2014,12,22,"10cm",0.167,2014-12-22
"EBSW","EB","SW",2014,12,22,"25cm",0.2246,2014-12-22
"EBSW","EB","SW",2014,12,23,"10cm",0.1626,2014-12-23
"EBSW","EB","SW",2014,12,23,"25cm",0.2179,2014-12-23
"EBSW","EB","SW",2014,12,24,"10cm",0.235,2014-12-24
"EBSW","EB","SW",2014,12,24,"25cm",0.2446,2014-12-24
"EBSW","EB","SW",2014,12,25,"10cm",0.3751,2014-12-25
"EBSW","EB","SW",2014,12,25,"25cm",0.3303,2014-12-25
"EBSW","EB","SW",2014,12,26,"10cm",0.3435,2014-12-26
"EBSW","EB","SW",2014,12,26,"25cm",0.2737,2014-12-26
"EBSW","EB","SW",2014,12,27,"10cm",0.3019,2014-12-27
"EBSW","EB","SW",2014,12,27,"25cm",0.2581,2014-12-27
"EBSW","EB","SW",2014,12,28,"10cm",0.3146,2014-12-28
"EBSW","EB","SW",2014,12,28,"25cm",0.2595,2014-12-28
"EBSW","EB","SW",2014,12,29,"10cm",0.3089,2014-12-29
"EBSW","EB","SW",2014,12,29,"25cm",0.2605,2014-12-29
"EBSW","EB","SW",2014,12,30,"10cm",0.2406,2014-12-30
"EBSW","EB","SW",2014,12,30,"25cm",0.2405,2014-12-30
"EBSW","EB","SW",2014,12,31,"10cm",0.1784,2014-12-31
"EBSW","EB","SW",2014,12,31,"25cm",0.2295,2014-12-31
"EBSW","EB","SW",2015,1,1,"10cm",0.1598,2015-01-01
"EBSW","EB","SW",2015,1,1,"25cm",0.2212,2015-01-01
"EBSW","EB","SW",2015,1,2,"10cm",0.1539,2015-01-02
"EBSW","EB","SW",2015,1,2,"25cm",0.215,2015-01-02
"EBSW","EB","SW",2015,1,3,"10cm",0.1484,2015-01-03
"EBSW","EB","SW",2015,1,3,"25cm",0.2107,2015-01-03
"EBSW","EB","SW",2015,1,4,"10cm",0.1455,2015-01-04
"EBSW","EB","SW",2015,1,4,"25cm",0.2059,2015-01-04
"EBSW","EB","SW",2015,1,5,"10cm",0.18,2015-01-05
"EBSW","EB","SW",2015,1,5,"25cm",0.2228,2015-01-05
"EBSW","EB","SW",2015,1,6,"10cm",0.1623,2015-01-06
"EBSW","EB","SW",2015,1,6,"25cm",0.2203,2015-01-06
"EBSW","EB","SW",2015,1,7,"10cm",0.1543,2015-01-07
"EBSW","EB","SW",2015,1,7,"25cm",0.2139,2015-01-07
"EBSW","EB","SW",2015,1,8,"10cm",0.1492,2015-01-08
"EBSW","EB","SW",2015,1,8,"25cm",0.2094,2015-01-08
"EBSW","EB","SW",2015,1,9,"10cm",0.1453,2015-01-09
"EBSW","EB","SW",2015,1,9,"25cm",0.2052,2015-01-09
"EBSW","EB","SW",2015,1,10,"10cm",0.1434,2015-01-10
"EBSW","EB","SW",2015,1,10,"25cm",0.204,2015-01-10
"EBSW","EB","SW",2015,1,11,"10cm",0.1418,2015-01-11
"EBSW","EB","SW",2015,1,11,"25cm",0.203,2015-01-11
"EBSW","EB","SW",2015,1,12,"10cm",0.1411,2015-01-12
"EBSW","EB","SW",2015,1,12,"25cm",0.2024,2015-01-12
"EBSW","EB","SW",2015,1,13,"10cm",0.1402,2015-01-13
"EBSW","EB","SW",2015,1,13,"25cm",0.2023,2015-01-13
"EBSW","EB","SW",2015,1,14,"10cm",0.1389,2015-01-14
"EBSW","EB","SW",2015,1,14,"25cm",0.2016,2015-01-14
"EBSW","EB","SW",2015,1,15,"10cm",0.138,2015-01-15
"EBSW","EB","SW",2015,1,15,"25cm",0.2006,2015-01-15
"EBSW","EB","SW",2015,1,16,"10cm",0.1379,2015-01-16
"EBSW","EB","SW",2015,1,16,"25cm",0.2004,2015-01-16
"EBSW","EB","SW",2015,1,17,"10cm",0.1368,2015-01-17
"EBSW","EB","SW",2015,1,17,"25cm",0.1995,2015-01-17
