"Compartment","Watershed","Forest","YEAR","MONTH","DAY","DEPTH","Moisture_m3_m3","DATE"
"EBHW","EB","HW",2007,2,13,"10cm",0.104,2007-02-13
"EBHW","EB","HW",2007,2,14,"10cm",0.1011,2007-02-14
"EBHW","EB","HW",2007,2,15,"10cm",0.1034,2007-02-15
"EBHW","EB","HW",2007,2,16,"10cm",0.106,2007-02-16
"EBHW","EB","HW",2007,2,17,"10cm",0.105,2007-02-17
"EBHW","EB","HW",2007,2,18,"10cm",0.1051,2007-02-18
"EBHW","EB","HW",2007,2,19,"10cm",0.1057,2007-02-19
"EBHW","EB","HW",2007,2,20,"10cm",0.1051,2007-02-20
"EBHW","EB","HW",2007,2,21,"10cm",0.1044,2007-02-21
"EBHW","EB","HW",2007,2,22,"10cm",0.105,2007-02-22
"EBHW","EB","HW",2007,2,23,"10cm",0.1051,2007-02-23
"EBHW","EB","HW",2007,2,24,"10cm",0.1047,2007-02-24
"EBHW","EB","HW",2007,2,25,"10cm",0.1048,2007-02-25
"EBHW","EB","HW",2007,2,26,"10cm",0.1055,2007-02-26
"EBHW","EB","HW",2007,2,27,"10cm",0.1055,2007-02-27
"EBHW","EB","HW",2007,2,28,"10cm",0.1056,2007-02-28
"EBHW","EB","HW",2007,3,1,"10cm",0.106,2007-03-01
"EBHW","EB","HW",2007,3,2,"10cm",0.1058,2007-03-02
"EBHW","EB","HW",2007,3,3,"10cm",0.1058,2007-03-03
"EBHW","EB","HW",2007,3,4,"10cm",0.1069,2007-03-04
"EBHW","EB","HW",2007,3,5,"10cm",0.1081,2007-03-05
"EBHW","EB","HW",2007,3,6,"10cm",0.109,2007-03-06
"EBHW","EB","HW",2007,3,7,"10cm",0.1094,2007-03-07
"EBHW","EB","HW",2007,3,8,"10cm",0.1094,2007-03-08
"EBHW","EB","HW",2007,3,9,"10cm",0.1087,2007-03-09
"EBHW","EB","HW",2007,3,10,"10cm",0.108,2007-03-10
"EBHW","EB","HW",2007,3,11,"10cm",0.1102,2007-03-11
"EBHW","EB","HW",2007,3,12,"10cm",0.1134,2007-03-12
"EBHW","EB","HW",2007,3,13,"10cm",0.1142,2007-03-13
"EBHW","EB","HW",2007,3,14,"10cm",0.1169,2007-03-14
"EBHW","EB","HW",2007,3,15,"10cm",0.1257,2007-03-15
"EBHW","EB","HW",2007,3,16,"10cm",0.1255,2007-03-16
"EBHW","EB","HW",2007,3,17,"10cm",0.1362,2007-03-17
"EBHW","EB","HW",2007,3,18,"10cm",0.1392,2007-03-18
"EBHW","EB","HW",2007,3,19,"10cm",0.133,2007-03-19
"EBHW","EB","HW",2007,3,20,"10cm",0.1304,2007-03-20
"EBHW","EB","HW",2007,3,21,"10cm",0.1289,2007-03-21
"EBHW","EB","HW",2007,3,22,"10cm",0.129,2007-03-22
"EBHW","EB","HW",2007,3,23,"10cm",0.1312,2007-03-23
"EBHW","EB","HW",2007,3,24,"10cm",0.1368,2007-03-24
"EBHW","EB","HW",2007,3,25,"10cm",0.1367,2007-03-25
"EBHW","EB","HW",2007,3,26,"10cm",0.1379,2007-03-26
"EBHW","EB","HW",2007,3,27,"10cm",0.1399,2007-03-27
"EBHW","EB","HW",2007,3,28,"10cm",0.1417,2007-03-28
"EBHW","EB","HW",2007,3,29,"10cm",0.1409,2007-03-29
"EBHW","EB","HW",2007,3,30,"10cm",0.1377,2007-03-30
"EBHW","EB","HW",2007,3,31,"10cm",0.1363,2007-03-31
"EBHW","EB","HW",2007,4,1,"10cm",0.1357,2007-04-01
"EBHW","EB","HW",2007,4,2,"10cm",0.1365,2007-04-02
"EBHW","EB","HW",2007,4,3,"10cm",0.1375,2007-04-03
"EBHW","EB","HW",2007,4,4,"10cm",0.1377,2007-04-04
"EBHW","EB","HW",2007,4,5,"10cm",0.138,2007-04-05
"EBHW","EB","HW",2007,4,6,"10cm",0.1385,2007-04-06
"EBHW","EB","HW",2007,4,7,"10cm",0.1385,2007-04-07
"EBHW","EB","HW",2007,4,8,"10cm",0.1384,2007-04-08
"EBHW","EB","HW",2007,4,9,"10cm",0.1383,2007-04-09
"EBHW","EB","HW",2007,4,10,"10cm",0.1382,2007-04-10
"EBHW","EB","HW",2007,4,11,"10cm",0.1379,2007-04-11
"EBHW","EB","HW",2007,4,12,"10cm",0.1382,2007-04-12
"EBHW","EB","HW",2007,4,13,"10cm",0.1392,2007-04-13
"EBHW","EB","HW",2007,4,14,"10cm",0.1396,2007-04-14
"EBHW","EB","HW",2007,4,15,"10cm",0.1399,2007-04-15
"EBHW","EB","HW",2007,4,16,"10cm",0.1508,2007-04-16
"EBHW","EB","HW",2007,4,17,"10cm",0.1752,2007-04-17
"EBHW","EB","HW",2007,4,18,"10cm",0.1657,2007-04-18
"EBHW","EB","HW",2007,4,19,"10cm",0.1601,2007-04-19
"EBHW","EB","HW",2007,4,20,"10cm",0.1622,2007-04-20
"EBHW","EB","HW",2007,4,21,"10cm",0.1628,2007-04-21
"EBHW","EB","HW",2007,4,22,"10cm",0.1675,2007-04-22
"EBHW","EB","HW",2007,4,23,"10cm",0.18,2007-04-23
"EBHW","EB","HW",2007,4,24,"10cm",0.1745,2007-04-24
"EBHW","EB","HW",2007,4,25,"10cm",0.1717,2007-04-25
"EBHW","EB","HW",2007,4,26,"10cm",0.1693,2007-04-26
"EBHW","EB","HW",2007,4,27,"10cm",0.1683,2007-04-27
"EBHW","EB","HW",2007,4,28,"10cm",0.1717,2007-04-28
"EBHW","EB","HW",2007,4,29,"10cm",0.1711,2007-04-29
"EBHW","EB","HW",2007,4,30,"10cm",0.1748,2007-04-30
"EBHW","EB","HW",2007,5,1,"10cm",0.1751,2007-05-01
"EBHW","EB","HW",2007,5,2,"10cm",0.1718,2007-05-02
"EBHW","EB","HW",2007,5,3,"10cm",0.1695,2007-05-03
"EBHW","EB","HW",2007,5,4,"10cm",0.1676,2007-05-04
"EBHW","EB","HW",2007,5,5,"10cm",0.1661,2007-05-05
"EBHW","EB","HW",2007,5,6,"10cm",0.1658,2007-05-06
"EBHW","EB","HW",2007,5,7,"10cm",0.165,2007-05-07
"EBHW","EB","HW",2007,5,8,"10cm",0.164,2007-05-08
"EBHW","EB","HW",2007,5,9,"10cm",0.1628,2007-05-09
"EBHW","EB","HW",2007,5,10,"10cm",0.1613,2007-05-10
"EBHW","EB","HW",2007,5,11,"10cm",0.1626,2007-05-11
"EBHW","EB","HW",2007,5,12,"10cm",0.1633,2007-05-12
"EBHW","EB","HW",2007,5,13,"10cm",0.163,2007-05-13
"EBHW","EB","HW",2007,5,14,"10cm",0.163,2007-05-14
"EBHW","EB","HW",2007,5,15,"10cm",0.1634,2007-05-15
"EBHW","EB","HW",2007,5,16,"10cm",0.1708,2007-05-16
"EBHW","EB","HW",2007,5,17,"10cm",0.1788,2007-05-17
"EBHW","EB","HW",2007,5,18,"10cm",0.1789,2007-05-18
"EBHW","EB","HW",2007,5,19,"10cm",0.1816,2007-05-19
"EBHW","EB","HW",2007,5,20,"10cm",0.1746,2007-05-20
"EBHW","EB","HW",2007,5,21,"10cm",0.1714,2007-05-21
"EBHW","EB","HW",2007,5,22,"10cm",0.169,2007-05-22
"EBHW","EB","HW",2007,5,23,"10cm",0.1675,2007-05-23
"EBHW","EB","HW",2007,5,24,"10cm",0.166,2007-05-24
"EBHW","EB","HW",2007,5,25,"10cm",0.1628,2007-05-25
"EBHW","EB","HW",2007,5,26,"10cm",0.1609,2007-05-26
"EBHW","EB","HW",2007,5,27,"10cm",0.1607,2007-05-27
"EBHW","EB","HW",2007,5,28,"10cm",0.1612,2007-05-28
"EBHW","EB","HW",2007,5,29,"10cm",0.161,2007-05-29
"EBHW","EB","HW",2007,5,30,"10cm",0.1608,2007-05-30
"EBHW","EB","HW",2007,5,31,"10cm",0.161,2007-05-31
"EBHW","EB","HW",2007,6,1,"10cm",0.161,2007-06-01
"EBHW","EB","HW",2007,6,2,"10cm",0.1598,2007-06-02
"EBHW","EB","HW",2007,6,3,"10cm",0.1604,2007-06-03
"EBHW","EB","HW",2007,6,4,"10cm",0.1668,2007-06-04
"EBHW","EB","HW",2007,6,5,"10cm",0.1807,2007-06-05
"EBHW","EB","HW",2007,6,6,"10cm",0.171,2007-06-06
"EBHW","EB","HW",2007,6,7,"10cm",0.1671,2007-06-07
"EBHW","EB","HW",2007,6,8,"10cm",0.1639,2007-06-08
"EBHW","EB","HW",2007,6,9,"10cm",0.1621,2007-06-09
"EBHW","EB","HW",2007,6,10,"10cm",0.1605,2007-06-10
"EBHW","EB","HW",2007,6,11,"10cm",0.159,2007-06-11
"EBHW","EB","HW",2007,6,12,"10cm",0.1582,2007-06-12
"EBHW","EB","HW",2007,6,13,"10cm",0.1586,2007-06-13
"EBHW","EB","HW",2007,6,14,"10cm",0.1587,2007-06-14
"EBHW","EB","HW",2007,6,15,"10cm",0.1577,2007-06-15
"EBHW","EB","HW",2007,6,16,"10cm",0.1561,2007-06-16
"EBHW","EB","HW",2007,6,17,"10cm",0.1558,2007-06-17
"EBHW","EB","HW",2007,6,18,"10cm",0.1563,2007-06-18
"EBHW","EB","HW",2007,6,19,"10cm",0.1541,2007-06-19
"EBHW","EB","HW",2007,6,20,"10cm",0.1532,2007-06-20
"EBHW","EB","HW",2007,6,21,"10cm",0.1537,2007-06-21
"EBHW","EB","HW",2007,6,22,"10cm",0.1679,2007-06-22
"EBHW","EB","HW",2007,6,23,"10cm",0.1684,2007-06-23
"EBHW","EB","HW",2007,6,24,"10cm",0.1629,2007-06-24
"EBHW","EB","HW",2007,6,25,"10cm",0.1593,2007-06-25
"EBHW","EB","HW",2007,6,26,"10cm",0.1567,2007-06-26
"EBHW","EB","HW",2007,6,27,"10cm",0.1563,2007-06-27
"EBHW","EB","HW",2007,6,28,"10cm",0.1615,2007-06-28
"EBHW","EB","HW",2007,6,29,"10cm",0.1583,2007-06-29
"EBHW","EB","HW",2007,6,30,"10cm",0.1565,2007-06-30
"EBHW","EB","HW",2007,7,1,"10cm",0.1555,2007-07-01
"EBHW","EB","HW",2007,7,2,"10cm",0.1546,2007-07-02
"EBHW","EB","HW",2007,7,3,"10cm",0.1538,2007-07-03
"EBHW","EB","HW",2007,7,4,"10cm",0.152,2007-07-04
"EBHW","EB","HW",2007,7,5,"10cm",0.1595,2007-07-05
"EBHW","EB","HW",2007,7,6,"10cm",0.1661,2007-07-06
"EBHW","EB","HW",2007,7,7,"10cm",0.169,2007-07-07
"EBHW","EB","HW",2007,7,8,"10cm",0.1632,2007-07-08
"EBHW","EB","HW",2007,7,9,"10cm",0.1605,2007-07-09
"EBHW","EB","HW",2007,7,10,"10cm",0.1592,2007-07-10
"EBHW","EB","HW",2007,7,11,"10cm",0.1606,2007-07-11
"EBHW","EB","HW",2007,7,12,"10cm",0.167,2007-07-12
"EBHW","EB","HW",2007,7,13,"10cm",0.1611,2007-07-13
"EBHW","EB","HW",2007,7,14,"10cm",0.1631,2007-07-14
"EBHW","EB","HW",2007,7,15,"10cm",0.1663,2007-07-15
"EBHW","EB","HW",2007,7,16,"10cm",0.1653,2007-07-16
"EBHW","EB","HW",2007,7,17,"10cm",0.1635,2007-07-17
"EBHW","EB","HW",2007,7,18,"10cm",0.1626,2007-07-18
"EBHW","EB","HW",2007,7,19,"10cm",0.1687,2007-07-19
"EBHW","EB","HW",2007,7,20,"10cm",0.1807,2007-07-20
"EBHW","EB","HW",2007,7,21,"10cm",0.175,2007-07-21
"EBHW","EB","HW",2007,7,22,"10cm",0.1706,2007-07-22
"EBHW","EB","HW",2007,7,23,"10cm",0.1674,2007-07-23
"EBHW","EB","HW",2007,7,24,"10cm",0.1662,2007-07-24
"EBHW","EB","HW",2007,7,25,"10cm",0.1647,2007-07-25
"EBHW","EB","HW",2007,7,26,"10cm",0.1621,2007-07-26
"EBHW","EB","HW",2007,7,27,"10cm",0.1599,2007-07-27
"EBHW","EB","HW",2007,7,28,"10cm",0.1587,2007-07-28
"EBHW","EB","HW",2007,7,29,"10cm",0.1582,2007-07-29
"EBHW","EB","HW",2007,7,30,"10cm",0.1571,2007-07-30
"EBHW","EB","HW",2007,7,31,"10cm",0.1553,2007-07-31
"EBHW","EB","HW",2007,8,1,"10cm",0.1531,2007-08-01
"EBHW","EB","HW",2007,8,2,"10cm",0.1509,2007-08-02
"EBHW","EB","HW",2007,8,3,"10cm",0.1484,2007-08-03
"EBHW","EB","HW",2007,8,4,"10cm",0.1656,2007-08-04
"EBHW","EB","HW",2007,8,5,"10cm",0.1589,2007-08-05
"EBHW","EB","HW",2007,8,6,"10cm",0.1602,2007-08-06
"EBHW","EB","HW",2007,8,7,"10cm",0.1623,2007-08-07
"EBHW","EB","HW",2007,8,8,"10cm",0.1656,2007-08-08
"EBHW","EB","HW",2007,8,9,"10cm",0.1653,2007-08-09
"EBHW","EB","HW",2007,8,10,"10cm",0.1604,2007-08-10
"EBHW","EB","HW",2007,8,11,"10cm",0.1575,2007-08-11
"EBHW","EB","HW",2007,8,12,"10cm",0.1548,2007-08-12
"EBHW","EB","HW",2007,8,13,"10cm",0.1559,2007-08-13
"EBHW","EB","HW",2007,8,14,"10cm",0.1627,2007-08-14
"EBHW","EB","HW",2007,8,15,"10cm",0.1593,2007-08-15
"EBHW","EB","HW",2007,8,16,"10cm",0.1576,2007-08-16
"EBHW","EB","HW",2007,8,17,"10cm",0.156,2007-08-17
"EBHW","EB","HW",2007,8,18,"10cm",0.1589,2007-08-18
"EBHW","EB","HW",2007,8,19,"10cm",0.1591,2007-08-19
"EBHW","EB","HW",2007,8,20,"10cm",0.1564,2007-08-20
"EBHW","EB","HW",2007,8,21,"10cm",0.1541,2007-08-21
"EBHW","EB","HW",2007,8,22,"10cm",0.1518,2007-08-22
"EBHW","EB","HW",2007,8,23,"10cm",0.1503,2007-08-23
"EBHW","EB","HW",2007,8,24,"10cm",0.1537,2007-08-24
"EBHW","EB","HW",2007,8,25,"10cm",0.1538,2007-08-25
"EBHW","EB","HW",2007,8,26,"10cm",0.1516,2007-08-26
"EBHW","EB","HW",2007,8,27,"10cm",0.1499,2007-08-27
"EBHW","EB","HW",2007,8,28,"10cm",0.1481,2007-08-28
"EBHW","EB","HW",2007,8,29,"10cm",0.1455,2007-08-29
"EBHW","EB","HW",2007,8,30,"10cm",0.1429,2007-08-30
"EBHW","EB","HW",2007,8,31,"10cm",0.146,2007-08-31
"EBHW","EB","HW",2007,9,1,"10cm",0.1487,2007-09-01
"EBHW","EB","HW",2007,9,2,"10cm",0.1475,2007-09-02
"EBHW","EB","HW",2007,9,3,"10cm",0.1456,2007-09-03
"EBHW","EB","HW",2007,9,4,"10cm",0.1439,2007-09-04
"EBHW","EB","HW",2007,9,5,"10cm",0.1432,2007-09-05
"EBHW","EB","HW",2007,9,6,"10cm",0.1424,2007-09-06
"EBHW","EB","HW",2007,9,7,"10cm",0.1406,2007-09-07
"EBHW","EB","HW",2007,9,8,"10cm",0.1387,2007-09-08
"EBHW","EB","HW",2007,9,9,"10cm",0.1377,2007-09-09
"EBHW","EB","HW",2007,9,10,"10cm",0.1438,2007-09-10
"EBHW","EB","HW",2007,9,11,"10cm",0.1537,2007-09-11
"EBHW","EB","HW",2007,9,12,"10cm",0.1662,2007-09-12
"EBHW","EB","HW",2007,9,13,"10cm",0.1583,2007-09-13
"EBHW","EB","HW",2007,9,14,"10cm",0.155,2007-09-14
"EBHW","EB","HW",2007,9,15,"10cm",0.1549,2007-09-15
"EBHW","EB","HW",2007,9,16,"10cm",0.157,2007-09-16
"EBHW","EB","HW",2007,9,17,"10cm",0.1544,2007-09-17
"EBHW","EB","HW",2007,9,18,"10cm",0.1521,2007-09-18
"EBHW","EB","HW",2007,9,19,"10cm",0.1497,2007-09-19
"EBHW","EB","HW",2007,9,20,"10cm",0.1481,2007-09-20
"EBHW","EB","HW",2007,9,21,"10cm",0.1463,2007-09-21
"EBHW","EB","HW",2007,9,22,"10cm",0.1458,2007-09-22
"EBHW","EB","HW",2007,9,23,"10cm",0.1455,2007-09-23
"EBHW","EB","HW",2007,9,24,"10cm",0.1441,2007-09-24
"EBHW","EB","HW",2007,9,25,"10cm",0.1418,2007-09-25
"EBHW","EB","HW",2007,9,26,"10cm",0.1392,2007-09-26
"EBHW","EB","HW",2007,9,27,"10cm",0.138,2007-09-27
"EBHW","EB","HW",2007,9,28,"10cm",0.1462,2007-09-28
"EBHW","EB","HW",2007,9,29,"10cm",0.1495,2007-09-29
"EBHW","EB","HW",2007,9,30,"10cm",0.1487,2007-09-30
"EBHW","EB","HW",2007,10,1,"10cm",0.1481,2007-10-01
"EBHW","EB","HW",2007,10,2,"10cm",0.1471,2007-10-02
"EBHW","EB","HW",2007,10,3,"10cm",0.146,2007-10-03
"EBHW","EB","HW",2007,10,4,"10cm",0.1446,2007-10-04
"EBHW","EB","HW",2007,10,5,"10cm",0.1432,2007-10-05
"EBHW","EB","HW",2007,10,6,"10cm",0.1422,2007-10-06
"EBHW","EB","HW",2007,10,7,"10cm",0.1441,2007-10-07
"EBHW","EB","HW",2007,10,8,"10cm",0.1461,2007-10-08
"EBHW","EB","HW",2007,10,9,"10cm",0.1462,2007-10-09
"EBHW","EB","HW",2007,10,10,"10cm",0.146,2007-10-10
"EBHW","EB","HW",2007,10,11,"10cm",0.1457,2007-10-11
"EBHW","EB","HW",2007,10,12,"10cm",0.1741,2007-10-12
"EBHW","EB","HW",2007,10,13,"10cm",0.1735,2007-10-13
"EBHW","EB","HW",2007,10,14,"10cm",0.169,2007-10-14
"EBHW","EB","HW",2007,10,15,"10cm",0.168,2007-10-15
"EBHW","EB","HW",2007,10,16,"10cm",0.1659,2007-10-16
"EBHW","EB","HW",2007,10,17,"10cm",0.1641,2007-10-17
"EBHW","EB","HW",2007,10,18,"10cm",0.1622,2007-10-18
"EBHW","EB","HW",2007,10,19,"10cm",0.1616,2007-10-19
"EBHW","EB","HW",2007,10,20,"10cm",0.1778,2007-10-20
"EBHW","EB","HW",2007,10,21,"10cm",0.1694,2007-10-21
"EBHW","EB","HW",2007,10,22,"10cm",0.1662,2007-10-22
"EBHW","EB","HW",2007,10,23,"10cm",0.1647,2007-10-23
"EBHW","EB","HW",2007,10,24,"10cm",0.1643,2007-10-24
"EBHW","EB","HW",2007,10,25,"10cm",0.1642,2007-10-25
"EBHW","EB","HW",2007,10,26,"10cm",0.1642,2007-10-26
"EBHW","EB","HW",2007,10,27,"10cm",0.1741,2007-10-27
"EBHW","EB","HW",2007,10,28,"10cm",0.1793,2007-10-28
"EBHW","EB","HW",2007,10,29,"10cm",0.1763,2007-10-29
"EBHW","EB","HW",2007,10,30,"10cm",0.1748,2007-10-30
"EBHW","EB","HW",2007,10,31,"10cm",0.1727,2007-10-31
"EBHW","EB","HW",2007,11,1,"10cm",0.1703,2007-11-01
"EBHW","EB","HW",2007,11,2,"10cm",0.1699,2007-11-02
"EBHW","EB","HW",2007,11,3,"10cm",0.1803,2007-11-03
"EBHW","EB","HW",2007,11,4,"10cm",0.2035,2007-11-04
"EBHW","EB","HW",2007,11,5,"10cm",0.1875,2007-11-05
"EBHW","EB","HW",2007,11,6,"10cm",0.1873,2007-11-06
"EBHW","EB","HW",2007,11,7,"10cm",0.1922,2007-11-07
"EBHW","EB","HW",2007,11,8,"10cm",0.186,2007-11-08
"EBHW","EB","HW",2007,11,9,"10cm",0.1828,2007-11-09
"EBHW","EB","HW",2007,11,10,"10cm",0.1811,2007-11-10
"EBHW","EB","HW",2007,11,11,"10cm",0.1793,2007-11-11
"EBHW","EB","HW",2007,11,12,"10cm",0.1773,2007-11-12
"EBHW","EB","HW",2007,11,13,"10cm",0.178,2007-11-13
"EBHW","EB","HW",2007,11,14,"10cm",0.1766,2007-11-14
"EBHW","EB","HW",2007,11,15,"10cm",0.1743,2007-11-15
"EBHW","EB","HW",2007,11,16,"10cm",0.1899,2007-11-16
"EBHW","EB","HW",2007,11,17,"10cm",0.1885,2007-11-17
"EBHW","EB","HW",2007,11,18,"10cm",0.1855,2007-11-18
"EBHW","EB","HW",2007,11,19,"10cm",0.1827,2007-11-19
"EBHW","EB","HW",2007,11,20,"10cm",0.1811,2007-11-20
"EBHW","EB","HW",2007,11,21,"10cm",0.1802,2007-11-21
"EBHW","EB","HW",2007,11,22,"10cm",0.1844,2007-11-22
"EBHW","EB","HW",2007,11,23,"10cm",0.1842,2007-11-23
"EBHW","EB","HW",2007,11,24,"10cm",0.1817,2007-11-24
"EBHW","EB","HW",2007,11,25,"10cm",0.1785,2007-11-25
"EBHW","EB","HW",2007,11,26,"10cm",0.1772,2007-11-26
"EBHW","EB","HW",2007,11,27,"10cm",0.1944,2007-11-27
"EBHW","EB","HW",2007,11,28,"10cm",0.1879,2007-11-28
"EBHW","EB","HW",2007,11,29,"10cm",0.1839,2007-11-29
"EBHW","EB","HW",2007,11,30,"10cm",0.1835,2007-11-30
"EBHW","EB","HW",2007,12,1,"10cm",0.1808,2007-12-01
"EBHW","EB","HW",2007,12,2,"10cm",0.1764,2007-12-02
"EBHW","EB","HW",2007,12,3,"10cm",0.1697,2007-12-03
"EBHW","EB","HW",2007,12,4,"10cm",0.17,2007-12-04
"EBHW","EB","HW",2007,12,5,"10cm",0.1694,2007-12-05
"EBHW","EB","HW",2007,12,6,"10cm",0.1698,2007-12-06
"EBHW","EB","HW",2007,12,7,"10cm",0.1706,2007-12-07
"EBHW","EB","HW",2007,12,8,"10cm",0.1716,2007-12-08
"EBHW","EB","HW",2007,12,9,"10cm",0.1721,2007-12-09
"EBHW","EB","HW",2007,12,10,"10cm",0.1725,2007-12-10
"EBHW","EB","HW",2007,12,11,"10cm",0.1725,2007-12-11
"EBHW","EB","HW",2007,12,12,"10cm",0.1729,2007-12-12
"EBHW","EB","HW",2007,12,13,"10cm",0.173,2007-12-13
"EBHW","EB","HW",2007,12,14,"10cm",0.1727,2007-12-14
"EBHW","EB","HW",2007,12,15,"10cm",0.1727,2007-12-15
"EBHW","EB","HW",2007,12,16,"10cm",0.1725,2007-12-16
"EBHW","EB","HW",2007,12,17,"10cm",0.1732,2007-12-17
"EBHW","EB","HW",2007,12,18,"10cm",0.1725,2007-12-18
"EBHW","EB","HW",2007,12,19,"10cm",0.1715,2007-12-19
"EBHW","EB","HW",2007,12,20,"10cm",0.1709,2007-12-20
"EBHW","EB","HW",2007,12,21,"10cm",0.1705,2007-12-21
"EBHW","EB","HW",2007,12,22,"10cm",0.1699,2007-12-22
"EBHW","EB","HW",2007,12,23,"10cm",0.1699,2007-12-23
"EBHW","EB","HW",2007,12,24,"10cm",0.1937,2007-12-24
"EBHW","EB","HW",2007,12,25,"10cm",0.1871,2007-12-25
"EBHW","EB","HW",2007,12,26,"10cm",0.1829,2007-12-26
"EBHW","EB","HW",2007,12,27,"10cm",0.1806,2007-12-27
"EBHW","EB","HW",2007,12,28,"10cm",0.1788,2007-12-28
"EBHW","EB","HW",2007,12,29,"10cm",0.1776,2007-12-29
"EBHW","EB","HW",2007,12,30,"10cm",0.1769,2007-12-30
"EBHW","EB","HW",2007,12,31,"10cm",0.1762,2007-12-31
"EBHW","EB","HW",2008,1,1,"10cm",0.1757,2008-01-01
"EBHW","EB","HW",2008,1,2,"10cm",0.1756,2008-01-02
"EBHW","EB","HW",2008,1,3,"10cm",0.1754,2008-01-03
"EBHW","EB","HW",2008,1,4,"10cm",0.1749,2008-01-04
"EBHW","EB","HW",2008,1,5,"10cm",0.1744,2008-01-05
"EBHW","EB","HW",2008,1,6,"10cm",0.1741,2008-01-06
"EBHW","EB","HW",2008,1,7,"10cm",0.1775,2008-01-07
"EBHW","EB","HW",2008,1,8,"10cm",0.1975,2008-01-08
"EBHW","EB","HW",2008,1,9,"10cm",0.2131,2008-01-09
"EBHW","EB","HW",2008,1,10,"10cm",0.1961,2008-01-10
"EBHW","EB","HW",2008,1,11,"10cm",0.1937,2008-01-11
"EBHW","EB","HW",2008,1,12,"10cm",0.198,2008-01-12
"EBHW","EB","HW",2008,1,13,"10cm",0.1895,2008-01-13
"EBHW","EB","HW",2008,1,14,"10cm",0.1852,2008-01-14
"EBHW","EB","HW",2008,1,15,"10cm",0.1831,2008-01-15
"EBHW","EB","HW",2008,1,16,"10cm",0.1812,2008-01-16
"EBHW","EB","HW",2008,1,17,"10cm",0.1795,2008-01-17
"EBHW","EB","HW",2008,1,18,"10cm",0.1829,2008-01-18
"EBHW","EB","HW",2008,1,19,"10cm",0.1837,2008-01-19
"EBHW","EB","HW",2008,1,20,"10cm",0.1817,2008-01-20
"EBHW","EB","HW",2008,1,21,"10cm",0.1795,2008-01-21
"EBHW","EB","HW",2008,1,22,"10cm",0.1779,2008-01-22
"EBHW","EB","HW",2008,1,23,"10cm",0.1775,2008-01-23
"EBHW","EB","HW",2008,1,24,"10cm",0.177,2008-01-24
"EBHW","EB","HW",2008,1,25,"10cm",0.1762,2008-01-25
"EBHW","EB","HW",2008,1,26,"10cm",0.1757,2008-01-26
"EBHW","EB","HW",2008,1,27,"10cm",0.1754,2008-01-27
"EBHW","EB","HW",2008,1,28,"10cm",0.1751,2008-01-28
"EBHW","EB","HW",2008,1,29,"10cm",0.1748,2008-01-29
"EBHW","EB","HW",2008,1,30,"10cm",0.178,2008-01-30
"EBHW","EB","HW",2008,1,31,"10cm",0.1804,2008-01-31
"EBHW","EB","HW",2008,2,1,"10cm",0.1784,2008-02-01
"EBHW","EB","HW",2008,2,2,"10cm",0.189,2008-02-02
"EBHW","EB","HW",2008,2,3,"10cm",0.1862,2008-02-03
"EBHW","EB","HW",2008,2,4,"10cm",0.1829,2008-02-04
"EBHW","EB","HW",2008,2,5,"10cm",0.1809,2008-02-05
"EBHW","EB","HW",2008,2,6,"10cm",0.1797,2008-02-06
"EBHW","EB","HW",2008,2,7,"10cm",0.1787,2008-02-07
"EBHW","EB","HW",2008,2,8,"10cm",0.1777,2008-02-08
"EBHW","EB","HW",2008,2,9,"10cm",0.1771,2008-02-09
"EBHW","EB","HW",2008,2,10,"10cm",0.1767,2008-02-10
"EBHW","EB","HW",2008,2,11,"10cm",0.1767,2008-02-11
"EBHW","EB","HW",2008,2,12,"10cm",0.1762,2008-02-12
"EBHW","EB","HW",2008,2,13,"10cm",0.1889,2008-02-13
"EBHW","EB","HW",2008,2,14,"10cm",0.2031,2008-02-14
"EBHW","EB","HW",2008,2,15,"10cm",0.1921,2008-02-15
"EBHW","EB","HW",2008,2,16,"10cm",0.1882,2008-02-16
"EBHW","EB","HW",2008,2,17,"10cm",0.1856,2008-02-17
"EBHW","EB","HW",2008,2,18,"10cm",0.211,2008-02-18
"EBHW","EB","HW",2008,2,19,"10cm",0.2052,2008-02-19
"EBHW","EB","HW",2008,2,20,"10cm",0.1938,2008-02-20
"EBHW","EB","HW",2008,2,21,"10cm",0.1893,2008-02-21
"EBHW","EB","HW",2008,2,22,"10cm",0.1864,2008-02-22
"EBHW","EB","HW",2008,2,23,"10cm",0.1845,2008-02-23
"EBHW","EB","HW",2008,2,24,"10cm",0.1831,2008-02-24
"EBHW","EB","HW",2008,2,25,"10cm",0.1816,2008-02-25
"EBHW","EB","HW",2008,2,26,"10cm",0.1805,2008-02-26
"EBHW","EB","HW",2008,2,27,"10cm",0.1801,2008-02-27
"EBHW","EB","HW",2008,2,28,"10cm",0.1795,2008-02-28
"EBHW","EB","HW",2008,2,29,"10cm",0.1787,2008-02-29
"EBHW","EB","HW",2008,3,1,"10cm",0.1782,2008-03-01
"EBHW","EB","HW",2008,3,2,"10cm",0.1779,2008-03-02
"EBHW","EB","HW",2008,3,3,"10cm",0.1775,2008-03-03
"EBHW","EB","HW",2008,3,4,"10cm",0.1804,2008-03-04
"EBHW","EB","HW",2008,3,5,"10cm",0.1861,2008-03-05
"EBHW","EB","HW",2008,3,6,"10cm",0.1894,2008-03-06
