Compartment,Datetime,Depth,Moisture_m3_m3,Temp_C,Remove
WBHW,03-04-2009  9:00:00 AM,25cm,0.1255,,
WBHW,03-04-2009  9:00:00 AM,10cm,0.13992,1.17,
WBHW,03-04-2009  9:00:00 AM,vertical,0.16707,,
WBHW,03-04-2009  9:00:00 PM,25cm,0.12592,,
WBHW,03-04-2009  9:00:00 PM,10cm,0.13907,1.17,
WBHW,03-04-2009  9:00:00 PM,vertical,0.16707,,
WBHW,03-04-2010  12:00:00 AM,25cm,0.13271,,
WBHW,03-04-2010  12:00:00 AM,10cm,0.15265,1.6,
WBHW,03-04-2010  12:00:00 AM,vertical,0.1747,,
WBHW,03-04-2010  12:00:00 PM,25cm,0.13186,,
WBHW,03-04-2010  12:00:00 PM,10cm,0.15265,1.6,
WBHW,03-04-2010  12:00:00 PM,vertical,0.17386,,
WBHW,03-04-2010  3:00:00 AM,25cm,0.13271,,
WBHW,03-04-2010  3:00:00 AM,10cm,0.1535,1.6,
WBHW,03-04-2010  3:00:00 AM,vertical,0.1747,,
WBHW,03-04-2010  3:00:00 PM,25cm,0.13186,,
WBHW,03-04-2010  3:00:00 PM,10cm,0.15265,1.6,
WBHW,03-04-2010  3:00:00 PM,vertical,0.17386,,
WBHW,03-04-2010  6:00:00 AM,25cm,0.13229,,
WBHW,03-04-2010  6:00:00 AM,10cm,0.1535,1.6,
WBHW,03-04-2010  6:00:00 AM,vertical,0.17386,,
WBHW,03-04-2010  6:00:00 PM,25cm,0.13229,,
WBHW,03-04-2010  6:00:00 PM,10cm,0.15265,1.6,
WBHW,03-04-2010  6:00:00 PM,vertical,0.17386,,
WBHW,03-04-2010  9:00:00 AM,25cm,0.13229,,
WBHW,03-04-2010  9:00:00 AM,10cm,0.1535,1.6,
WBHW,03-04-2010  9:00:00 AM,vertical,0.17386,,
WBHW,03-04-2010  9:00:00 PM,25cm,0.13186,,
WBHW,03-04-2010  9:00:00 PM,10cm,0.15265,1.6,
WBHW,03-04-2010  9:00:00 PM,vertical,0.17301,,
WBHW,03-04-2011  12:00:00 AM,25cm,0.10556,,
WBHW,03-04-2011  12:00:00 AM,10cm,0.12507,1.6,
WBHW,03-04-2011  12:00:00 AM,vertical,0.14416,,
WBHW,03-04-2011  12:00:00 PM,25cm,0.10599,,
WBHW,03-04-2011  12:00:00 PM,10cm,0.1238,1.6,
WBHW,03-04-2011  12:00:00 PM,vertical,0.14416,,
WBHW,03-04-2011  3:00:00 AM,25cm,0.10599,,
WBHW,03-04-2011  3:00:00 AM,10cm,0.12507,1.6,
WBHW,03-04-2011  3:00:00 AM,vertical,0.14416,,
WBHW,03-04-2011  3:00:00 PM,25cm,0.10599,,
WBHW,03-04-2011  3:00:00 PM,10cm,0.12465,1.6,
WBHW,03-04-2011  3:00:00 PM,vertical,0.14416,,
WBHW,03-04-2011  6:00:00 AM,25cm,0.10599,,
WBHW,03-04-2011  6:00:00 AM,10cm,0.12507,1.6,
WBHW,03-04-2011  6:00:00 AM,vertical,0.14416,,
WBHW,03-04-2011  6:00:00 PM,25cm,0.10599,,
WBHW,03-04-2011  6:00:00 PM,10cm,0.12465,1.6,
WBHW,03-04-2011  6:00:00 PM,vertical,0.14416,,
WBHW,03-04-2011  9:00:00 AM,25cm,0.10599,,
WBHW,03-04-2011  9:00:00 AM,10cm,0.12507,1.6,
WBHW,03-04-2011  9:00:00 AM,vertical,0.14416,,
WBHW,03-04-2011  9:00:00 PM,25cm,0.10599,,
WBHW,03-04-2011  9:00:00 PM,10cm,0.12507,1.6,
WBHW,03-04-2011  9:00:00 PM,vertical,0.14416,,
WBHW,03-05-2006  12:00:00 AM,25cm,0.03811,,
WBHW,03-05-2006  12:00:00 AM,vertical,0.08096,,
WBHW,03-05-2006  12:00:00 AM,10cm,0.11871,-0.61,
WBHW,03-05-2006  12:00:00 PM,25cm,0.03769,,
WBHW,03-05-2006  12:00:00 PM,vertical,0.08011,,
WBHW,03-05-2006  12:00:00 PM,10cm,0.11701,-0.61,
WBHW,03-05-2006  3:00:00 AM,25cm,0.03854,,
WBHW,03-05-2006  3:00:00 AM,vertical,0.08181,,
WBHW,03-05-2006  3:00:00 AM,10cm,0.11956,-0.61,
WBHW,03-05-2006  3:00:00 PM,25cm,0.03854,,
WBHW,03-05-2006  3:00:00 PM,vertical,0.08096,,
WBHW,03-05-2006  3:00:00 PM,10cm,0.11701,-0.61,
WBHW,03-05-2006  6:00:00 AM,25cm,0.03854,,
WBHW,03-05-2006  6:00:00 AM,vertical,0.08181,,
WBHW,03-05-2006  6:00:00 AM,10cm,0.11871,-0.61,
WBHW,03-05-2006  6:00:00 PM,25cm,0.03896,,
WBHW,03-05-2006  6:00:00 PM,vertical,0.08181,,
WBHW,03-05-2006  6:00:00 PM,10cm,0.11871,-0.61,
WBHW,03-05-2006  9:00:00 AM,25cm,0.03854,,
WBHW,03-05-2006  9:00:00 AM,vertical,0.08181,,
WBHW,03-05-2006  9:00:00 AM,10cm,0.11701,-0.61,
WBHW,03-05-2006  9:00:00 PM,25cm,0.03896,,
WBHW,03-05-2006  9:00:00 PM,vertical,0.08181,,
WBHW,03-05-2006  9:00:00 PM,10cm,0.11871,-0.61,
WBHW,03-05-2007  12:00:00 AM,25cm,,,
WBHW,03-05-2007  12:00:00 AM,10cm,,,
WBHW,03-05-2007  12:00:00 PM,25cm,,,
WBHW,03-05-2007  12:00:00 PM,10cm,,,
WBHW,03-05-2007  3:00:00 AM,25cm,,,
WBHW,03-05-2007  3:00:00 AM,10cm,,,
WBHW,03-05-2007  3:00:00 PM,25cm,,,
WBHW,03-05-2007  3:00:00 PM,10cm,,,
WBHW,03-05-2007  6:00:00 AM,25cm,,,
WBHW,03-05-2007  6:00:00 AM,10cm,,,
WBHW,03-05-2007  6:00:00 PM,25cm,,,
WBHW,03-05-2007  6:00:00 PM,10cm,,,
WBHW,03-05-2007  9:00:00 AM,25cm,,,
WBHW,03-05-2007  9:00:00 AM,10cm,,,
WBHW,03-05-2007  9:00:00 PM,25cm,,,
WBHW,03-05-2007  9:00:00 PM,10cm,,,
WBHW,03-05-2008  12:00:00 AM,25cm,0.1272,,
WBHW,03-05-2008  12:00:00 AM,10cm,0.13695,1.6,
WBHW,03-05-2008  12:00:00 AM,vertical,0.16198,,
WBHW,03-05-2008  12:00:00 PM,25cm,0.12804,,
WBHW,03-05-2008  12:00:00 PM,10cm,0.13738,1.6,
WBHW,03-05-2008  12:00:00 PM,vertical,0.16283,,
WBHW,03-05-2008  3:00:00 AM,25cm,0.12762,,
WBHW,03-05-2008  3:00:00 AM,10cm,0.13738,1.6,
WBHW,03-05-2008  3:00:00 AM,vertical,0.16283,,
WBHW,03-05-2008  3:00:00 PM,25cm,0.12804,,
WBHW,03-05-2008  3:00:00 PM,10cm,0.13738,1.6,
WBHW,03-05-2008  3:00:00 PM,vertical,0.16283,,
WBHW,03-05-2008  6:00:00 AM,25cm,0.12762,,
WBHW,03-05-2008  6:00:00 AM,10cm,0.13738,1.6,
WBHW,03-05-2008  6:00:00 AM,vertical,0.1624,,
WBHW,03-05-2008  6:00:00 PM,25cm,0.12804,,
WBHW,03-05-2008  6:00:00 PM,10cm,0.13822,1.6,
WBHW,03-05-2008  6:00:00 PM,vertical,0.16622,,
WBHW,03-05-2008  9:00:00 AM,25cm,0.12762,,
WBHW,03-05-2008  9:00:00 AM,10cm,0.13738,1.6,
WBHW,03-05-2008  9:00:00 AM,vertical,0.16283,,
WBHW,03-05-2008  9:00:00 PM,25cm,0.13016,,
WBHW,03-05-2008  9:00:00 PM,10cm,0.14035,1.6,
WBHW,03-05-2008  9:00:00 PM,vertical,0.16792,,
WBHW,03-05-2009  12:00:00 AM,25cm,0.12592,,
WBHW,03-05-2009  12:00:00 AM,10cm,0.13992,1.17,
WBHW,03-05-2009  12:00:00 AM,vertical,0.16707,,
WBHW,03-05-2009  12:00:00 PM,25cm,0.12507,,
WBHW,03-05-2009  12:00:00 PM,10cm,0.13907,1.17,
WBHW,03-05-2009  12:00:00 PM,vertical,0.16622,,
WBHW,03-05-2009  3:00:00 AM,25cm,0.12592,,
WBHW,03-05-2009  3:00:00 AM,10cm,0.13907,1.17,
WBHW,03-05-2009  3:00:00 AM,vertical,0.16622,,
WBHW,03-05-2009  3:00:00 PM,25cm,0.1255,,
WBHW,03-05-2009  3:00:00 PM,10cm,0.13907,1.17,
WBHW,03-05-2009  3:00:00 PM,vertical,0.16622,,
WBHW,03-05-2009  6:00:00 AM,25cm,0.1255,,
WBHW,03-05-2009  6:00:00 AM,10cm,0.13907,1.17,
WBHW,03-05-2009  6:00:00 AM,vertical,0.16622,,
WBHW,03-05-2009  6:00:00 PM,25cm,0.1255,,
WBHW,03-05-2009  6:00:00 PM,10cm,0.13907,1.17,
WBHW,03-05-2009  6:00:00 PM,vertical,0.16707,,
WBHW,03-05-2009  9:00:00 AM,25cm,0.1255,,
WBHW,03-05-2009  9:00:00 AM,10cm,0.13907,1.17,
WBHW,03-05-2009  9:00:00 AM,vertical,0.16707,,
WBHW,03-05-2009  9:00:00 PM,25cm,0.1255,,
WBHW,03-05-2009  9:00:00 PM,10cm,0.13907,1.17,
WBHW,03-05-2009  9:00:00 PM,vertical,0.16622,,
WBHW,03-05-2010  12:00:00 AM,25cm,0.13186,,
WBHW,03-05-2010  12:00:00 AM,10cm,0.15095,1.6,
WBHW,03-05-2010  12:00:00 AM,vertical,0.17301,,
WBHW,03-05-2010  12:00:00 PM,25cm,0.13101,,
WBHW,03-05-2010  12:00:00 PM,10cm,0.15095,1.6,
WBHW,03-05-2010  12:00:00 PM,vertical,0.17258,,
WBHW,03-05-2010  3:00:00 AM,25cm,0.13144,,
WBHW,03-05-2010  3:00:00 AM,10cm,0.15095,1.6,
WBHW,03-05-2010  3:00:00 AM,vertical,0.17301,,
WBHW,03-05-2010  3:00:00 PM,25cm,0.13101,,
WBHW,03-05-2010  3:00:00 PM,10cm,0.15095,1.6,
WBHW,03-05-2010  3:00:00 PM,vertical,0.17131,,
WBHW,03-05-2010  6:00:00 AM,25cm,0.13144,,
WBHW,03-05-2010  6:00:00 AM,10cm,0.15265,1.6,
WBHW,03-05-2010  6:00:00 AM,vertical,0.17301,,
WBHW,03-05-2010  6:00:00 PM,25cm,0.13059,,
WBHW,03-05-2010  6:00:00 PM,10cm,0.15095,1.6,
WBHW,03-05-2010  6:00:00 PM,vertical,0.17131,,
WBHW,03-05-2010  9:00:00 AM,25cm,0.13101,,
WBHW,03-05-2010  9:00:00 AM,10cm,0.15095,1.6,
WBHW,03-05-2010  9:00:00 AM,vertical,0.17301,,
WBHW,03-05-2010  9:00:00 PM,25cm,0.13059,,
WBHW,03-05-2010  9:00:00 PM,10cm,0.1501,1.6,
WBHW,03-05-2010  9:00:00 PM,vertical,0.17131,,
WBHW,03-05-2011  12:00:00 AM,25cm,0.10599,,
WBHW,03-05-2011  12:00:00 AM,10cm,0.1255,1.6,
WBHW,03-05-2011  12:00:00 AM,vertical,0.14416,,
WBHW,03-05-2011  12:00:00 PM,25cm,0.10599,,
WBHW,03-05-2011  12:00:00 PM,10cm,0.1255,1.6,
WBHW,03-05-2011  12:00:00 PM,vertical,0.14416,,
WBHW,03-05-2011  3:00:00 AM,25cm,0.10599,,
WBHW,03-05-2011  3:00:00 AM,10cm,0.12507,1.6,
WBHW,03-05-2011  3:00:00 AM,vertical,0.14416,,
WBHW,03-05-2011  3:00:00 PM,25cm,0.10556,,
WBHW,03-05-2011  3:00:00 PM,10cm,0.1238,1.6,
WBHW,03-05-2011  3:00:00 PM,vertical,0.14416,,
WBHW,03-05-2011  6:00:00 AM,25cm,0.10599,,
WBHW,03-05-2011  6:00:00 AM,10cm,0.12465,1.6,
WBHW,03-05-2011  6:00:00 AM,vertical,0.14416,,
WBHW,03-05-2011  6:00:00 PM,25cm,0.10599,,
WBHW,03-05-2011  6:00:00 PM,10cm,0.1255,1.6,
WBHW,03-05-2011  6:00:00 PM,vertical,0.14416,,
WBHW,03-05-2011  9:00:00 AM,25cm,0.10556,,
WBHW,03-05-2011  9:00:00 AM,10cm,0.1255,1.6,
WBHW,03-05-2011  9:00:00 AM,vertical,0.14416,,
WBHW,03-05-2011  9:00:00 PM,25cm,0.10599,,
WBHW,03-05-2011  9:00:00 PM,10cm,0.1238,1.6,
WBHW,03-05-2011  9:00:00 PM,vertical,0.14416,,
WBHW,03-06-2006  12:00:00 AM,25cm,0.03939,,
WBHW,03-06-2006  12:00:00 AM,vertical,0.08181,,
WBHW,03-06-2006  12:00:00 AM,10cm,0.11871,-0.61,
WBHW,03-06-2006  12:00:00 PM,25cm,0.03854,,
WBHW,03-06-2006  12:00:00 PM,vertical,0.08053,,
WBHW,03-06-2006  12:00:00 PM,10cm,0.11701,-0.61,
WBHW,03-06-2006  3:00:00 AM,25cm,0.03939,,
WBHW,03-06-2006  3:00:00 AM,vertical,0.08223,,
WBHW,03-06-2006  3:00:00 AM,10cm,0.11871,-0.61,
WBHW,03-06-2006  3:00:00 PM,25cm,0.03939,,
WBHW,03-06-2006  3:00:00 PM,vertical,0.08096,,
WBHW,03-06-2006  3:00:00 PM,10cm,0.11701,-0.61,
WBHW,03-06-2006  6:00:00 AM,25cm,0.03939,,
WBHW,03-06-2006  6:00:00 AM,vertical,0.08181,,
WBHW,03-06-2006  6:00:00 AM,10cm,0.11956,-0.61,
WBHW,03-06-2006  6:00:00 PM,25cm,0.03939,,
WBHW,03-06-2006  6:00:00 PM,vertical,0.08181,,
WBHW,03-06-2006  6:00:00 PM,10cm,0.11871,-0.61,
WBHW,03-06-2006  9:00:00 AM,25cm,0.03896,,
WBHW,03-06-2006  9:00:00 AM,vertical,0.08096,,
WBHW,03-06-2006  9:00:00 AM,10cm,0.11871,-0.61,
WBHW,03-06-2006  9:00:00 PM,25cm,0.03981,,
WBHW,03-06-2006  9:00:00 PM,vertical,0.08181,,
WBHW,03-06-2006  9:00:00 PM,10cm,0.11871,-0.61,
WBHW,03-06-2007  12:00:00 AM,25cm,,,
WBHW,03-06-2007  12:00:00 AM,10cm,,,
WBHW,03-06-2007  12:00:00 PM,25cm,,,
WBHW,03-06-2007  12:00:00 PM,10cm,,,
WBHW,03-06-2007  3:00:00 AM,25cm,,,
WBHW,03-06-2007  3:00:00 AM,10cm,,,
WBHW,03-06-2007  3:00:00 PM,25cm,,,
WBHW,03-06-2007  3:00:00 PM,10cm,,,
WBHW,03-06-2007  6:00:00 AM,25cm,,,
WBHW,03-06-2007  6:00:00 AM,10cm,,,
WBHW,03-06-2007  6:00:00 PM,25cm,,,
WBHW,03-06-2007  6:00:00 PM,10cm,,,
WBHW,03-06-2007  9:00:00 AM,25cm,,,
WBHW,03-06-2007  9:00:00 AM,10cm,,,
WBHW,03-06-2007  9:00:00 PM,25cm,,,
WBHW,03-06-2007  9:00:00 PM,10cm,,,
WBHW,03-06-2008  12:00:00 AM,25cm,0.13186,,
WBHW,03-06-2008  12:00:00 AM,10cm,0.14162,1.6,
WBHW,03-06-2008  12:00:00 AM,vertical,0.16877,,
WBHW,03-06-2008  12:00:00 PM,25cm,0.13229,,
WBHW,03-06-2008  12:00:00 PM,10cm,0.14247,1.6,
WBHW,03-06-2008  12:00:00 PM,vertical,0.16792,,
WBHW,03-06-2008  3:00:00 AM,25cm,0.13229,,
WBHW,03-06-2008  3:00:00 AM,10cm,0.14204,1.6,
WBHW,03-06-2008  3:00:00 AM,vertical,0.16877,,
WBHW,03-06-2008  3:00:00 PM,25cm,0.13186,,
WBHW,03-06-2008  3:00:00 PM,10cm,0.14162,1.6,
WBHW,03-06-2008  3:00:00 PM,vertical,0.16749,,
WBHW,03-06-2008  6:00:00 AM,25cm,0.13271,,
WBHW,03-06-2008  6:00:00 AM,10cm,0.14247,1.6,
WBHW,03-06-2008  6:00:00 AM,vertical,0.16919,,
WBHW,03-06-2008  6:00:00 PM,25cm,0.13186,,
WBHW,03-06-2008  6:00:00 PM,10cm,0.14077,1.6,
WBHW,03-06-2008  6:00:00 PM,vertical,0.16749,,
WBHW,03-06-2008  9:00:00 AM,25cm,0.13271,,
WBHW,03-06-2008  9:00:00 AM,10cm,0.14247,1.6,
WBHW,03-06-2008  9:00:00 AM,vertical,0.16792,,
WBHW,03-06-2008  9:00:00 PM,25cm,0.13144,,
WBHW,03-06-2008  9:00:00 PM,10cm,0.14077,1.6,
WBHW,03-06-2008  9:00:00 PM,vertical,0.16707,,
WBHW,03-06-2009  12:00:00 AM,25cm,0.1255,,
WBHW,03-06-2009  12:00:00 AM,10cm,0.13907,1.17,
WBHW,03-06-2009  12:00:00 AM,vertical,0.16622,,
WBHW,03-06-2009  12:00:00 PM,25cm,0.12507,,
WBHW,03-06-2009  12:00:00 PM,10cm,0.13907,1.17,
WBHW,03-06-2009  12:00:00 PM,vertical,0.16622,,
WBHW,03-06-2009  3:00:00 AM,25cm,0.1255,,
WBHW,03-06-2009  3:00:00 AM,10cm,0.13907,1.17,
WBHW,03-06-2009  3:00:00 AM,vertical,0.16622,,
WBHW,03-06-2009  3:00:00 PM,25cm,0.12507,,
WBHW,03-06-2009  3:00:00 PM,10cm,0.13907,1.17,
WBHW,03-06-2009  3:00:00 PM,vertical,0.16622,,
WBHW,03-06-2009  6:00:00 AM,25cm,0.1255,,
WBHW,03-06-2009  6:00:00 AM,10cm,0.13907,1.17,
WBHW,03-06-2009  6:00:00 AM,vertical,0.16622,,
WBHW,03-06-2009  6:00:00 PM,25cm,0.12507,,
WBHW,03-06-2009  6:00:00 PM,10cm,0.13907,1.17,
WBHW,03-06-2009  6:00:00 PM,vertical,0.16622,,
WBHW,03-06-2009  9:00:00 AM,25cm,0.12507,,
WBHW,03-06-2009  9:00:00 AM,10cm,0.13907,1.17,
WBHW,03-06-2009  9:00:00 AM,vertical,0.16707,,
WBHW,03-06-2009  9:00:00 PM,25cm,0.12507,,
WBHW,03-06-2009  9:00:00 PM,10cm,0.13907,1.17,
WBHW,03-06-2009  9:00:00 PM,vertical,0.16622,,
WBHW,03-06-2010  12:00:00 AM,25cm,0.13016,,
WBHW,03-06-2010  12:00:00 AM,10cm,0.15095,1.6,
WBHW,03-06-2010  12:00:00 AM,vertical,0.17131,,
WBHW,03-06-2010  12:00:00 PM,25cm,0.12974,,
WBHW,03-06-2010  12:00:00 PM,10cm,0.14925,1.6,
WBHW,03-06-2010  12:00:00 PM,vertical,0.17004,,
WBHW,03-06-2010  3:00:00 AM,25cm,0.13101,,
WBHW,03-06-2010  3:00:00 AM,10cm,0.15095,1.6,
WBHW,03-06-2010  3:00:00 AM,vertical,0.17131,,
WBHW,03-06-2010  3:00:00 PM,25cm,0.12974,,
WBHW,03-06-2010  3:00:00 PM,10cm,0.14883,1.17,
WBHW,03-06-2010  3:00:00 PM,vertical,0.17004,,
WBHW,03-06-2010  6:00:00 AM,25cm,0.13016,,
WBHW,03-06-2010  6:00:00 AM,10cm,0.15095,1.6,
WBHW,03-06-2010  6:00:00 AM,vertical,0.17131,,
WBHW,03-06-2010  6:00:00 PM,25cm,0.13016,,
WBHW,03-06-2010  6:00:00 PM,10cm,0.15095,1.6,
WBHW,03-06-2010  6:00:00 PM,vertical,0.17089,,
WBHW,03-06-2010  9:00:00 AM,25cm,0.13016,,
WBHW,03-06-2010  9:00:00 AM,10cm,0.15095,1.6,
WBHW,03-06-2010  9:00:00 AM,vertical,0.17131,,
WBHW,03-06-2010  9:00:00 PM,25cm,0.13016,,
WBHW,03-06-2010  9:00:00 PM,10cm,0.15095,1.6,
WBHW,03-06-2010  9:00:00 PM,vertical,0.17131,,
WBHW,03-06-2011  12:00:00 AM,25cm,0.10556,,
WBHW,03-06-2011  12:00:00 AM,10cm,0.12465,1.6,
WBHW,03-06-2011  12:00:00 AM,vertical,0.14416,,
WBHW,03-06-2011  12:00:00 PM,25cm,0.10556,,
WBHW,03-06-2011  12:00:00 PM,10cm,0.1255,1.6,
WBHW,03-06-2011  12:00:00 PM,vertical,0.14416,,
WBHW,03-06-2011  3:00:00 AM,25cm,0.10556,,
WBHW,03-06-2011  3:00:00 AM,10cm,0.1255,1.6,
WBHW,03-06-2011  3:00:00 AM,vertical,0.14416,,
WBHW,03-06-2011  3:00:00 PM,25cm,0.10599,,
WBHW,03-06-2011  3:00:00 PM,10cm,0.1255,1.6,
WBHW,03-06-2011  3:00:00 PM,vertical,0.14671,,
WBHW,03-06-2011  6:00:00 AM,25cm,0.10556,,
WBHW,03-06-2011  6:00:00 AM,10cm,0.12465,1.6,
WBHW,03-06-2011  6:00:00 AM,vertical,0.14416,,
WBHW,03-06-2011  6:00:00 PM,25cm,0.10599,,
WBHW,03-06-2011  6:00:00 PM,10cm,0.1255,1.6,
WBHW,03-06-2011  6:00:00 PM,vertical,0.14756,,
WBHW,03-06-2011  9:00:00 AM,25cm,0.10599,,
WBHW,03-06-2011  9:00:00 AM,10cm,0.12465,1.6,
WBHW,03-06-2011  9:00:00 AM,vertical,0.14416,,
WBHW,03-06-2011  9:00:00 PM,25cm,0.10641,,
WBHW,03-06-2011  9:00:00 PM,10cm,0.1255,1.6,
WBHW,03-06-2011  9:00:00 PM,vertical,0.1501,,
WBHW,03-07-2006  12:00:00 AM,25cm,0.03981,,
WBHW,03-07-2006  12:00:00 AM,vertical,0.08223,,
WBHW,03-07-2006  12:00:00 AM,10cm,0.11871,-0.61,
WBHW,03-07-2006  12:00:00 PM,25cm,0.03939,,
WBHW,03-07-2006  12:00:00 PM,vertical,0.08181,,
WBHW,03-07-2006  12:00:00 PM,10cm,0.11701,-0.61,
WBHW,03-07-2006  3:00:00 AM,25cm,0.04024,,
WBHW,03-07-2006  3:00:00 AM,vertical,0.08223,,
WBHW,03-07-2006  3:00:00 AM,10cm,0.11871,-0.16,
WBHW,03-07-2006  3:00:00 PM,25cm,0.03939,,
WBHW,03-07-2006  3:00:00 PM,vertical,0.08181,,
WBHW,03-07-2006  3:00:00 PM,10cm,0.11701,-0.61,
WBHW,03-07-2006  6:00:00 AM,25cm,0.04024,,
WBHW,03-07-2006  6:00:00 AM,vertical,0.0835,,
WBHW,03-07-2006  6:00:00 AM,10cm,0.11956,-0.61,
WBHW,03-07-2006  6:00:00 PM,25cm,0.03981,,
WBHW,03-07-2006  6:00:00 PM,vertical,0.08181,,
WBHW,03-07-2006  6:00:00 PM,10cm,0.11701,-0.61,
WBHW,03-07-2006  9:00:00 AM,25cm,0.03981,,
WBHW,03-07-2006  9:00:00 AM,vertical,0.08181,,
WBHW,03-07-2006  9:00:00 AM,10cm,0.11701,-0.61,
WBHW,03-07-2006  9:00:00 PM,25cm,0.04024,,
WBHW,03-07-2006  9:00:00 PM,vertical,0.08181,,
WBHW,03-07-2006  9:00:00 PM,10cm,0.11871,-0.61,
WBHW,03-07-2007  12:00:00 AM,25cm,,,
WBHW,03-07-2007  12:00:00 AM,10cm,,,
WBHW,03-07-2007  12:00:00 PM,25cm,,,
WBHW,03-07-2007  12:00:00 PM,10cm,,,
WBHW,03-07-2007  3:00:00 AM,25cm,,,
WBHW,03-07-2007  3:00:00 AM,10cm,,,
WBHW,03-07-2007  3:00:00 PM,25cm,,,
WBHW,03-07-2007  3:00:00 PM,10cm,,,
WBHW,03-07-2007  6:00:00 AM,25cm,,,
WBHW,03-07-2007  6:00:00 AM,10cm,,,
WBHW,03-07-2007  6:00:00 PM,25cm,,,
WBHW,03-07-2007  6:00:00 PM,10cm,,,
WBHW,03-07-2007  9:00:00 AM,25cm,,,
WBHW,03-07-2007  9:00:00 AM,10cm,,,
WBHW,03-07-2007  9:00:00 PM,25cm,,,
WBHW,03-07-2007  9:00:00 PM,10cm,,,
WBHW,03-07-2008  12:00:00 AM,25cm,0.13144,,
WBHW,03-07-2008  12:00:00 AM,10cm,0.14077,1.6,
WBHW,03-07-2008  12:00:00 AM,vertical,0.16707,,
WBHW,03-07-2008  12:00:00 PM,25cm,0.13059,,
WBHW,03-07-2008  12:00:00 PM,10cm,0.14077,1.6,
WBHW,03-07-2008  12:00:00 PM,vertical,0.16622,,
WBHW,03-07-2008  3:00:00 AM,25cm,0.13101,,
WBHW,03-07-2008  3:00:00 AM,10cm,0.14077,1.6,
WBHW,03-07-2008  3:00:00 AM,vertical,0.16707,,
WBHW,03-07-2008  3:00:00 PM,25cm,0.13016,,
WBHW,03-07-2008  3:00:00 PM,10cm,0.13992,1.6,
WBHW,03-07-2008  3:00:00 PM,vertical,0.16622,,
WBHW,03-07-2008  6:00:00 AM,25cm,0.13059,,
WBHW,03-07-2008  6:00:00 AM,10cm,0.14035,1.6,
WBHW,03-07-2008  6:00:00 AM,vertical,0.16622,,
WBHW,03-07-2008  6:00:00 PM,25cm,0.13016,,
WBHW,03-07-2008  6:00:00 PM,10cm,0.13992,1.6,
WBHW,03-07-2008  6:00:00 PM,vertical,0.16622,,
WBHW,03-07-2008  9:00:00 AM,25cm,0.13059,,
WBHW,03-07-2008  9:00:00 AM,10cm,0.14077,1.6,
WBHW,03-07-2008  9:00:00 AM,vertical,0.16622,,
WBHW,03-07-2008  9:00:00 PM,25cm,0.13016,,
WBHW,03-07-2008  9:00:00 PM,10cm,0.13992,1.6,
WBHW,03-07-2008  9:00:00 PM,vertical,0.16622,,
WBHW,03-07-2009  12:00:00 AM,25cm,0.12507,,
WBHW,03-07-2009  12:00:00 AM,10cm,0.13907,1.17,
WBHW,03-07-2009  12:00:00 AM,vertical,0.16622,,
WBHW,03-07-2009  12:00:00 PM,25cm,0.12507,,
WBHW,03-07-2009  12:00:00 PM,10cm,0.13907,1.17,
WBHW,03-07-2009  12:00:00 PM,vertical,0.16622,,
WBHW,03-07-2009  3:00:00 AM,25cm,0.12507,,
WBHW,03-07-2009  3:00:00 AM,10cm,0.13907,1.17,
WBHW,03-07-2009  3:00:00 AM,vertical,0.16622,,
WBHW,03-07-2009  3:00:00 PM,25cm,0.1255,,
WBHW,03-07-2009  3:00:00 PM,10cm,0.13907,1.17,
WBHW,03-07-2009  3:00:00 PM,vertical,0.16707,,
WBHW,03-07-2009  6:00:00 AM,25cm,0.12507,,
WBHW,03-07-2009  6:00:00 AM,10cm,0.13907,1.17,
WBHW,03-07-2009  6:00:00 AM,vertical,0.16622,,
WBHW,03-07-2009  6:00:00 PM,25cm,0.1255,,
WBHW,03-07-2009  6:00:00 PM,10cm,0.13907,1.17,
WBHW,03-07-2009  6:00:00 PM,vertical,0.16622,,
WBHW,03-07-2009  9:00:00 AM,25cm,0.12507,,
WBHW,03-07-2009  9:00:00 AM,10cm,0.13907,1.17,
WBHW,03-07-2009  9:00:00 AM,vertical,0.16622,,
WBHW,03-07-2009  9:00:00 PM,25cm,0.12507,,
WBHW,03-07-2009  9:00:00 PM,10cm,0.13992,1.17,
WBHW,03-07-2009  9:00:00 PM,vertical,0.16707,,
WBHW,03-07-2010  12:00:00 AM,25cm,0.13016,,
WBHW,03-07-2010  12:00:00 AM,10cm,0.15095,1.6,
WBHW,03-07-2010  12:00:00 AM,vertical,0.17131,,
WBHW,03-07-2010  12:00:00 PM,25cm,0.12974,,
WBHW,03-07-2010  12:00:00 PM,10cm,0.1484,1.17,
WBHW,03-07-2010  12:00:00 PM,vertical,0.16961,,
WBHW,03-07-2010  3:00:00 AM,25cm,0.13016,,
WBHW,03-07-2010  3:00:00 AM,10cm,0.15095,1.6,
WBHW,03-07-2010  3:00:00 AM,vertical,0.17131,,
WBHW,03-07-2010  3:00:00 PM,25cm,0.12974,,
WBHW,03-07-2010  3:00:00 PM,10cm,0.14925,1.17,
WBHW,03-07-2010  3:00:00 PM,vertical,0.17046,,
WBHW,03-07-2010  6:00:00 AM,25cm,0.12974,,
WBHW,03-07-2010  6:00:00 AM,10cm,0.15095,1.6,
WBHW,03-07-2010  6:00:00 AM,vertical,0.17131,,
