Compartment,Datetime,Depth,Temp_C,Moisture_m3_m3,Remove
WBSW,01/03/2016  9:00:00 PM,10cm,2.89,0.1654,
WBSW,01/04/2015  12:00:00 AM,10cm,1.17,0.1688,
WBSW,01/04/2015  12:00:00 PM,10cm,0.73,0.1688,
WBSW,01/04/2015  3:00:00 AM,10cm,0.73,0.1688,
WBSW,01/04/2015  3:00:00 PM,10cm,0.73,0.1688,
WBSW,01/04/2015  6:00:00 AM,10cm,0.73,0.1688,
WBSW,01/04/2015  6:00:00 PM,10cm,0.73,0.1692,
WBSW,01/04/2015  9:00:00 AM,10cm,0.73,0.1683,
WBSW,01/04/2015  9:00:00 PM,10cm,0.73,0.1709,
WBSW,01/04/2016  12:00:00 AM,10cm,2.89,0.1645,
WBSW,01/04/2016  12:00:00 PM,10cm,2.89,0.1624,
WBSW,01/04/2016  3:00:00 AM,10cm,2.89,0.1645,
WBSW,01/04/2016  3:00:00 PM,10cm,2.89,0.162,
WBSW,01/04/2016  6:00:00 AM,10cm,2.89,0.1633,
WBSW,01/04/2016  6:00:00 PM,10cm,2.89,0.1616,
WBSW,01/04/2016  9:00:00 AM,10cm,2.89,0.1628,
WBSW,01/04/2016  9:00:00 PM,10cm,2.89,0.1611,
WBSW,01/05/2015  12:00:00 AM,10cm,0.73,0.1717,
WBSW,01/05/2015  12:00:00 PM,10cm,0.73,0.17,
WBSW,01/05/2015  3:00:00 AM,10cm,0.73,0.1717,
WBSW,01/05/2015  3:00:00 PM,10cm,0.73,0.17,
WBSW,01/05/2015  6:00:00 AM,10cm,0.73,0.1717,
WBSW,01/05/2015  6:00:00 PM,10cm,0.73,0.17,
WBSW,01/05/2015  9:00:00 AM,10cm,0.73,0.1705,
WBSW,01/05/2015  9:00:00 PM,10cm,0.73,0.1696,
WBSW,01/05/2016  12:00:00 AM,10cm,2.89,0.1611,
WBSW,01/05/2016  12:00:00 PM,10cm,2.89,0.1599,
WBSW,01/05/2016  3:00:00 AM,10cm,2.89,0.1611,
WBSW,01/05/2016  3:00:00 PM,10cm,2.89,0.1599,
WBSW,01/05/2016  6:00:00 AM,10cm,2.89,0.1603,
WBSW,01/05/2016  6:00:00 PM,10cm,2.89,0.1599,
WBSW,01/05/2016  9:00:00 AM,10cm,2.89,0.1603,
WBSW,01/05/2016  9:00:00 PM,10cm,2.46,0.1594,
WBSW,01/06/2015  12:00:00 AM,10cm,0.73,0.1692,
WBSW,01/06/2015  12:00:00 PM,10cm,0.73,0.1683,
WBSW,01/06/2015  3:00:00 AM,10cm,0.73,0.1692,
WBSW,01/06/2015  3:00:00 PM,10cm,0.73,0.1679,
WBSW,01/06/2015  6:00:00 AM,10cm,0.73,0.1688,
WBSW,01/06/2015  6:00:00 PM,10cm,0.73,0.1679,
WBSW,01/06/2015  9:00:00 AM,10cm,0.73,0.1683,
WBSW,01/06/2015  9:00:00 PM,10cm,0.73,0.1679,
WBSW,01/06/2016  12:00:00 AM,10cm,2.46,0.1594,
WBSW,01/06/2016  12:00:00 PM,10cm,2.46,0.1586,
WBSW,01/06/2016  3:00:00 AM,10cm,2.46,0.1594,
WBSW,01/06/2016  3:00:00 PM,10cm,2.46,0.1586,
WBSW,01/06/2016  6:00:00 AM,10cm,2.46,0.1594,
WBSW,01/06/2016  6:00:00 PM,10cm,2.46,0.1586,
WBSW,01/06/2016  9:00:00 AM,10cm,2.46,0.159,
WBSW,01/06/2016  9:00:00 PM,10cm,2.46,0.1586,
WBSW,01/07/2015  12:00:00 AM,10cm,0.73,0.1675,
WBSW,01/07/2015  12:00:00 PM,10cm,0.73,0.1666,
WBSW,01/07/2015  3:00:00 AM,10cm,0.73,0.1675,
WBSW,01/07/2015  3:00:00 PM,10cm,0.73,0.1658,
WBSW,01/07/2015  6:00:00 AM,10cm,0.73,0.1671,
WBSW,01/07/2015  6:00:00 PM,10cm,0.73,0.1658,
WBSW,01/07/2015  9:00:00 AM,10cm,0.73,0.1662,
WBSW,01/07/2015  9:00:00 PM,10cm,0.73,0.1654,
WBSW,01/07/2016  12:00:00 AM,10cm,2.46,0.1582,
WBSW,01/07/2016  12:00:00 PM,10cm,2.46,0.1577,
WBSW,01/07/2016  3:00:00 AM,10cm,2.46,0.1586,
WBSW,01/07/2016  3:00:00 PM,10cm,2.46,0.1577,
WBSW,01/07/2016  6:00:00 AM,10cm,2.46,0.1582,
WBSW,01/07/2016  6:00:00 PM,10cm,2.46,0.1577,
WBSW,01/07/2016  9:00:00 AM,10cm,2.46,0.1582,
WBSW,01/07/2016  9:00:00 PM,10cm,2.46,0.1573,
WBSW,01/08/2015  12:00:00 AM,10cm,0.73,0.1649,
WBSW,01/08/2015  12:00:00 PM,10cm,0.73,0.1624,
WBSW,01/08/2015  3:00:00 AM,10cm,0.73,0.1645,
WBSW,01/08/2015  3:00:00 PM,10cm,0.73,0.1624,
WBSW,01/08/2015  6:00:00 AM,10cm,0.73,0.1641,
WBSW,01/08/2015  6:00:00 PM,10cm,0.73,0.1616,
WBSW,01/08/2015  9:00:00 AM,10cm,0.73,0.1633,
WBSW,01/08/2015  9:00:00 PM,10cm,0.73,0.1611,
WBSW,01/08/2016  12:00:00 AM,10cm,2.46,0.1573,
WBSW,01/08/2016  12:00:00 PM,10cm,2.46,0.1569,
WBSW,01/08/2016  3:00:00 AM,10cm,2.46,0.1573,
WBSW,01/08/2016  3:00:00 PM,10cm,2.46,0.1569,
WBSW,01/08/2016  6:00:00 AM,10cm,2.46,0.1569,
WBSW,01/08/2016  6:00:00 PM,10cm,2.46,0.1569,
WBSW,01/08/2016  9:00:00 AM,10cm,2.46,0.1573,
WBSW,01/08/2016  9:00:00 PM,10cm,2.46,0.1569,
WBSW,01/09/2015  12:00:00 AM,10cm,0.73,0.1607,
WBSW,01/09/2015  12:00:00 PM,10cm,0.73,0.1599,
WBSW,01/09/2015  3:00:00 AM,10cm,0.73,0.1603,
WBSW,01/09/2015  3:00:00 PM,10cm,0.73,0.1599,
WBSW,01/09/2015  6:00:00 AM,10cm,0.73,0.1599,
WBSW,01/09/2015  6:00:00 PM,10cm,0.73,0.1599,
WBSW,01/09/2015  9:00:00 AM,10cm,0.73,0.1599,
WBSW,01/09/2015  9:00:00 PM,10cm,0.73,0.1599,
WBSW,01/09/2016  12:00:00 AM,10cm,2.46,0.1569,
WBSW,01/09/2016  12:00:00 PM,10cm,2.46,0.156,
WBSW,01/09/2016  3:00:00 AM,10cm,2.46,0.1565,
WBSW,01/09/2016  3:00:00 PM,10cm,2.46,0.156,
WBSW,01/09/2016  6:00:00 AM,10cm,2.46,0.1565,
WBSW,01/09/2016  6:00:00 PM,10cm,2.46,0.156,
WBSW,01/09/2016  9:00:00 AM,10cm,2.46,0.1565,
WBSW,01/09/2016  9:00:00 PM,10cm,2.46,0.156,
WBSW,01/10/2015  12:00:00 AM,10cm,0.73,0.1599,
WBSW,01/10/2015  12:00:00 PM,10cm,0.73,0.1599,
WBSW,01/10/2015  3:00:00 AM,10cm,0.73,0.1599,
WBSW,01/10/2015  3:00:00 PM,10cm,0.73,0.1599,
WBSW,01/10/2015  6:00:00 AM,10cm,0.73,0.1599,
WBSW,01/10/2015  6:00:00 PM,10cm,0.73,0.1599,
WBSW,01/10/2015  9:00:00 AM,10cm,0.73,0.1599,
WBSW,01/10/2015  9:00:00 PM,10cm,0.73,0.1599,
WBSW,01/10/2016  12:00:00 AM,10cm,2.46,0.1556,
WBSW,01/10/2016  12:00:00 PM,10cm,2.46,0.1552,
WBSW,01/10/2016  3:00:00 AM,10cm,2.46,0.1556,
WBSW,01/10/2016  3:00:00 PM,10cm,2.46,0.156,
WBSW,01/10/2016  6:00:00 AM,10cm,2.46,0.1552,
WBSW,01/10/2016  6:00:00 PM,10cm,2.46,0.1616,
WBSW,01/10/2016  9:00:00 AM,10cm,2.46,0.1552,
WBSW,01/10/2016  9:00:00 PM,10cm,2.46,0.3397,
WBSW,01/11/2015  12:00:00 AM,10cm,0.73,0.1594,
WBSW,01/11/2015  12:00:00 PM,10cm,0.73,0.159,
WBSW,01/11/2015  3:00:00 AM,10cm,0.73,0.1599,
WBSW,01/11/2015  3:00:00 PM,10cm,0.73,0.159,
WBSW,01/11/2015  6:00:00 AM,10cm,0.73,0.1594,
WBSW,01/11/2015  6:00:00 PM,10cm,0.29,0.159,
WBSW,01/11/2015  9:00:00 AM,10cm,0.73,0.1594,
WBSW,01/11/2015  9:00:00 PM,10cm,0.73,0.159,
WBSW,01/11/2016  12:00:00 AM,10cm,2.46,0.3401,
WBSW,01/11/2016  12:00:00 PM,10cm,2.46,0.3397,
WBSW,01/11/2016  3:00:00 AM,10cm,2.46,0.341,
WBSW,01/11/2016  3:00:00 PM,10cm,2.46,0.3389,
WBSW,01/11/2016  6:00:00 AM,10cm,2.46,0.3406,
WBSW,01/11/2016  6:00:00 PM,10cm,2.46,0.338,
WBSW,01/11/2016  9:00:00 AM,10cm,2.46,0.3401,
WBSW,01/11/2016  9:00:00 PM,10cm,2.46,0.3223,
WBSW,01/12/2015  12:00:00 AM,10cm,0.73,0.159,
WBSW,01/12/2015  12:00:00 PM,10cm,0.73,0.1594,
WBSW,01/12/2015  3:00:00 AM,10cm,0.29,0.159,
WBSW,01/12/2015  3:00:00 PM,10cm,0.73,0.159,
WBSW,01/12/2015  6:00:00 AM,10cm,0.29,0.159,
WBSW,01/12/2015  6:00:00 PM,10cm,0.29,0.159,
WBSW,01/12/2015  9:00:00 AM,10cm,0.73,0.159,
WBSW,01/12/2015  9:00:00 PM,10cm,0.29,0.1586,
WBSW,01/12/2016  12:00:00 AM,10cm,2.46,0.2969,
WBSW,01/12/2016  12:00:00 PM,10cm,2.46,0.2434,
WBSW,01/12/2016  3:00:00 AM,10cm,2.46,0.2791,
WBSW,01/12/2016  3:00:00 PM,10cm,2.46,0.2315,
WBSW,01/12/2016  6:00:00 AM,10cm,2.46,0.2727,
WBSW,01/12/2016  6:00:00 PM,10cm,2.03,0.2205,
WBSW,01/12/2016  9:00:00 AM,10cm,2.46,0.2672,
WBSW,01/12/2016  9:00:00 PM,10cm,2.03,0.201,
WBSW,01/13/15 03:00:00 AM,10cm,0.29,0.159,
WBSW,01/13/15 03:00:00 PM,10cm,0.29,0.1586,
WBSW,01/13/15 06:00:00 AM,10cm,0.29,0.159,
WBSW,01/13/15 06:00:00 PM,10cm,0.73,0.1586,
WBSW,01/13/15 09:00:00 AM,10cm,0.73,0.159,
WBSW,01/13/15 09:00:00 PM,10cm,0.29,0.1582,
WBSW,01/13/15 12:00:00 AM,10cm,0.29,0.159,
WBSW,01/13/15 12:00:00 PM,10cm,0.73,0.1586,
WBSW,01/13/16 03:00:00 AM,10cm,2.03,0.1912,
WBSW,01/13/16 03:00:00 PM,10cm,2.03,0.1828,
WBSW,01/13/16 06:00:00 AM,10cm,2.03,0.1896,
WBSW,01/13/16 06:00:00 PM,10cm,2.03,0.1802,
WBSW,01/13/16 09:00:00 AM,10cm,2.03,0.1879,
WBSW,01/13/16 09:00:00 PM,10cm,2.03,0.1789,
WBSW,01/13/16 12:00:00 AM,10cm,2.03,0.1968,
WBSW,01/13/16 12:00:00 PM,10cm,2.03,0.184,
WBSW,01/14/15 03:00:00 AM,10cm,0.29,0.1577,
WBSW,01/14/15 03:00:00 PM,10cm,0.29,0.1573,
WBSW,01/14/15 06:00:00 AM,10cm,0.73,0.1577,
WBSW,01/14/15 06:00:00 PM,10cm,0.29,0.1573,
WBSW,01/14/15 09:00:00 AM,10cm,0.73,0.1573,
WBSW,01/14/15 09:00:00 PM,10cm,0.29,0.1573,
WBSW,01/14/15 12:00:00 AM,10cm,0.29,0.1582,
WBSW,01/14/15 12:00:00 PM,10cm,0.29,0.1573,
WBSW,01/14/16 03:00:00 AM,10cm,2.03,0.1773,
WBSW,01/14/16 03:00:00 PM,10cm,2.03,0.1743,
WBSW,01/14/16 06:00:00 AM,10cm,2.03,0.1768,
WBSW,01/14/16 06:00:00 PM,10cm,2.03,0.1739,
WBSW,01/14/16 09:00:00 AM,10cm,2.03,0.1756,
WBSW,01/14/16 09:00:00 PM,10cm,2.03,0.173,
WBSW,01/14/16 12:00:00 AM,10cm,2.03,0.1781,
WBSW,01/14/16 12:00:00 PM,10cm,2.03,0.1756,
WBSW,01/15/15 03:00:00 AM,10cm,0.29,0.1573,
WBSW,01/15/15 03:00:00 PM,10cm,0.29,0.1573,
WBSW,01/15/15 06:00:00 AM,10cm,0.29,0.1577,
WBSW,01/15/15 06:00:00 PM,10cm,0.29,0.1569,
WBSW,01/15/15 09:00:00 AM,10cm,0.29,0.1573,
WBSW,01/15/15 09:00:00 PM,10cm,0.29,0.1573,
WBSW,01/15/15 12:00:00 AM,10cm,0.29,0.1573,
WBSW,01/15/15 12:00:00 PM,10cm,0.29,0.1573,
WBSW,01/15/16 03:00:00 AM,10cm,2.03,0.1705,
WBSW,01/15/16 03:00:00 PM,10cm,2.03,0.1675,
WBSW,01/15/16 06:00:00 AM,10cm,2.03,0.17,
WBSW,01/15/16 06:00:00 PM,10cm,2.03,0.1666,
WBSW,01/15/16 09:00:00 AM,10cm,2.03,0.1688,
WBSW,01/15/16 09:00:00 PM,10cm,2.03,0.1662,
WBSW,01/15/16 12:00:00 AM,10cm,2.03,0.1722,
WBSW,01/15/16 12:00:00 PM,10cm,2.03,0.1679,
WBSW,01/16/15 03:00:00 AM,10cm,0.29,0.1569,
WBSW,01/16/15 03:00:00 PM,10cm,0.29,0.1565,
WBSW,01/16/15 06:00:00 AM,10cm,0.29,0.1569,
WBSW,01/16/15 06:00:00 PM,10cm,0.29,0.1565,
WBSW,01/16/15 09:00:00 AM,10cm,0.29,0.1569,
WBSW,01/16/15 09:00:00 PM,10cm,0.29,0.1569,
WBSW,01/16/15 12:00:00 AM,10cm,0.29,0.1569,
WBSW,01/16/15 12:00:00 PM,10cm,0.29,0.1573,
WBSW,01/16/16 03:00:00 AM,10cm,2.03,0.1658,
WBSW,01/16/16 03:00:00 PM,10cm,2.03,0.1654,
WBSW,01/16/16 06:00:00 AM,10cm,2.03,0.1658,
WBSW,01/16/16 06:00:00 PM,10cm,2.03,0.1641,
WBSW,01/16/16 09:00:00 AM,10cm,2.03,0.1658,
WBSW,01/16/16 09:00:00 PM,10cm,2.03,0.1637,
WBSW,01/16/16 12:00:00 AM,10cm,2.03,0.1662,
WBSW,01/16/16 12:00:00 PM,10cm,2.03,0.1658,
WBSW,01/17/15 03:00:00 AM,10cm,0.29,0.1565,
WBSW,01/17/15 03:00:00 PM,10cm,0.29,0.1552,
WBSW,01/17/15 06:00:00 AM,10cm,0.29,0.1565,
WBSW,01/17/15 06:00:00 PM,10cm,0.29,0.1552,
WBSW,01/17/15 09:00:00 AM,10cm,0.29,0.156,
WBSW,01/17/15 09:00:00 PM,10cm,0.29,0.1548,
WBSW,01/17/15 12:00:00 AM,10cm,0.29,0.1569,
WBSW,01/17/15 12:00:00 PM,10cm,0.29,0.1556,
WBSW,01/17/16 03:00:00 AM,10cm,2.03,0.1633,
WBSW,01/17/16 03:00:00 PM,10cm,2.03,0.1624,
WBSW,01/17/16 06:00:00 AM,10cm,2.03,0.1628,
WBSW,01/17/16 06:00:00 PM,10cm,2.03,0.162,
WBSW,01/17/16 09:00:00 AM,10cm,2.03,0.1624,
WBSW,01/17/16 09:00:00 PM,10cm,2.03,0.162,
WBSW,01/17/16 12:00:00 AM,10cm,2.03,0.1633,
WBSW,01/17/16 12:00:00 PM,10cm,2.03,0.1624,
WBSW,01/18/15 03:00:00 AM,10cm,0.29,0.1539,
WBSW,01/18/15 03:00:00 PM,10cm,0.29,0.1535,
WBSW,01/18/15 06:00:00 AM,10cm,0.29,0.1535,
WBSW,01/18/15 06:00:00 PM,10cm,0.29,0.1539,
WBSW,01/18/15 09:00:00 AM,10cm,0.29,0.1535,
WBSW,01/18/15 09:00:00 PM,10cm,0.29,0.1548,
WBSW,01/18/15 12:00:00 AM,10cm,0.29,0.1543,
WBSW,01/18/15 12:00:00 PM,10cm,0.29,0.1535,
WBSW,01/18/16 03:00:00 AM,10cm,2.03,0.1616,
WBSW,01/18/16 03:00:00 PM,10cm,2.03,0.1616,
WBSW,01/18/16 06:00:00 AM,10cm,2.03,0.162,
WBSW,01/18/16 06:00:00 PM,10cm,2.03,0.1611,
WBSW,01/18/16 09:00:00 AM,10cm,2.03,0.1616,
WBSW,01/18/16 09:00:00 PM,10cm,2.03,0.1611,
WBSW,01/18/16 12:00:00 AM,10cm,2.03,0.162,
WBSW,01/18/16 12:00:00 PM,10cm,2.03,0.1616,
WBSW,01/19/15 03:00:00 AM,10cm,0.29,0.1565,
WBSW,01/19/15 03:00:00 PM,10cm,0.29,0.2383,
WBSW,01/19/15 06:00:00 AM,10cm,0.29,0.1798,
WBSW,01/19/15 06:00:00 PM,10cm,0.29,0.2392,
WBSW,01/19/15 09:00:00 AM,10cm,0.29,0.2243,
WBSW,01/19/15 09:00:00 PM,10cm,0.29,0.2315,
WBSW,01/19/15 12:00:00 AM,10cm,0.29,0.1552,
WBSW,01/19/15 12:00:00 PM,10cm,0.29,0.246,
WBSW,01/19/16 03:00:00 AM,10cm,2.03,0.1607,
WBSW,01/19/16 03:00:00 PM,10cm,2.03,0.1599,
WBSW,01/19/16 06:00:00 AM,10cm,2.03,0.1603,
WBSW,01/19/16 06:00:00 PM,10cm,2.03,0.1599,
WBSW,01/19/16 09:00:00 AM,10cm,2.03,0.1603,
WBSW,01/19/16 09:00:00 PM,10cm,1.6,0.1594,
WBSW,01/19/16 12:00:00 AM,10cm,2.03,0.1607,
WBSW,01/19/16 12:00:00 PM,10cm,2.03,0.1599,
WBSW,01/20/15 03:00:00 AM,10cm,0.29,0.215,
WBSW,01/20/15 03:00:00 PM,10cm,0.29,0.187,
WBSW,01/20/15 06:00:00 AM,10cm,0.29,0.2061,
WBSW,01/20/15 06:00:00 PM,10cm,0.29,0.1819,
WBSW,01/20/15 09:00:00 AM,10cm,0.29,0.1976,
WBSW,01/20/15 09:00:00 PM,10cm,0.29,0.1811,
WBSW,01/20/15 12:00:00 AM,10cm,0.29,0.2226,
WBSW,01/20/15 12:00:00 PM,10cm,0.29,0.1904,
WBSW,01/20/16 03:00:00 AM,10cm,1.6,0.159,
WBSW,01/20/16 03:00:00 PM,10cm,1.6,0.1582,
WBSW,01/20/16 06:00:00 AM,10cm,1.6,0.159,
WBSW,01/20/16 06:00:00 PM,10cm,1.6,0.1582,
WBSW,01/20/16 09:00:00 AM,10cm,1.6,0.1586,
WBSW,01/20/16 09:00:00 PM,10cm,1.6,0.1582,
WBSW,01/20/16 12:00:00 AM,10cm,2.03,0.1594,
WBSW,01/20/16 12:00:00 PM,10cm,1.6,0.1586,
WBSW,01/21/15 03:00:00 AM,10cm,0.29,0.1789,
WBSW,01/21/15 03:00:00 PM,10cm,0.29,0.1734,
WBSW,01/21/15 06:00:00 AM,10cm,0.29,0.1781,
WBSW,01/21/15 06:00:00 PM,10cm,0.29,0.173,
WBSW,01/21/15 09:00:00 AM,10cm,0.29,0.176,
WBSW,01/21/15 09:00:00 PM,10cm,0.29,0.1717,
WBSW,01/21/15 12:00:00 AM,10cm,0.29,0.1798,
WBSW,01/21/15 12:00:00 PM,10cm,0.29,0.1751,
WBSW,01/21/16 03:00:00 AM,10cm,1.6,0.1582,
WBSW,01/21/16 03:00:00 PM,10cm,1.6,0.1573,
WBSW,01/21/16 06:00:00 AM,10cm,1.6,0.1577,
WBSW,01/21/16 06:00:00 PM,10cm,1.6,0.1573,
WBSW,01/21/16 09:00:00 AM,10cm,1.6,0.1577,
WBSW,01/21/16 09:00:00 PM,10cm,1.6,0.1569,
WBSW,01/21/16 12:00:00 AM,10cm,1.6,0.1582,
WBSW,01/21/16 12:00:00 PM,10cm,1.6,0.1573,
WBSW,01/22/15 03:00:00 AM,10cm,0.29,0.1696,
WBSW,01/22/15 03:00:00 PM,10cm,0.29,0.1654,
WBSW,01/22/15 06:00:00 AM,10cm,0.29,0.1675,
WBSW,01/22/15 06:00:00 PM,10cm,0.29,0.1645,
WBSW,01/22/15 09:00:00 AM,10cm,0.29,0.1671,
WBSW,01/22/15 09:00:00 PM,10cm,0.29,0.1633,
WBSW,01/22/15 12:00:00 AM,10cm,0.29,0.1705,
WBSW,01/22/15 12:00:00 PM,10cm,0.29,0.1658,
WBSW,01/22/16 03:00:00 AM,10cm,1.6,0.1565,
WBSW,01/22/16 03:00:00 PM,10cm,1.6,0.156,
WBSW,01/22/16 06:00:00 AM,10cm,1.6,0.1565,
WBSW,01/22/16 06:00:00 PM,10cm,1.6,0.1556,
WBSW,01/22/16 09:00:00 AM,10cm,1.6,0.156,
WBSW,01/22/16 09:00:00 PM,10cm,1.6,0.1556,
WBSW,01/22/16 12:00:00 AM,10cm,1.6,0.1569,
WBSW,01/22/16 12:00:00 PM,10cm,1.6,0.156,
WBSW,01/23/15 03:00:00 AM,10cm,0.29,0.162,
WBSW,01/23/15 03:00:00 PM,10cm,0.29,0.159,
WBSW,01/23/15 06:00:00 AM,10cm,0.29,0.1611,
WBSW,01/23/15 06:00:00 PM,10cm,0.29,0.159,
WBSW,01/23/15 09:00:00 AM,10cm,0.29,0.1603,
WBSW,01/23/15 09:00:00 PM,10cm,0.29,0.1582,
WBSW,01/23/15 12:00:00 AM,10cm,0.29,0.1628,
WBSW,01/23/15 12:00:00 PM,10cm,0.29,0.1599,
WBSW,01/23/16 03:00:00 AM,10cm,1.6,0.1552,
WBSW,01/23/16 03:00:00 PM,10cm,1.6,0.1552,
WBSW,01/23/16 06:00:00 AM,10cm,1.6,0.1552,
WBSW,01/23/16 06:00:00 PM,10cm,1.6,0.1552,
WBSW,01/23/16 09:00:00 AM,10cm,1.6,0.1552,
WBSW,01/23/16 09:00:00 PM,10cm,1.6,0.1548,
WBSW,01/23/16 12:00:00 AM,10cm,1.6,0.1556,
WBSW,01/23/16 12:00:00 PM,10cm,1.6,0.1548,
WBSW,01/24/15 03:00:00 AM,10cm,0.29,0.1577,
WBSW,01/24/15 03:00:00 PM,10cm,0.29,0.1569,
WBSW,01/24/15 06:00:00 AM,10cm,0.29,0.1577,
WBSW,01/24/15 06:00:00 PM,10cm,0.29,0.1569,
WBSW,01/24/15 09:00:00 AM,10cm,0.29,0.1573,
WBSW,01/24/15 09:00:00 PM,10cm,0.29,0.1569,
WBSW,01/24/15 12:00:00 AM,10cm,0.29,0.1582,
WBSW,01/24/15 12:00:00 PM,10cm,0.29,0.1569,
WBSW,01/24/16 03:00:00 AM,10cm,1.6,0.1548,
WBSW,01/24/16 03:00:00 PM,10cm,1.6,0.1539,
WBSW,01/24/16 06:00:00 AM,10cm,1.6,0.1548,
WBSW,01/24/16 06:00:00 PM,10cm,1.6,0.1539,
WBSW,01/24/16 09:00:00 AM,10cm,1.6,0.1543,
WBSW,01/24/16 09:00:00 PM,10cm,1.6,0.1539,
WBSW,01/24/16 12:00:00 AM,10cm,1.6,0.1552,
WBSW,01/24/16 12:00:00 PM,10cm,1.6,0.1539,
WBSW,01/25/15 03:00:00 AM,10cm,0.29,0.1565,
WBSW,01/25/15 03:00:00 PM,10cm,0.29,0.1552,
WBSW,01/25/15 06:00:00 AM,10cm,0.29,0.156,
WBSW,01/25/15 06:00:00 PM,10cm,0.29,0.1552,
WBSW,01/25/15 09:00:00 AM,10cm,0.29,0.1556,
WBSW,01/25/15 09:00:00 PM,10cm,0.29,0.1552,
WBSW,01/25/15 12:00:00 AM,10cm,0.29,0.1565,
WBSW,01/25/15 12:00:00 PM,10cm,0.29,0.1556,
WBSW,01/25/16 03:00:00 AM,10cm,1.6,0.1535,
WBSW,01/25/16 03:00:00 PM,10cm,1.6,0.1531,
WBSW,01/25/16 06:00:00 AM,10cm,1.6,0.1535,
WBSW,01/25/16 06:00:00 PM,10cm,1.6,0.1526,
WBSW,01/25/16 09:00:00 AM,10cm,1.6,0.1531,
WBSW,01/25/16 09:00:00 PM,10cm,1.6,0.1526,
WBSW,01/25/16 12:00:00 AM,10cm,1.6,0.1539,
WBSW,01/25/16 12:00:00 PM,10cm,1.6,0.1531,
WBSW,01/26/15 03:00:00 AM,10cm,0.29,0.1548,
WBSW,01/26/15 03:00:00 PM,10cm,0.29,0.1535,
WBSW,01/26/15 06:00:00 AM,10cm,0.29,0.1548,
WBSW,01/26/15 06:00:00 PM,10cm,0.29,0.1535,
WBSW,01/26/15 09:00:00 AM,10cm,0.29,0.1543,
