Compartment,Datetime,Temp_C,Moisture_m3_m3,Depth,Remove
EBHW,03-08-2015  12:00:00 PM,0.73,0.1348,10cm,
EBHW,03-08-2015  3:00:00 PM,0.73,0.1348,10cm,
EBHW,01/13/15 03:00:00 AM,0.73,0.1348,10cm,
EBHW,01/13/15 06:00:00 AM,0.73,0.1348,10cm,
EBHW,01/14/15 06:00:00 AM,0.73,0.1348,10cm,
EBHW,01/14/15 09:00:00 AM,0.73,0.1348,10cm,
EBHW,01/14/15 09:00:00 PM,0.73,0.1348,10cm,
EBHW,01/15/15 03:00:00 AM,0.73,0.1348,10cm,
EBHW,01/15/15 06:00:00 AM,0.73,0.1348,10cm,
EBHW,01/15/15 09:00:00 AM,0.73,0.1348,10cm,
EBHW,01/15/15 12:00:00 AM,0.73,0.1348,10cm,
EBHW,01/22/15 03:00:00 AM,0.73,0.1348,10cm,
EBHW,01-04-2015  9:00:00 AM,1.17,0.1353,10cm,
EBHW,01-08-2015  12:00:00 PM,1.17,0.1353,10cm,
EBHW,03-08-2015  6:00:00 PM,0.73,0.1353,10cm,
EBHW,03-08-2015  9:00:00 PM,0.73,0.1353,10cm,
EBHW,03-09-2015  12:00:00 AM,0.73,0.1353,10cm,
EBHW,03-09-2015  3:00:00 AM,0.73,0.1353,10cm,
EBHW,03-09-2015  6:00:00 AM,0.73,0.1353,10cm,
EBHW,03-09-2015  9:00:00 AM,0.73,0.1353,10cm,
EBHW,03-09-2015  12:00:00 PM,0.73,0.1353,10cm,
EBHW,03-09-2015  6:00:00 PM,0.73,0.1353,10cm,
EBHW,01/13/15 06:00:00 PM,0.73,0.1353,10cm,
EBHW,01/13/15 09:00:00 AM,0.73,0.1353,10cm,
EBHW,01/13/15 12:00:00 PM,0.73,0.1353,10cm,
EBHW,01/14/15 03:00:00 AM,0.73,0.1353,10cm,
EBHW,01/14/15 12:00:00 AM,0.73,0.1353,10cm,
EBHW,01/15/15 03:00:00 PM,0.73,0.1353,10cm,
EBHW,01/15/15 09:00:00 PM,0.73,0.1353,10cm,
EBHW,01/15/15 12:00:00 PM,0.73,0.1353,10cm,
EBHW,01/18/15 06:00:00 AM,0.73,0.1353,10cm,
EBHW,01/18/15 09:00:00 AM,0.73,0.1353,10cm,
EBHW,01/18/15 12:00:00 PM,0.73,0.1353,10cm,
EBHW,01-03-2015  9:00:00 PM,1.17,0.1357,10cm,
EBHW,01-04-2015  12:00:00 PM,1.17,0.1357,10cm,
EBHW,01-04-2015  3:00:00 PM,1.17,0.1357,10cm,
EBHW,01-08-2015  9:00:00 AM,1.17,0.1357,10cm,
EBHW,03-09-2015  3:00:00 PM,0.73,0.1357,10cm,
EBHW,03-09-2015  9:00:00 PM,0.73,0.1357,10cm,
EBHW,03-10-2015  12:00:00 AM,0.73,0.1357,10cm,
EBHW,03-10-2015  3:00:00 AM,0.73,0.1357,10cm,
EBHW,03-10-2015  6:00:00 AM,0.73,0.1357,10cm,
EBHW,03-10-2015  9:00:00 AM,0.73,0.1357,10cm,
EBHW,03-10-2015  12:00:00 PM,0.73,0.1357,10cm,
EBHW,03-10-2015  3:00:00 PM,0.73,0.1357,10cm,
EBHW,01/13/15 03:00:00 PM,0.73,0.1357,10cm,
EBHW,01/13/15 09:00:00 PM,0.73,0.1357,10cm,
EBHW,01/15/15 06:00:00 PM,0.73,0.1357,10cm,
EBHW,01/16/15 03:00:00 AM,0.73,0.1357,10cm,
EBHW,01/16/15 12:00:00 AM,0.73,0.1357,10cm,
EBHW,01/18/15 03:00:00 AM,0.73,0.1357,10cm,
EBHW,01/18/15 03:00:00 PM,0.73,0.1357,10cm,
EBHW,01-07-2015  3:00:00 PM,1.17,0.1361,10cm,
EBHW,01-07-2015  6:00:00 PM,1.17,0.1361,10cm,
EBHW,01-07-2015  9:00:00 PM,1.17,0.1361,10cm,
EBHW,01-08-2015  12:00:00 AM,1.17,0.1361,10cm,
EBHW,01-08-2015  3:00:00 AM,1.17,0.1361,10cm,
EBHW,01-08-2015  6:00:00 AM,1.17,0.1361,10cm,
EBHW,03-10-2015  6:00:00 PM,0.73,0.1361,10cm,
EBHW,03-10-2015  9:00:00 PM,0.73,0.1361,10cm,
EBHW,01/16/15 06:00:00 AM,0.73,0.1361,10cm,
EBHW,01/18/15 06:00:00 PM,0.73,0.1361,10cm,
EBHW,01-03-2015  6:00:00 PM,1.17,0.1365,10cm,
EBHW,01-04-2015  6:00:00 PM,1.17,0.1365,10cm,
EBHW,01-07-2015  12:00:00 PM,1.17,0.1365,10cm,
EBHW,03-11-2015  12:00:00 AM,0.73,0.1365,10cm,
EBHW,03-11-2015  3:00:00 AM,0.73,0.1365,10cm,
EBHW,03-11-2015  6:00:00 AM,0.73,0.1365,10cm,
EBHW,03-11-2015  9:00:00 AM,0.73,0.1365,10cm,
EBHW,01/16/15 09:00:00 AM,0.73,0.1365,10cm,
EBHW,01/16/15 12:00:00 PM,0.73,0.1365,10cm,
EBHW,01/17/15 03:00:00 PM,0.73,0.1365,10cm,
EBHW,01/17/15 06:00:00 PM,0.73,0.1365,10cm,
EBHW,01/17/15 09:00:00 PM,0.73,0.1365,10cm,
EBHW,01/18/15 12:00:00 AM,0.73,0.1365,10cm,
EBHW,01/22/15 12:00:00 AM,0.73,0.1365,10cm,
EBHW,01-03-2015  3:00:00 PM,1.17,0.137,10cm,
EBHW,01-04-2015  9:00:00 PM,1.17,0.137,10cm,
EBHW,03-11-2015  12:00:00 PM,0.73,0.137,10cm,
EBHW,03-11-2015  3:00:00 PM,0.73,0.137,10cm,
EBHW,01/16/15 03:00:00 PM,0.73,0.137,10cm,
EBHW,01/16/15 06:00:00 PM,0.73,0.137,10cm,
EBHW,01/17/15 12:00:00 PM,0.73,0.137,10cm,
EBHW,01-03-2015  12:00:00 PM,1.17,0.1374,10cm,
EBHW,01-07-2015  9:00:00 AM,1.17,0.1374,10cm,
EBHW,03-11-2015  6:00:00 PM,0.73,0.1374,10cm,
EBHW,01/16/15 09:00:00 PM,0.73,0.1374,10cm,
EBHW,01/17/15 03:00:00 AM,0.73,0.1374,10cm,
EBHW,01/17/15 06:00:00 AM,0.73,0.1374,10cm,
EBHW,01/17/15 09:00:00 AM,0.73,0.1374,10cm,
EBHW,01/17/15 12:00:00 AM,0.73,0.1374,10cm,
EBHW,01-05-2015  12:00:00 AM,1.17,0.1378,10cm,
EBHW,01-05-2015  3:00:00 AM,1.17,0.1378,10cm,
EBHW,01-07-2015  6:00:00 AM,1.17,0.1378,10cm,
EBHW,03-11-2015  9:00:00 PM,0.73,0.1378,10cm,
EBHW,03-12-2015  12:00:00 AM,0.73,0.1378,10cm,
EBHW,03-12-2015  3:00:00 AM,0.73,0.1382,10cm,
EBHW,01/21/15 09:00:00 PM,0.73,0.1382,10cm,
EBHW,01-05-2015  6:00:00 AM,1.17,0.1386,10cm,
EBHW,01-07-2015  3:00:00 AM,1.17,0.1386,10cm,
EBHW,03-12-2015  6:00:00 AM,0.73,0.1386,10cm,
EBHW,03-12-2015  9:00:00 AM,0.73,0.1386,10cm,
EBHW,01-03-2015  9:00:00 AM,1.6,0.1391,10cm,
EBHW,01-05-2015  9:00:00 AM,1.17,0.1391,10cm,
EBHW,01-07-2015  12:00:00 AM,1.17,0.1391,10cm,
EBHW,03-12-2015  12:00:00 PM,0.73,0.1391,10cm,
EBHW,03-12-2015  3:00:00 PM,0.73,0.1391,10cm,
EBHW,01-05-2015  12:00:00 PM,1.17,0.1395,10cm,
EBHW,03-12-2015  6:00:00 PM,0.73,0.1395,10cm,
EBHW,03-12-2015  9:00:00 PM,0.73,0.1395,10cm,
EBHW,01-05-2015  3:00:00 PM,1.17,0.1399,10cm,
EBHW,01-06-2015  9:00:00 PM,1.17,0.1399,10cm,
EBHW,03/13/15 03:00:00 AM,0.73,0.1399,10cm,
EBHW,03/13/15 12:00:00 AM,0.73,0.1399,10cm,
EBHW,01-05-2015  6:00:00 PM,1.17,0.1403,10cm,
EBHW,01-06-2015  6:00:00 PM,1.17,0.1403,10cm,
EBHW,01/21/15 06:00:00 PM,0.73,0.1403,10cm,
EBHW,03/13/15 06:00:00 AM,0.73,0.1403,10cm,
EBHW,03/13/15 09:00:00 AM,0.73,0.1403,10cm,
EBHW,03/13/15 12:00:00 PM,0.73,0.1403,10cm,
EBHW,01-05-2015  9:00:00 PM,1.17,0.1408,10cm,
EBHW,01-06-2015  12:00:00 PM,1.17,0.1408,10cm,
EBHW,01-06-2015  3:00:00 PM,1.17,0.1408,10cm,
EBHW,01/18/15 09:00:00 PM,0.73,0.1408,10cm,
EBHW,03/13/15 03:00:00 PM,0.73,0.1408,10cm,
EBHW,01-03-2015  6:00:00 AM,1.6,0.1412,10cm,
EBHW,01-06-2015  12:00:00 AM,1.17,0.1412,10cm,
EBHW,01-06-2015  3:00:00 AM,1.17,0.1412,10cm,
EBHW,01-06-2015  6:00:00 AM,1.17,0.1412,10cm,
EBHW,01-06-2015  9:00:00 AM,1.17,0.1412,10cm,
EBHW,01/21/15 03:00:00 PM,0.73,0.1412,10cm,
EBHW,03/13/15 06:00:00 PM,0.73,0.1412,10cm,
EBHW,03/13/15 09:00:00 PM,0.73,0.1412,10cm,
EBHW,03/14/15 03:00:00 AM,0.73,0.1416,10cm,
EBHW,03/14/15 06:00:00 AM,0.73,0.1416,10cm,
EBHW,03/14/15 09:00:00 AM,0.73,0.1416,10cm,
EBHW,03/14/15 12:00:00 AM,0.73,0.1416,10cm,
EBHW,03/14/15 03:00:00 PM,0.73,0.142,10cm,
EBHW,03/14/15 06:00:00 PM,0.73,0.142,10cm,
EBHW,03/14/15 09:00:00 PM,0.73,0.142,10cm,
EBHW,03/14/15 12:00:00 PM,0.73,0.142,10cm,
EBHW,03/15/15 12:00:00 AM,0.73,0.1425,10cm,
EBHW,01/21/15 12:00:00 PM,0.73,0.1429,10cm,
EBHW,03/15/15 03:00:00 AM,0.73,0.1429,10cm,
EBHW,03/15/15 03:00:00 PM,0.73,0.1429,10cm,
EBHW,03/15/15 06:00:00 AM,0.73,0.1429,10cm,
EBHW,03/15/15 06:00:00 PM,0.73,0.1429,10cm,
EBHW,03/15/15 09:00:00 AM,0.73,0.1429,10cm,
EBHW,03/15/15 12:00:00 PM,0.73,0.1429,10cm,
EBHW,03/15/15 09:00:00 PM,0.73,0.1433,10cm,
EBHW,03/16/15 03:00:00 AM,0.73,0.1433,10cm,
EBHW,03/16/15 06:00:00 AM,0.73,0.1433,10cm,
EBHW,03/16/15 12:00:00 AM,0.73,0.1433,10cm,
EBHW,01-03-2015  3:00:00 AM,1.6,0.1437,10cm,
EBHW,03/16/15 03:00:00 PM,0.73,0.1437,10cm,
EBHW,03/16/15 09:00:00 AM,0.73,0.1437,10cm,
EBHW,03/16/15 12:00:00 PM,0.73,0.1437,10cm,
EBHW,03/17/15 12:00:00 AM,0.73,0.1437,10cm,
EBHW,03/16/15 06:00:00 PM,0.73,0.1446,10cm,
EBHW,03/16/15 09:00:00 PM,0.73,0.1446,10cm,
EBHW,03/17/15 03:00:00 AM,0.73,0.1446,10cm,
EBHW,03/17/15 06:00:00 AM,0.73,0.1446,10cm,
EBHW,03/17/15 09:00:00 AM,0.73,0.1446,10cm,
EBHW,03/17/15 12:00:00 PM,0.73,0.1446,10cm,
EBHW,01/21/15 09:00:00 AM,0.73,0.145,10cm,
EBHW,03/17/15 03:00:00 PM,0.73,0.145,10cm,
EBHW,03/17/15 06:00:00 PM,0.73,0.1454,10cm,
EBHW,03/17/15 09:00:00 PM,0.73,0.1454,10cm,
EBHW,03/18/15 03:00:00 AM,0.73,0.1454,10cm,
EBHW,03/18/15 06:00:00 AM,0.73,0.1454,10cm,
EBHW,03/18/15 09:00:00 AM,0.73,0.1454,10cm,
EBHW,03/18/15 12:00:00 AM,0.73,0.1454,10cm,
EBHW,01-03-2015  12:00:00 AM,1.6,0.1459,10cm,
EBHW,03/18/15 03:00:00 PM,0.73,0.1459,10cm,
EBHW,03/18/15 06:00:00 PM,0.73,0.1459,10cm,
EBHW,03/18/15 12:00:00 PM,0.73,0.1459,10cm,
EBHW,03/18/15 09:00:00 PM,0.73,0.1463,10cm,
EBHW,03/19/15 03:00:00 AM,0.73,0.1463,10cm,
EBHW,03/19/15 06:00:00 AM,0.73,0.1463,10cm,
EBHW,03/19/15 09:00:00 AM,0.73,0.1463,10cm,
EBHW,03/19/15 12:00:00 AM,0.73,0.1463,10cm,
EBHW,03/19/15 12:00:00 PM,0.73,0.1463,10cm,
EBHW,03/19/15 03:00:00 PM,0.73,0.1467,10cm,
EBHW,03/19/15 06:00:00 PM,0.73,0.1467,10cm,
EBHW,03/19/15 09:00:00 PM,0.73,0.1467,10cm,
EBHW,03/20/15 03:00:00 AM,0.73,0.1467,10cm,
EBHW,03/20/15 06:00:00 AM,0.73,0.1467,10cm,
EBHW,03/20/15 12:00:00 AM,0.73,0.1467,10cm,
EBHW,03/20/15 03:00:00 PM,0.73,0.1471,10cm,
EBHW,03/20/15 06:00:00 PM,0.73,0.1471,10cm,
EBHW,03/20/15 09:00:00 AM,0.73,0.1471,10cm,
EBHW,03/20/15 09:00:00 PM,0.73,0.1471,10cm,
EBHW,03/20/15 12:00:00 PM,0.73,0.1471,10cm,
EBHW,05/28/15 03:00:00 PM,11.38,0.1471,10cm,
EBHW,03/21/15 03:00:00 AM,0.73,0.1476,10cm,
EBHW,03/21/15 06:00:00 AM,0.73,0.1476,10cm,
EBHW,03/21/15 09:00:00 AM,0.73,0.1476,10cm,
EBHW,03/21/15 12:00:00 AM,0.73,0.1476,10cm,
EBHW,01-02-2015  9:00:00 PM,1.6,0.148,10cm,
EBHW,01/21/15 06:00:00 AM,0.73,0.148,10cm,
EBHW,03/21/15 03:00:00 PM,0.73,0.148,10cm,
EBHW,03/21/15 06:00:00 PM,0.73,0.148,10cm,
EBHW,03/21/15 09:00:00 PM,0.73,0.148,10cm,
EBHW,03/21/15 12:00:00 PM,0.73,0.148,10cm,
EBHW,03/22/15 12:00:00 AM,0.73,0.148,10cm,
EBHW,05/25/15 03:00:00 PM,8.63,0.148,10cm,
EBHW,05/28/15 12:00:00 PM,10.99,0.148,10cm,
EBHW,01/19/15 03:00:00 AM,0.73,0.1484,10cm,
EBHW,03/22/15 03:00:00 AM,0.73,0.1484,10cm,
EBHW,03/22/15 03:00:00 PM,0.73,0.1484,10cm,
EBHW,03/22/15 06:00:00 AM,0.73,0.1484,10cm,
EBHW,03/22/15 06:00:00 PM,0.73,0.1484,10cm,
EBHW,03/22/15 09:00:00 AM,0.73,0.1484,10cm,
EBHW,03/22/15 09:00:00 PM,0.73,0.1484,10cm,
EBHW,03/22/15 12:00:00 PM,0.73,0.1484,10cm,
EBHW,05/25/15 06:00:00 PM,9.03,0.1484,10cm,
EBHW,05/25/15 09:00:00 PM,9.03,0.1484,10cm,
EBHW,05/26/15 12:00:00 AM,9.42,0.1484,10cm,
EBHW,05/28/15 09:00:00 AM,10.99,0.1484,10cm,
EBHW,03/23/15 03:00:00 AM,0.73,0.1488,10cm,
EBHW,03/23/15 03:00:00 PM,0.73,0.1488,10cm,
EBHW,03/23/15 06:00:00 AM,0.73,0.1488,10cm,
EBHW,03/23/15 06:00:00 PM,0.73,0.1488,10cm,
EBHW,03/23/15 09:00:00 AM,0.73,0.1488,10cm,
EBHW,03/23/15 12:00:00 AM,0.73,0.1488,10cm,
EBHW,03/23/15 12:00:00 PM,0.73,0.1488,10cm,
EBHW,03/24/15 12:00:00 AM,0.73,0.1488,10cm,
EBHW,05/16/15 03:00:00 PM,8.23,0.1488,10cm,
EBHW,05/25/15 12:00:00 PM,8.63,0.1488,10cm,
EBHW,05/27/15 03:00:00 PM,10.6,0.1488,10cm,
EBHW,05/27/15 06:00:00 PM,10.99,0.1488,10cm,
EBHW,01-02-2015  12:00:00 PM,1.6,0.1493,10cm,
EBHW,01-02-2015  3:00:00 PM,1.6,0.1493,10cm,
EBHW,01-02-2015  6:00:00 PM,1.6,0.1493,10cm,
EBHW,03/23/15 09:00:00 PM,0.73,0.1493,10cm,
EBHW,03/24/15 03:00:00 AM,0.73,0.1493,10cm,
EBHW,03/24/15 03:00:00 PM,0.73,0.1493,10cm,
EBHW,03/24/15 06:00:00 AM,0.73,0.1493,10cm,
EBHW,03/24/15 12:00:00 PM,0.73,0.1493,10cm,
EBHW,05/16/15 06:00:00 PM,8.63,0.1493,10cm,
EBHW,05/16/15 12:00:00 PM,8.23,0.1493,10cm,
EBHW,05/25/15 09:00:00 AM,8.23,0.1493,10cm,
EBHW,05/27/15 12:00:00 PM,10.6,0.1493,10cm,
EBHW,05/28/15 06:00:00 AM,11.38,0.1493,10cm,
EBHW,05/28/15 12:00:00 AM,11.38,0.1493,10cm,
EBHW,06/12/2015  12:00:00 PM,11.38,0.1493,10cm,
EBHW,01-02-2015  9:00:00 AM,1.6,0.1497,10cm,
EBHW,03/24/15 06:00:00 PM,0.73,0.1497,10cm,
EBHW,03/24/15 09:00:00 AM,0.73,0.1497,10cm,
EBHW,03/24/15 09:00:00 PM,0.73,0.1497,10cm,
EBHW,03/25/15 03:00:00 AM,0.73,0.1497,10cm,
EBHW,03/25/15 06:00:00 AM,0.73,0.1497,10cm,
EBHW,03/25/15 09:00:00 AM,0.73,0.1497,10cm,
EBHW,03/25/15 12:00:00 AM,0.73,0.1497,10cm,
EBHW,05/10/2015  3:00:00 PM,7.43,0.1497,10cm,
EBHW,05/10/2015  6:00:00 PM,7.83,0.1497,10cm,
EBHW,05/15/15 03:00:00 PM,7.83,0.1497,10cm,
EBHW,05/15/15 06:00:00 PM,8.23,0.1497,10cm,
EBHW,05/16/15 09:00:00 AM,8.23,0.1497,10cm,
EBHW,05/16/15 09:00:00 PM,8.63,0.1497,10cm,
EBHW,05/27/15 09:00:00 PM,10.99,0.1497,10cm,
EBHW,05/28/15 03:00:00 AM,11.38,0.1497,10cm,
EBHW,03/25/15 03:00:00 PM,0.73,0.1501,10cm,
EBHW,03/25/15 06:00:00 PM,0.73,0.1501,10cm,
EBHW,03/25/15 12:00:00 PM,0.73,0.1501,10cm,
EBHW,03/26/15 12:00:00 AM,0.73,0.1501,10cm,
EBHW,05/10/2015  12:00:00 PM,7.03,0.1501,10cm,
EBHW,05/10/2015  9:00:00 AM,7.03,0.1501,10cm,
EBHW,05/15/15 09:00:00 PM,8.23,0.1501,10cm,
EBHW,05/15/15 12:00:00 PM,7.83,0.1501,10cm,
EBHW,05/17/15 12:00:00 AM,8.63,0.1501,10cm,
EBHW,01-02-2015  6:00:00 AM,1.6,0.1505,10cm,
EBHW,03/25/15 09:00:00 PM,0.73,0.1505,10cm,
EBHW,03/26/15 03:00:00 AM,0.73,0.1505,10cm,
EBHW,03/26/15 06:00:00 AM,0.73,0.1505,10cm,
EBHW,03/26/15 12:00:00 PM,0.73,0.1505,10cm,
EBHW,05/07/2015  3:00:00 PM,7.43,0.1505,10cm,
EBHW,05/07/2015  6:00:00 PM,7.43,0.1505,10cm,
EBHW,05/08/2015  3:00:00 PM,7.43,0.1505,10cm,
EBHW,05/15/15 09:00:00 AM,7.83,0.1505,10cm,
EBHW,05/16/15 06:00:00 AM,8.23,0.1505,10cm,
EBHW,05/17/15 03:00:00 AM,8.63,0.1505,10cm,
EBHW,05/21/15 03:00:00 PM,8.23,0.1505,10cm,
EBHW,05/21/15 06:00:00 PM,8.23,0.1505,10cm,
EBHW,05/25/15 03:00:00 AM,8.23,0.1505,10cm,
EBHW,05/25/15 06:00:00 AM,8.23,0.1505,10cm,
EBHW,06/12/2015  9:00:00 AM,11.38,0.1505,10cm,
EBHW,03/26/15 03:00:00 PM,0.73,0.151,10cm,
EBHW,03/26/15 06:00:00 PM,0.73,0.151,10cm,
EBHW,03/26/15 09:00:00 AM,0.73,0.151,10cm,
EBHW,05/07/2015  12:00:00 PM,7.03,0.151,10cm,
EBHW,05/07/2015  9:00:00 PM,7.83,0.151,10cm,
EBHW,05/08/2015  6:00:00 PM,7.43,0.151,10cm,
EBHW,05/09/2015  3:00:00 PM,7.03,0.151,10cm,
EBHW,05/09/2015  6:00:00 PM,7.03,0.151,10cm,
EBHW,05/09/2015  9:00:00 PM,7.03,0.151,10cm,
EBHW,05/10/2015  12:00:00 AM,7.03,0.151,10cm,
EBHW,05/10/2015  3:00:00 AM,7.03,0.151,10cm,
EBHW,05/10/2015  6:00:00 AM,7.03,0.151,10cm,
EBHW,05/14/15 03:00:00 PM,7.43,0.151,10cm,
EBHW,05/16/15 03:00:00 AM,8.63,0.151,10cm,
EBHW,05/16/15 12:00:00 AM,8.63,0.151,10cm,
EBHW,05/18/15 03:00:00 PM,8.23,0.151,10cm,
EBHW,05/21/15 09:00:00 PM,8.23,0.151,10cm,
EBHW,05/21/15 12:00:00 PM,8.23,0.151,10cm,
EBHW,05/22/15 12:00:00 PM,8.23,0.151,10cm,
EBHW,05/24/15 03:00:00 PM,7.43,0.151,10cm,
EBHW,05/24/15 06:00:00 PM,7.83,0.151,10cm,
EBHW,05/24/15 09:00:00 PM,7.83,0.151,10cm,
EBHW,05/25/15 12:00:00 AM,8.23,0.151,10cm,
EBHW,05/27/15 06:00:00 AM,10.6,0.151,10cm,
EBHW,05/27/15 09:00:00 AM,10.6,0.151,10cm,
EBHW,06/11/2015  6:00:00 PM,10.99,0.151,10cm,
EBHW,06/11/2015  9:00:00 PM,10.99,0.151,10cm,
EBHW,06/12/2015  12:00:00 AM,11.38,0.151,10cm,
EBHW,06/12/2015  3:00:00 AM,11.38,0.151,10cm,
EBHW,06/12/2015  6:00:00 AM,11.38,0.151,10cm,
EBHW,01-02-2015  3:00:00 AM,1.6,0.1514,10cm,
EBHW,01/21/15 03:00:00 AM,0.73,0.1514,10cm,
EBHW,03/26/15 09:00:00 PM,0.73,0.1514,10cm,
EBHW,03/27/15 12:00:00 AM,0.73,0.1514,10cm,
EBHW,05/07/2015  9:00:00 AM,7.43,0.1514,10cm,
EBHW,05/08/2015  12:00:00 AM,7.83,0.1514,10cm,
EBHW,05/08/2015  12:00:00 PM,7.43,0.1514,10cm,
EBHW,05/09/2015  12:00:00 PM,7.03,0.1514,10cm,
EBHW,05/14/15 06:00:00 PM,7.43,0.1514,10cm,
EBHW,05/18/15 06:00:00 PM,8.23,0.1514,10cm,
EBHW,05/22/15 03:00:00 AM,8.63,0.1514,10cm,
EBHW,05/22/15 09:00:00 AM,8.23,0.1514,10cm,
EBHW,05/22/15 12:00:00 AM,8.63,0.1514,10cm,
EBHW,05/24/15 12:00:00 PM,7.43,0.1514,10cm,
EBHW,05/27/15 03:00:00 AM,10.21,0.1514,10cm,
EBHW,06/10/2015  3:00:00 PM,9.82,0.1514,10cm,
EBHW,06/10/2015  6:00:00 PM,10.21,0.1514,10cm,
EBHW,06/10/2015  9:00:00 PM,10.21,0.1514,10cm,
EBHW,06/11/2015  12:00:00 AM,10.6,0.1514,10cm,
EBHW,06/11/2015  3:00:00 AM,10.6,0.1514,10cm,
EBHW,03/27/15 03:00:00 AM,0.73,0.1518,10cm,
EBHW,03/27/15 06:00:00 AM,0.73,0.1518,10cm,
EBHW,05/06/2015  3:00:00 PM,7.03,0.1518,10cm,
EBHW,05/06/2015  6:00:00 PM,7.03,0.1518,10cm,
EBHW,05/08/2015  9:00:00 PM,7.43,0.1518,10cm,
EBHW,05/11/2015  3:00:00 AM,8.63,0.1518,10cm,
EBHW,05/14/15 09:00:00 PM,7.83,0.1518,10cm,
EBHW,05/14/15 12:00:00 PM,7.43,0.1518,10cm,
EBHW,05/18/15 09:00:00 PM,8.63,0.1518,10cm,
EBHW,05/18/15 12:00:00 PM,8.23,0.1518,10cm,
EBHW,05/20/15 03:00:00 PM,8.23,0.1518,10cm,
EBHW,05/20/15 06:00:00 PM,8.63,0.1518,10cm,
EBHW,05/21/15 09:00:00 AM,8.23,0.1518,10cm,
EBHW,05/22/15 06:00:00 AM,8.23,0.1518,10cm,
EBHW,05/26/15 09:00:00 PM,10.21,0.1518,10cm,
EBHW,05/27/15 12:00:00 AM,10.21,0.1518,10cm,
EBHW,06/11/2015  3:00:00 PM,10.6,0.1518,10cm,
EBHW,01/19/15 06:00:00 AM,0.73,0.1522,10cm,
EBHW,03/27/15 09:00:00 AM,0.73,0.1522,10cm,
EBHW,03/27/15 12:00:00 PM,0.73,0.1522,10cm,
EBHW,05/06/2015  12:00:00 PM,6.62,0.1522,10cm,
EBHW,05/06/2015  9:00:00 PM,7.03,0.1522,10cm,
EBHW,05/08/2015  3:00:00 AM,7.83,0.1522,10cm,
EBHW,05/08/2015  9:00:00 AM,7.83,0.1522,10cm,
EBHW,05/09/2015  9:00:00 AM,7.03,0.1522,10cm,
EBHW,05/11/2015  12:00:00 AM,8.23,0.1522,10cm,
EBHW,05/11/2015  6:00:00 AM,8.63,0.1522,10cm,
EBHW,05/14/15 09:00:00 AM,7.43,0.1522,10cm,
EBHW,05/15/15 03:00:00 AM,7.83,0.1522,10cm,
EBHW,05/15/15 06:00:00 AM,7.83,0.1522,10cm,
EBHW,05/18/15 09:00:00 AM,8.23,0.1522,10cm,
EBHW,05/19/15 12:00:00 AM,8.63,0.1522,10cm,
EBHW,05/20/15 09:00:00 AM,8.23,0.1522,10cm,
EBHW,05/20/15 12:00:00 PM,8.23,0.1522,10cm,
EBHW,05/26/15 06:00:00 PM,9.82,0.1522,10cm,
EBHW,06/09/2015  12:00:00 PM,9.42,0.1522,10cm,
EBHW,06/09/2015  3:00:00 PM,9.42,0.1522,10cm,
EBHW,06/09/2015  9:00:00 AM,9.42,0.1522,10cm,
EBHW,06/10/2015  12:00:00 PM,9.82,0.1522,10cm,
EBHW,01-02-2015  12:00:00 AM,1.6,0.1526,10cm,
EBHW,04-01-2015  12:00:00 PM,0.73,0.1526,10cm,
EBHW,04-01-2015  3:00:00 PM,0.73,0.1526,10cm,
EBHW,04-02-2015  3:00:00 AM,0.73,0.1526,10cm,
EBHW,04-02-2015  6:00:00 AM,0.73,0.1526,10cm,
EBHW,04-02-2015  9:00:00 AM,0.73,0.1526,10cm,
EBHW,04-02-2015  12:00:00 PM,0.73,0.1526,10cm,
EBHW,04-02-2015  3:00:00 PM,0.73,0.1526,10cm,
EBHW,04-02-2015  6:00:00 PM,0.73,0.1526,10cm,
EBHW,03/27/15 03:00:00 PM,0.73,0.1526,10cm,
EBHW,05/05/2015  3:00:00 PM,6.62,0.1526,10cm,
EBHW,05/06/2015  9:00:00 AM,7.03,0.1526,10cm,
EBHW,05/07/2015  12:00:00 AM,7.43,0.1526,10cm,
EBHW,05/09/2015  12:00:00 AM,7.43,0.1526,10cm,
EBHW,05/13/15 03:00:00 PM,7.83,0.1526,10cm,
EBHW,05/15/15 12:00:00 AM,7.83,0.1526,10cm,
EBHW,05/19/15 03:00:00 AM,8.63,0.1526,10cm,
EBHW,05/19/15 06:00:00 AM,8.63,0.1526,10cm,
EBHW,05/20/15 09:00:00 PM,8.63,0.1526,10cm,
EBHW,05/24/15 09:00:00 AM,7.43,0.1526,10cm,
EBHW,06/08/2015  9:00:00 PM,9.03,0.1526,10cm,
EBHW,06/09/2015  6:00:00 AM,9.03,0.1526,10cm,
EBHW,01-01-2015  9:00:00 PM,1.6,0.1531,10cm,
EBHW,04-01-2015  9:00:00 AM,0.73,0.1531,10cm,
EBHW,04-01-2015  6:00:00 PM,0.73,0.1531,10cm,
EBHW,04-01-2015  9:00:00 PM,0.73,0.1531,10cm,
EBHW,04-02-2015  12:00:00 AM,0.73,0.1531,10cm,
EBHW,04-02-2015  9:00:00 PM,0.73,0.1531,10cm,
EBHW,04-03-2015  12:00:00 AM,0.73,0.1531,10cm,
EBHW,04-03-2015  3:00:00 AM,0.73,0.1531,10cm,
EBHW,04-03-2015  6:00:00 AM,0.73,0.1531,10cm,
