Compartment,Datetime,Temp_C,Moisture_m3_m3,Depth,Remove
EBHW,01/19/15 12:00:00 AM,0.73,0.1531,10cm,
EBHW,01/21/15 12:00:00 AM,0.73,0.1531,10cm,
EBHW,03/27/15 06:00:00 PM,0.73,0.1531,10cm,
EBHW,05/07/2015  3:00:00 AM,7.43,0.1531,10cm,
EBHW,05/08/2015  6:00:00 AM,7.83,0.1531,10cm,
EBHW,05/09/2015  6:00:00 AM,7.43,0.1531,10cm,
EBHW,05/10/2015  9:00:00 PM,7.83,0.1531,10cm,
EBHW,05/11/2015  12:00:00 PM,8.63,0.1531,10cm,
EBHW,05/13/15 06:00:00 PM,7.83,0.1531,10cm,
EBHW,05/13/15 12:00:00 PM,7.83,0.1531,10cm,
EBHW,05/17/15 06:00:00 PM,8.63,0.1531,10cm,
EBHW,05/17/15 09:00:00 PM,8.63,0.1531,10cm,
EBHW,05/19/15 09:00:00 AM,8.23,0.1531,10cm,
EBHW,05/21/15 12:00:00 AM,8.63,0.1531,10cm,
EBHW,05/26/15 03:00:00 PM,9.82,0.1531,10cm,
EBHW,06/07/2015  3:00:00 PM,9.03,0.1531,10cm,
EBHW,06/07/2015  6:00:00 PM,9.03,0.1531,10cm,
EBHW,06/08/2015  12:00:00 PM,9.03,0.1531,10cm,
EBHW,06/08/2015  3:00:00 PM,9.03,0.1531,10cm,
EBHW,06/08/2015  6:00:00 PM,9.03,0.1531,10cm,
EBHW,06/09/2015  12:00:00 AM,9.03,0.1531,10cm,
EBHW,06/09/2015  3:00:00 AM,9.03,0.1531,10cm,
EBHW,06/11/2015  12:00:00 PM,10.6,0.1531,10cm,
EBHW,04-01-2015  3:00:00 AM,0.73,0.1535,10cm,
EBHW,04-01-2015  6:00:00 AM,0.73,0.1535,10cm,
EBHW,04-03-2015  9:00:00 AM,0.73,0.1535,10cm,
EBHW,03/27/15 09:00:00 PM,0.73,0.1535,10cm,
EBHW,03/28/15 12:00:00 AM,0.73,0.1535,10cm,
EBHW,05/05/2015  12:00:00 PM,6.62,0.1535,10cm,
EBHW,05/05/2015  6:00:00 PM,7.03,0.1535,10cm,
EBHW,05/07/2015  6:00:00 AM,7.43,0.1535,10cm,
EBHW,05/09/2015  3:00:00 AM,7.43,0.1535,10cm,
EBHW,05/11/2015  9:00:00 AM,8.63,0.1535,10cm,
EBHW,05/13/15 09:00:00 PM,8.23,0.1535,10cm,
EBHW,05/17/15 03:00:00 PM,8.23,0.1535,10cm,
EBHW,05/18/15 03:00:00 AM,8.23,0.1535,10cm,
EBHW,05/18/15 06:00:00 AM,8.23,0.1535,10cm,
EBHW,05/18/15 12:00:00 AM,8.63,0.1535,10cm,
EBHW,05/19/15 09:00:00 PM,8.23,0.1535,10cm,
EBHW,05/20/15 03:00:00 AM,8.23,0.1535,10cm,
EBHW,05/20/15 06:00:00 AM,8.23,0.1535,10cm,
EBHW,05/20/15 12:00:00 AM,8.23,0.1535,10cm,
EBHW,05/21/15 03:00:00 AM,8.63,0.1535,10cm,
EBHW,05/21/15 06:00:00 AM,8.23,0.1535,10cm,
EBHW,05/23/15 03:00:00 PM,7.43,0.1535,10cm,
EBHW,05/23/15 06:00:00 PM,7.43,0.1535,10cm,
EBHW,05/23/15 09:00:00 PM,7.83,0.1535,10cm,
EBHW,05/26/15 03:00:00 AM,9.42,0.1535,10cm,
EBHW,06/07/2015  9:00:00 PM,9.42,0.1535,10cm,
EBHW,06/08/2015  12:00:00 AM,9.42,0.1535,10cm,
EBHW,06/08/2015  9:00:00 AM,9.42,0.1535,10cm,
EBHW,06/09/2015  6:00:00 PM,9.42,0.1535,10cm,
EBHW,06/10/2015  9:00:00 AM,9.82,0.1535,10cm,
EBHW,01-01-2015  12:00:00 PM,1.6,0.1539,10cm,
EBHW,01-01-2015  3:00:00 PM,1.6,0.1539,10cm,
EBHW,01-01-2015  6:00:00 PM,1.6,0.1539,10cm,
EBHW,04-01-2015  12:00:00 AM,0.73,0.1539,10cm,
EBHW,04-03-2015  12:00:00 PM,0.73,0.1539,10cm,
EBHW,04-03-2015  3:00:00 PM,0.73,0.1539,10cm,
EBHW,03/28/15 03:00:00 AM,0.73,0.1539,10cm,
EBHW,03/28/15 06:00:00 AM,0.73,0.1539,10cm,
EBHW,03/30/15 03:00:00 AM,0.73,0.1539,10cm,
EBHW,03/30/15 03:00:00 PM,0.73,0.1539,10cm,
EBHW,03/30/15 06:00:00 AM,0.73,0.1539,10cm,
EBHW,03/30/15 06:00:00 PM,0.73,0.1539,10cm,
EBHW,03/30/15 09:00:00 AM,0.73,0.1539,10cm,
EBHW,03/30/15 09:00:00 PM,0.73,0.1539,10cm,
EBHW,03/30/15 12:00:00 AM,0.73,0.1539,10cm,
EBHW,03/30/15 12:00:00 PM,0.73,0.1539,10cm,
EBHW,03/31/15 03:00:00 AM,0.73,0.1539,10cm,
EBHW,03/31/15 03:00:00 PM,0.73,0.1539,10cm,
EBHW,03/31/15 09:00:00 PM,0.73,0.1539,10cm,
EBHW,03/31/15 12:00:00 AM,0.73,0.1539,10cm,
EBHW,03/31/15 12:00:00 PM,0.73,0.1539,10cm,
EBHW,05/05/2015  9:00:00 PM,7.03,0.1539,10cm,
EBHW,05/06/2015  12:00:00 AM,7.03,0.1539,10cm,
EBHW,05/12/2015  9:00:00 PM,7.83,0.1539,10cm,
EBHW,05/13/15 09:00:00 AM,8.23,0.1539,10cm,
EBHW,05/14/15 12:00:00 AM,7.83,0.1539,10cm,
EBHW,05/19/15 06:00:00 PM,8.23,0.1539,10cm,
EBHW,05/24/15 03:00:00 AM,7.43,0.1539,10cm,
EBHW,05/24/15 06:00:00 AM,7.43,0.1539,10cm,
EBHW,05/24/15 12:00:00 AM,7.83,0.1539,10cm,
EBHW,05/31/15 03:00:00 AM,12.16,0.1539,10cm,
EBHW,06/07/2015  12:00:00 PM,9.03,0.1539,10cm,
EBHW,06/08/2015  3:00:00 AM,9.42,0.1539,10cm,
EBHW,06/08/2015  6:00:00 AM,9.42,0.1539,10cm,
EBHW,06/09/2015  9:00:00 PM,9.42,0.1539,10cm,
EBHW,06/10/2015  12:00:00 AM,9.42,0.1539,10cm,
EBHW,01/19/15 09:00:00 AM,0.73,0.1543,10cm,
EBHW,03/28/15 03:00:00 PM,0.73,0.1543,10cm,
EBHW,03/28/15 06:00:00 PM,0.73,0.1543,10cm,
EBHW,03/28/15 09:00:00 AM,0.73,0.1543,10cm,
EBHW,03/28/15 09:00:00 PM,0.73,0.1543,10cm,
EBHW,03/28/15 12:00:00 PM,0.73,0.1543,10cm,
EBHW,03/29/15 03:00:00 AM,0.73,0.1543,10cm,
EBHW,03/29/15 03:00:00 PM,0.73,0.1543,10cm,
EBHW,03/29/15 06:00:00 PM,0.73,0.1543,10cm,
EBHW,03/29/15 09:00:00 AM,0.73,0.1543,10cm,
EBHW,03/29/15 09:00:00 PM,0.73,0.1543,10cm,
EBHW,03/29/15 12:00:00 PM,0.73,0.1543,10cm,
EBHW,03/31/15 06:00:00 AM,0.73,0.1543,10cm,
EBHW,03/31/15 06:00:00 PM,0.73,0.1543,10cm,
EBHW,03/31/15 09:00:00 AM,0.73,0.1543,10cm,
EBHW,05/04/2015  3:00:00 PM,5.81,0.1543,10cm,
EBHW,05/05/2015  9:00:00 AM,6.62,0.1543,10cm,
EBHW,05/06/2015  3:00:00 AM,7.03,0.1543,10cm,
EBHW,05/12/2015  3:00:00 PM,7.43,0.1543,10cm,
EBHW,05/12/2015  6:00:00 PM,7.83,0.1543,10cm,
EBHW,05/13/15 03:00:00 AM,8.23,0.1543,10cm,
EBHW,05/13/15 06:00:00 AM,8.23,0.1543,10cm,
EBHW,05/13/15 12:00:00 AM,8.23,0.1543,10cm,
EBHW,05/14/15 06:00:00 AM,7.83,0.1543,10cm,
EBHW,05/17/15 12:00:00 PM,8.63,0.1543,10cm,
EBHW,05/19/15 03:00:00 PM,8.23,0.1543,10cm,
EBHW,05/23/15 12:00:00 PM,7.83,0.1543,10cm,
EBHW,05/26/15 12:00:00 PM,9.42,0.1543,10cm,
EBHW,05/30/15 03:00:00 PM,11.77,0.1543,10cm,
EBHW,05/30/15 06:00:00 PM,11.77,0.1543,10cm,
EBHW,05/30/15 09:00:00 PM,12.16,0.1543,10cm,
EBHW,05/31/15 06:00:00 AM,11.77,0.1543,10cm,
EBHW,05/31/15 09:00:00 AM,11.77,0.1543,10cm,
EBHW,05/31/15 12:00:00 AM,12.16,0.1543,10cm,
EBHW,06/10/2015  3:00:00 AM,9.82,0.1543,10cm,
EBHW,06/10/2015  6:00:00 AM,9.82,0.1543,10cm,
EBHW,04-03-2015  6:00:00 PM,0.73,0.1548,10cm,
EBHW,01/19/15 12:00:00 PM,0.73,0.1548,10cm,
EBHW,03/29/15 06:00:00 AM,0.73,0.1548,10cm,
EBHW,03/29/15 12:00:00 AM,0.73,0.1548,10cm,
EBHW,05/04/2015  12:00:00 PM,5.4,0.1548,10cm,
EBHW,05/04/2015  6:00:00 PM,5.81,0.1548,10cm,
EBHW,05/04/2015  9:00:00 PM,6.22,0.1548,10cm,
EBHW,05/05/2015  6:00:00 AM,6.62,0.1548,10cm,
EBHW,05/06/2015  6:00:00 AM,7.03,0.1548,10cm,
EBHW,05/11/2015  3:00:00 PM,8.23,0.1548,10cm,
EBHW,05/12/2015  12:00:00 PM,7.83,0.1548,10cm,
EBHW,05/14/15 03:00:00 AM,7.83,0.1548,10cm,
EBHW,06/07/2015  9:00:00 AM,9.03,0.1548,10cm,
EBHW,01-01-2015  9:00:00 AM,1.6,0.1552,10cm,
EBHW,04-03-2015  9:00:00 PM,0.73,0.1552,10cm,
EBHW,05/04/2015  9:00:00 AM,5.4,0.1552,10cm,
EBHW,05/05/2015  12:00:00 AM,6.62,0.1552,10cm,
EBHW,05/05/2015  3:00:00 AM,6.62,0.1552,10cm,
EBHW,05/23/15 09:00:00 AM,7.83,0.1552,10cm,
EBHW,05/30/15 12:00:00 PM,11.77,0.1552,10cm,
EBHW,04-04-2015  12:00:00 AM,0.73,0.1556,10cm,
EBHW,01/19/15 03:00:00 PM,0.73,0.1556,10cm,
EBHW,01/20/15 09:00:00 PM,0.73,0.1556,10cm,
EBHW,05/19/15 12:00:00 PM,8.23,0.1556,10cm,
EBHW,05/22/15 03:00:00 PM,8.23,0.1556,10cm,
EBHW,06/11/2015  9:00:00 AM,10.6,0.1556,10cm,
EBHW,01/19/15 06:00:00 PM,0.73,0.156,10cm,
EBHW,05/03/2015  3:00:00 PM,4.57,0.156,10cm,
EBHW,05/12/2015  12:00:00 AM,8.23,0.156,10cm,
EBHW,05/17/15 09:00:00 AM,8.63,0.156,10cm,
EBHW,06/06/2015  3:00:00 PM,8.63,0.156,10cm,
EBHW,06/06/2015  6:00:00 PM,8.63,0.156,10cm,
EBHW,06/06/2015  9:00:00 PM,9.03,0.156,10cm,
EBHW,04-04-2015  3:00:00 AM,0.73,0.1565,10cm,
EBHW,01/19/15 09:00:00 PM,0.73,0.1565,10cm,
EBHW,05/03/2015  12:00:00 PM,4.57,0.1565,10cm,
EBHW,05/03/2015  6:00:00 PM,4.99,0.1565,10cm,
EBHW,05/11/2015  9:00:00 PM,8.23,0.1565,10cm,
EBHW,05/12/2015  3:00:00 AM,8.23,0.1565,10cm,
EBHW,05/12/2015  9:00:00 AM,7.83,0.1565,10cm,
EBHW,05/23/15 03:00:00 AM,8.23,0.1565,10cm,
EBHW,05/23/15 06:00:00 AM,8.23,0.1565,10cm,
EBHW,05/26/15 09:00:00 AM,9.42,0.1565,10cm,
EBHW,05/30/15 09:00:00 AM,11.77,0.1565,10cm,
EBHW,06/07/2015  12:00:00 AM,9.03,0.1565,10cm,
EBHW,06/07/2015  3:00:00 AM,9.03,0.1565,10cm,
EBHW,06/07/2015  6:00:00 AM,9.03,0.1565,10cm,
EBHW,01-01-2015  6:00:00 AM,1.6,0.1569,10cm,
EBHW,01/20/15 06:00:00 PM,0.73,0.1569,10cm,
EBHW,01/20/15 12:00:00 AM,0.73,0.1569,10cm,
EBHW,05/03/2015  9:00:00 PM,5.4,0.1569,10cm,
EBHW,05/12/2015  6:00:00 AM,7.83,0.1569,10cm,
EBHW,05/23/15 12:00:00 AM,8.23,0.1569,10cm,
EBHW,01/20/15 03:00:00 AM,0.73,0.1573,10cm,
EBHW,01/20/15 03:00:00 PM,0.73,0.1573,10cm,
EBHW,05/02/2015  3:00:00 PM,4.15,0.1573,10cm,
EBHW,05/03/2015  9:00:00 AM,4.57,0.1573,10cm,
EBHW,05/04/2015  12:00:00 AM,5.4,0.1573,10cm,
EBHW,05/04/2015  3:00:00 AM,5.4,0.1573,10cm,
EBHW,05/04/2015  6:00:00 AM,5.4,0.1573,10cm,
EBHW,05/11/2015  6:00:00 PM,8.23,0.1573,10cm,
EBHW,05/22/15 09:00:00 PM,8.23,0.1573,10cm,
EBHW,05/30/15 06:00:00 AM,11.77,0.1573,10cm,
EBHW,05/31/15 12:00:00 PM,11.77,0.1573,10cm,
EBHW,06/06/2015  12:00:00 PM,8.63,0.1573,10cm,
EBHW,01/20/15 06:00:00 AM,0.73,0.1577,10cm,
EBHW,01/20/15 12:00:00 PM,0.73,0.1577,10cm,
EBHW,05/30/15 03:00:00 AM,12.16,0.1577,10cm,
EBHW,05/02/2015  12:00:00 PM,4.15,0.1582,10cm,
EBHW,05/02/2015  6:00:00 PM,4.57,0.1582,10cm,
EBHW,05/29/15 09:00:00 PM,12.16,0.1582,10cm,
EBHW,05/30/15 12:00:00 AM,12.16,0.1582,10cm,
EBHW,05/31/15 03:00:00 PM,11.77,0.1582,10cm,
EBHW,06/06/2015  9:00:00 AM,8.63,0.1582,10cm,
EBHW,06/11/2015  6:00:00 AM,10.6,0.1582,10cm,
EBHW,01-01-2015  3:00:00 AM,1.6,0.1586,10cm,
EBHW,01/20/15 09:00:00 AM,0.73,0.1586,10cm,
EBHW,05/02/2015  9:00:00 PM,4.57,0.1586,10cm,
EBHW,05/29/15 06:00:00 PM,12.16,0.1586,10cm,
EBHW,06/01/2015  12:00:00 AM,11.38,0.1586,10cm,
EBHW,06/01/2015  3:00:00 AM,10.99,0.1586,10cm,
EBHW,06/05/2015  3:00:00 PM,8.23,0.1586,10cm,
EBHW,06/05/2015  6:00:00 PM,8.63,0.1586,10cm,
EBHW,06/05/2015  9:00:00 PM,8.63,0.1586,10cm,
EBHW,06/06/2015  12:00:00 AM,8.63,0.1586,10cm,
EBHW,06/06/2015  6:00:00 AM,8.63,0.1586,10cm,
EBHW,04-10-2015  9:00:00 AM,0.73,0.159,10cm,
EBHW,04-10-2015  12:00:00 PM,0.73,0.159,10cm,
EBHW,05/01/2015  3:00:00 PM,3.74,0.159,10cm,
EBHW,05/02/2015  9:00:00 AM,4.15,0.159,10cm,
EBHW,05/03/2015  12:00:00 AM,4.99,0.159,10cm,
EBHW,05/03/2015  3:00:00 AM,4.99,0.159,10cm,
EBHW,05/03/2015  6:00:00 AM,4.57,0.159,10cm,
EBHW,05/26/15 06:00:00 AM,9.42,0.159,10cm,
EBHW,05/29/15 03:00:00 PM,12.16,0.159,10cm,
EBHW,06/05/2015  12:00:00 PM,8.63,0.159,10cm,
EBHW,06/06/2015  3:00:00 AM,8.63,0.159,10cm,
EBHW,04-04-2015  6:00:00 AM,0.73,0.1594,10cm,
EBHW,04-09-2015  9:00:00 AM,0.73,0.1594,10cm,
EBHW,04-09-2015  12:00:00 PM,0.73,0.1594,10cm,
EBHW,04-09-2015  3:00:00 PM,0.73,0.1594,10cm,
EBHW,04-09-2015  6:00:00 PM,0.73,0.1594,10cm,
EBHW,04-09-2015  9:00:00 PM,0.73,0.1594,10cm,
EBHW,04-10-2015  12:00:00 AM,0.73,0.1594,10cm,
EBHW,04-10-2015  3:00:00 AM,0.73,0.1594,10cm,
EBHW,04-10-2015  6:00:00 AM,0.73,0.1594,10cm,
EBHW,05/01/2015  6:00:00 PM,4.15,0.1594,10cm,
EBHW,05/17/15 06:00:00 AM,8.63,0.1594,10cm,
EBHW,04-08-2015  3:00:00 PM,0.73,0.1599,10cm,
EBHW,04-09-2015  12:00:00 AM,0.73,0.1599,10cm,
EBHW,04-09-2015  3:00:00 AM,0.73,0.1599,10cm,
EBHW,04-09-2015  6:00:00 AM,0.73,0.1599,10cm,
EBHW,04-10-2015  3:00:00 PM,0.73,0.1599,10cm,
EBHW,05/01/2015  12:00:00 PM,3.74,0.1599,10cm,
EBHW,05/01/2015  9:00:00 PM,4.15,0.1599,10cm,
EBHW,05/22/15 06:00:00 PM,8.23,0.1599,10cm,
EBHW,05/31/15 09:00:00 PM,11.38,0.1599,10cm,
EBHW,06/05/2015  9:00:00 AM,8.63,0.1599,10cm,
EBHW,01-01-2015  12:00:00 AM,1.6,0.1603,10cm,
EBHW,04-08-2015  9:00:00 AM,0.73,0.1603,10cm,
EBHW,04-08-2015  12:00:00 PM,0.73,0.1603,10cm,
EBHW,04-08-2015  6:00:00 PM,0.73,0.1603,10cm,
EBHW,04-08-2015  9:00:00 PM,0.73,0.1603,10cm,
EBHW,04/30/15 03:00:00 PM,3.74,0.1603,10cm,
EBHW,04/30/15 06:00:00 PM,3.74,0.1603,10cm,
EBHW,04/30/15 09:00:00 PM,4.15,0.1603,10cm,
EBHW,05/01/2015  9:00:00 AM,3.74,0.1603,10cm,
EBHW,05/02/2015  12:00:00 AM,4.57,0.1603,10cm,
EBHW,05/02/2015  6:00:00 AM,4.15,0.1603,10cm,
EBHW,05/29/15 12:00:00 PM,12.16,0.1603,10cm,
EBHW,06/01/2015  6:00:00 AM,10.6,0.1603,10cm,
EBHW,04-08-2015  3:00:00 AM,0.73,0.1607,10cm,
EBHW,04-08-2015  6:00:00 AM,0.73,0.1607,10cm,
EBHW,04-10-2015  6:00:00 PM,0.73,0.1607,10cm,
EBHW,04/30/15 12:00:00 PM,3.74,0.1607,10cm,
EBHW,05-01-2015  12:00:00 AM,4.15,0.1607,10cm,
EBHW,05/02/2015  3:00:00 AM,4.57,0.1607,10cm,
EBHW,06/01/2015  9:00:00 AM,10.6,0.1607,10cm,
EBHW,06/05/2015  3:00:00 AM,8.63,0.1607,10cm,
EBHW,06/05/2015  6:00:00 AM,8.63,0.1607,10cm,
EBHW,04-07-2015  9:00:00 PM,0.73,0.1611,10cm,
EBHW,04-08-2015  12:00:00 AM,0.73,0.1611,10cm,
EBHW,04/30/15 09:00:00 AM,3.74,0.1611,10cm,
EBHW,06/04/2015  9:00:00 PM,8.23,0.1611,10cm,
EBHW,06/05/2015  12:00:00 AM,8.63,0.1611,10cm,
EBHW,04-07-2015  6:00:00 AM,0.73,0.1616,10cm,
EBHW,04-07-2015  9:00:00 AM,0.73,0.1616,10cm,
EBHW,04-07-2015  12:00:00 PM,0.73,0.1616,10cm,
EBHW,04-07-2015  3:00:00 PM,0.73,0.1616,10cm,
EBHW,04-07-2015  6:00:00 PM,0.73,0.1616,10cm,
EBHW,04/29/15 06:00:00 PM,3.31,0.1616,10cm,
EBHW,04/29/15 12:00:00 PM,3.31,0.1616,10cm,
EBHW,05/01/2015  3:00:00 AM,4.15,0.1616,10cm,
EBHW,05/01/2015  6:00:00 AM,4.15,0.1616,10cm,
EBHW,05/29/15 09:00:00 AM,12.16,0.1616,10cm,
EBHW,05/31/15 06:00:00 PM,11.77,0.1616,10cm,
EBHW,06/04/2015  3:00:00 PM,8.23,0.1616,10cm,
EBHW,06/04/2015  6:00:00 PM,8.23,0.1616,10cm,
EBHW,04-07-2015  12:00:00 AM,0.73,0.162,10cm,
EBHW,04-07-2015  3:00:00 AM,0.73,0.162,10cm,
EBHW,04-10-2015  9:00:00 PM,0.73,0.162,10cm,
EBHW,04/29/15 03:00:00 PM,3.31,0.162,10cm,
EBHW,04/29/15 09:00:00 AM,3.31,0.162,10cm,
EBHW,04/29/15 09:00:00 PM,3.74,0.162,10cm,
EBHW,04/30/15 03:00:00 AM,3.74,0.162,10cm,
EBHW,04/30/15 06:00:00 AM,3.74,0.162,10cm,
EBHW,04/30/15 12:00:00 AM,3.74,0.162,10cm,
EBHW,12/31/14 09:00:00 PM,2.03,0.162,10cm,
EBHW,04-04-2015  9:00:00 AM,0.73,0.1624,10cm,
EBHW,04-06-2015  12:00:00 PM,0.73,0.1624,10cm,
EBHW,04-06-2015  3:00:00 PM,0.73,0.1624,10cm,
EBHW,04-06-2015  6:00:00 PM,0.73,0.1624,10cm,
EBHW,04-06-2015  9:00:00 PM,0.73,0.1624,10cm,
EBHW,06/04/2015  12:00:00 PM,8.23,0.1624,10cm,
EBHW,04-06-2015  9:00:00 AM,0.73,0.1628,10cm,
EBHW,04/28/15 09:00:00 PM,2.89,0.1628,10cm,
EBHW,04/29/15 06:00:00 AM,3.31,0.1628,10cm,
EBHW,06/02/2015  3:00:00 AM,9.42,0.1628,10cm,
EBHW,04-06-2015  3:00:00 AM,0.73,0.1633,10cm,
EBHW,04-06-2015  6:00:00 AM,0.73,0.1633,10cm,
EBHW,04-11-2015  12:00:00 AM,0.73,0.1633,10cm,
EBHW,04-11-2015  3:00:00 AM,0.73,0.1633,10cm,
EBHW,04/28/15 06:00:00 PM,2.89,0.1633,10cm,
EBHW,04/29/15 03:00:00 AM,3.31,0.1633,10cm,
EBHW,04/29/15 12:00:00 AM,2.89,0.1633,10cm,
EBHW,05/29/15 06:00:00 AM,12.16,0.1633,10cm,
EBHW,04-06-2015  12:00:00 AM,0.73,0.1637,10cm,
EBHW,04-11-2015  6:00:00 AM,0.73,0.1637,10cm,
EBHW,04/28/15 03:00:00 PM,2.89,0.1637,10cm,
EBHW,04/28/15 12:00:00 PM,2.89,0.1637,10cm,
EBHW,06/04/2015  9:00:00 AM,8.23,0.1637,10cm,
EBHW,04-05-2015  6:00:00 PM,0.73,0.1641,10cm,
EBHW,04-05-2015  9:00:00 PM,0.73,0.1641,10cm,
EBHW,04/28/15 09:00:00 AM,2.89,0.1641,10cm,
EBHW,06/02/2015  12:00:00 AM,9.82,0.1641,10cm,
EBHW,12/31/14 06:00:00 PM,2.03,0.1641,10cm,
EBHW,05/29/15 03:00:00 AM,12.16,0.1645,10cm,
EBHW,06/02/2015  6:00:00 AM,9.42,0.1645,10cm,
EBHW,06/04/2015  6:00:00 AM,8.23,0.1645,10cm,
EBHW,04-04-2015  12:00:00 PM,0.73,0.1649,10cm,
EBHW,04-05-2015  9:00:00 AM,0.73,0.1649,10cm,
EBHW,04-05-2015  12:00:00 PM,0.73,0.1649,10cm,
EBHW,04-05-2015  3:00:00 PM,0.73,0.1649,10cm,
EBHW,04-11-2015  9:00:00 AM,0.73,0.1649,10cm,
EBHW,06/01/2015  3:00:00 PM,10.21,0.1649,10cm,
EBHW,04/28/15 03:00:00 AM,2.89,0.1654,10cm,
EBHW,04/28/15 06:00:00 AM,2.89,0.1654,10cm,
EBHW,06/01/2015  9:00:00 PM,9.82,0.1654,10cm,
EBHW,06/04/2015  12:00:00 AM,8.23,0.1654,10cm,
EBHW,06/04/2015  3:00:00 AM,8.23,0.1654,10cm,
EBHW,12/31/14 03:00:00 PM,2.03,0.1654,10cm,
EBHW,04-05-2015  3:00:00 AM,0.73,0.1658,10cm,
EBHW,04-05-2015  6:00:00 AM,0.73,0.1658,10cm,
EBHW,04/27/15 03:00:00 PM,2.46,0.1658,10cm,
EBHW,04/27/15 06:00:00 PM,2.46,0.1658,10cm,
EBHW,04/27/15 09:00:00 AM,2.46,0.1658,10cm,
EBHW,04/27/15 09:00:00 PM,2.89,0.1658,10cm,
EBHW,04/27/15 12:00:00 PM,2.46,0.1658,10cm,
EBHW,04/28/15 12:00:00 AM,2.89,0.1658,10cm,
EBHW,06/03/2015  9:00:00 PM,8.23,0.1658,10cm,
EBHW,04-04-2015  3:00:00 PM,0.73,0.1662,10cm,
EBHW,04-04-2015  6:00:00 PM,0.73,0.1662,10cm,
EBHW,04-04-2015  9:00:00 PM,0.73,0.1662,10cm,
EBHW,04-05-2015  12:00:00 AM,0.73,0.1662,10cm,
EBHW,04-11-2015  12:00:00 PM,0.73,0.1662,10cm,
EBHW,06/03/2015  6:00:00 PM,8.23,0.1662,10cm,
EBHW,04/27/15 06:00:00 AM,2.46,0.1666,10cm,
EBHW,04/26/15 03:00:00 PM,1.17,0.1671,10cm,
EBHW,04/26/15 06:00:00 PM,1.6,0.1671,10cm,
EBHW,04/26/15 09:00:00 AM,1.17,0.1671,10cm,
EBHW,04/27/15 03:00:00 AM,2.03,0.1671,10cm,
EBHW,04/27/15 12:00:00 AM,2.03,0.1671,10cm,
EBHW,05/29/15 12:00:00 AM,12.16,0.1671,10cm,
EBHW,06/01/2015  12:00:00 PM,10.6,0.1671,10cm,
EBHW,12/31/14 12:00:00 PM,2.03,0.1671,10cm,
EBHW,04/26/15 09:00:00 PM,1.6,0.1675,10cm,
EBHW,04/26/15 12:00:00 PM,1.17,0.1675,10cm,
EBHW,06/03/2015  3:00:00 PM,8.23,0.1675,10cm,
EBHW,04/26/15 06:00:00 AM,1.17,0.1679,10cm,
EBHW,04-11-2015  3:00:00 PM,0.73,0.1683,10cm,
EBHW,04/26/15 03:00:00 AM,1.17,0.1683,10cm,
EBHW,06/01/2015  6:00:00 PM,10.21,0.1683,10cm,
EBHW,04-12-2015  9:00:00 AM,0.73,0.1688,10cm,
EBHW,04-12-2015  12:00:00 PM,0.73,0.1688,10cm,
EBHW,04/26/15 12:00:00 AM,1.17,0.1688,10cm,
EBHW,06/03/2015  12:00:00 PM,8.23,0.1688,10cm,
EBHW,04-12-2015  6:00:00 AM,0.73,0.1692,10cm,
EBHW,04/25/15 09:00:00 PM,1.17,0.1692,10cm,
EBHW,12/31/14 09:00:00 AM,2.03,0.1692,10cm,
EBHW,04-11-2015  6:00:00 PM,0.73,0.1696,10cm,
EBHW,04-12-2015  3:00:00 AM,0.73,0.1696,10cm,
EBHW,04-12-2015  3:00:00 PM,0.73,0.1696,10cm,
EBHW,04/25/15 06:00:00 PM,1.17,0.1696,10cm,
EBHW,04/25/15 03:00:00 PM,0.73,0.17,10cm,
EBHW,04/25/15 12:00:00 PM,0.73,0.17,10cm,
EBHW,06/03/2015  9:00:00 AM,8.23,0.17,10cm,
EBHW,04-11-2015  9:00:00 PM,0.73,0.1705,10cm,
EBHW,04-12-2015  12:00:00 AM,0.73,0.1705,10cm,
EBHW,04/25/15 09:00:00 AM,0.73,0.1705,10cm,
EBHW,06/03/2015  6:00:00 AM,8.23,0.1709,10cm,
EBHW,04/13/15 06:00:00 AM,0.73,0.1717,10cm,
EBHW,04/13/15 09:00:00 AM,0.73,0.1717,10cm,
EBHW,06/03/2015  3:00:00 AM,8.63,0.1722,10cm,
EBHW,12/31/14 06:00:00 AM,2.03,0.1722,10cm,
EBHW,04-12-2015  6:00:00 PM,0.73,0.1726,10cm,
EBHW,12-09-2014  12:00:00 PM,2.03,0.1726,10cm,
EBHW,04/13/15 03:00:00 AM,0.73,0.1726,10cm,
EBHW,04/24/15 09:00:00 AM,0.73,0.1726,10cm,
EBHW,06/03/2015  12:00:00 AM,8.63,0.1726,10cm,
EBHW,04-12-2015  9:00:00 PM,0.73,0.173,10cm,
EBHW,12-09-2014  9:00:00 AM,2.03,0.173,10cm,
EBHW,12-09-2014  3:00:00 PM,2.03,0.173,10cm,
EBHW,12-09-2014  6:00:00 PM,2.03,0.173,10cm,
EBHW,04/13/15 12:00:00 AM,0.73,0.173,10cm,
EBHW,04/20/15 09:00:00 AM,0.73,0.173,10cm,
EBHW,04/24/15 06:00:00 AM,0.73,0.173,10cm,
EBHW,04/24/15 09:00:00 PM,0.73,0.173,10cm,
EBHW,12-09-2014  6:00:00 AM,2.03,0.1734,10cm,
EBHW,04/13/15 12:00:00 PM,0.73,0.1734,10cm,
EBHW,04/20/15 06:00:00 AM,0.73,0.1734,10cm,
