Compartment,Datetime,Depth,Temp_C,Moisture_m3_m3,Remove
WBSW,2-13-2013 9:00,10cm,-0.16,-0.05606,
WBSW,2-13-2013 6:00,10cm,-0.16,-0.05436,
WBSW,12-18-2012 9:00,10cm,2.03,-0.05309,
WBSW,12-18-2012 3:00,10cm,2.03,-0.05012,
WBSW,2-13-2013 3:00,10cm,-0.16,-0.04927,
WBSW,12-18-2012 6:00,10cm,2.03,-0.04842,
WBSW,01-11-2013  12:00:00 AM,10cm,1.6,-0.04588,
WBSW,2-17-2013 15:00,10cm,-0.16,-0.04503,
WBSW,2-15-2013 6:00,10cm,-0.16,-0.0446,
WBSW,2-13-2013 0:00,10cm,-0.16,-0.04418,
WBSW,12-17-2012 21:00,10cm,2.03,-0.04333,
WBSW,02-12-2013  9:00:00 PM,10cm,-0.16,-0.04036,
WBSW,2-17-2013 12:00,10cm,-0.16,-0.03866,
WBSW,01-10-2013  3:00:00 PM,10cm,1.6,-0.03654,
WBSW,01-11-2013  9:00:00 PM,10cm,1.6,-0.03654,
WBSW,02-12-2013  6:00:00 PM,10cm,-0.16,-0.03442,
WBSW,2-17-2013 9:00,10cm,-0.16,-0.03442,
WBSW,2-15-2013 9:00,10cm,-0.16,-0.034,
WBSW,02-12-2013  3:00:00 PM,10cm,-0.16,-0.0323,
WBSW,12-27-2012 0:00,10cm,1.6,-0.03188,
WBSW,1-31-2013 0:00,10cm,0.73,-0.03061,
WBSW,2-18-2013 3:00,10cm,-0.16,-0.02976,
WBSW,2-17-2013 6:00,10cm,-0.16,-0.02848,
WBSW,2-17-2013 0:00,10cm,-0.16,-0.02764,
WBSW,2-18-2013 0:00,10cm,-0.16,-0.02764,
WBSW,12-20-2012 6:00,10cm,2.03,-0.02551,
WBSW,2-15-2013 12:00,10cm,-0.16,-0.02467,
WBSW,02-07-2013  3:00:00 PM,10cm,0.29,-0.02424,
WBSW,1-30-2013 21:00,10cm,0.73,-0.02339,
WBSW,2-15-2013 15:00,10cm,-0.16,-0.02255,
WBSW,2-17-2013 3:00,10cm,-0.16,-0.02212,
WBSW,2-15-2013 18:00,10cm,-0.16,-0.02042,
WBSW,2-15-2013 21:00,10cm,-0.16,-0.02042,
WBSW,12-20-2012 9:00,10cm,2.03,-0.02,
WBSW,2-19-2013 9:00,10cm,-0.16,-0.01703,
WBSW,2-16-2013 0:00,10cm,-0.16,-0.01491,
WBSW,2-16-2013 3:00,10cm,-0.16,-0.01364,
WBSW,2-16-2013 6:00,10cm,-0.16,-0.01364,
WBSW,2-16-2013 9:00,10cm,-0.16,-0.01279,
WBSW,2-16-2013 12:00,10cm,-0.16,-0.01194,
WBSW,01-05-2013  3:00:00 AM,10cm,1.6,-0.01152,
WBSW,2-16-2013 21:00,10cm,-0.16,-0.01024,
WBSW,2-16-2013 18:00,10cm,-0.16,-0.00982,
WBSW,2-18-2013 6:00,10cm,-0.16,-0.00982,
WBSW,2-16-2013 15:00,10cm,-0.16,-0.0094,
WBSW,1-30-2013 18:00,10cm,0.73,-0.0077,
WBSW,12-17-2012 6:00,10cm,2.46,-0.00643,
WBSW,12-20-2012 0:00,10cm,2.03,-0.00473,
WBSW,12-20-2012 12:00,10cm,2.03,-0.00431,
WBSW,12-25-2012 0:00,10cm,2.03,-0.00431,
WBSW,12-26-2012 18:00,10cm,1.6,-0.00431,
WBSW,12-19-2012 15:00,10cm,2.03,-0.00388,
WBSW,12-20-2012 15:00,10cm,2.03,-0.00388,
WBSW,12-19-2012 0:00,10cm,2.03,-0.00261,
WBSW,12-19-2012 12:00,10cm,2.03,-0.00176,
WBSW,2-18-2013 9:00,10cm,-0.16,0.00121,
WBSW,12-19-2012 3:00,10cm,2.03,0.00206,
WBSW,12-20-2012 3:00,10cm,2.03,0.00206,
WBSW,12-18-2012 18:00,10cm,2.03,0.00333,
WBSW,12-16-2012 15:00,10cm,2.46,0.00375,
WBSW,12-30-2012 0:00,10cm,1.6,0.00418,
WBSW,01-04-2013  6:00:00 AM,10cm,1.6,0.00418,
WBSW,12-17-2012 18:00,10cm,2.03,0.00503,
WBSW,12-25-2012 3:00,10cm,2.03,0.00672,
WBSW,01-10-2013  9:00:00 PM,10cm,1.6,0.00757,
WBSW,01-11-2013  12:00:00 PM,10cm,1.6,0.01054,
WBSW,2-18-2013 15:00,10cm,-0.16,0.01054,
WBSW,01-11-2013  3:00:00 AM,10cm,1.6,0.01224,
WBSW,2-18-2013 12:00,10cm,-0.16,0.01266,
WBSW,01-12-2013  6:00:00 PM,10cm,1.6,0.01351,
WBSW,12-29-2012 18:00,10cm,1.6,0.01394,
WBSW,12-19-2012 21:00,10cm,2.03,0.01478,
WBSW,01-04-2013  9:00:00 PM,10cm,1.6,0.01478,
WBSW,12-19-2012 18:00,10cm,2.03,0.01521,
WBSW,12-24-2012 21:00,10cm,2.03,0.01563,
WBSW,2-18-2013 18:00,10cm,-0.16,0.01563,
WBSW,2-19-2013 6:00,10cm,-0.16,0.01606,
WBSW,02-06-2013  3:00:00 PM,10cm,0.29,0.01648,
WBSW,12-19-2012 6:00,10cm,2.03,0.0186,
WBSW,01-12-2013  3:00:00 PM,10cm,1.6,0.01903,
WBSW,01-04-2013  6:00:00 PM,10cm,1.6,0.01987,
WBSW,12-24-2012 15:00,10cm,2.03,0.02072,
WBSW,02-05-2013  12:00:00 AM,10cm,0.29,0.02072,
WBSW,2-19-2013 3:00,10cm,-0.16,0.02115,
WBSW,2-18-2013 21:00,10cm,-0.16,0.02242,
WBSW,2-19-2013 0:00,10cm,-0.16,0.02284,
WBSW,12-24-2012 18:00,10cm,2.03,0.02327,
WBSW,12-19-2012 9:00,10cm,2.03,0.02412,
WBSW,01-09-2013  9:00:00 PM,10cm,1.6,0.02751,
WBSW,12-28-2012 15:00,10cm,1.6,0.02793,
WBSW,12-28-2012 21:00,10cm,1.6,0.02793,
WBSW,02-07-2013  3:00:00 AM,10cm,0.29,0.02836,
WBSW,12-25-2012 21:00,10cm,2.03,0.02921,
WBSW,12-30-2012 12:00,10cm,1.6,0.03005,
WBSW,01-10-2013  9:00:00 AM,10cm,1.6,0.03005,
WBSW,12-28-2012 18:00,10cm,1.6,0.03599,
WBSW,12-29-2012 0:00,10cm,1.6,0.03599,
WBSW,01-12-2013  12:00:00 PM,10cm,1.6,0.03599,
WBSW,01-10-2013  12:00:00 AM,10cm,1.6,0.03896,
WBSW,02-06-2013  12:00:00 AM,10cm,0.29,0.03939,
WBSW,02-06-2013  12:00:00 PM,10cm,0.29,0.03939,
WBSW,12-26-2012 6:00,10cm,2.03,0.04278,
WBSW,01-11-2013  9:00:00 AM,10cm,1.6,0.04278,
WBSW,01-10-2013  3:00:00 AM,10cm,1.6,0.04363,
WBSW,12-29-2012 21:00,10cm,1.6,0.04405,
WBSW,12-29-2012 15:00,10cm,1.6,0.04533,
WBSW,01-10-2013  6:00:00 PM,10cm,1.6,0.04702,
WBSW,12-30-2012 3:00,10cm,1.6,0.04787,
WBSW,12-29-2012 12:00,10cm,1.6,0.04829,
WBSW,01-06-2013  3:00:00 AM,10cm,1.6,0.04872,
WBSW,03-09-2006  6:00:00 PM,10cm,-0.61,0.04957,
WBSW,03-09-2006  9:00:00 PM,10cm,-0.61,0.04957,
WBSW,03-10-2006  12:00:00 AM,10cm,-0.61,0.04957,
WBSW,03-10-2006  3:00:00 AM,10cm,-0.61,0.04957,
WBSW,01-11-2013  3:00:00 PM,10cm,1.6,0.04957,
WBSW,03-09-2006  3:00:00 PM,10cm,-0.61,0.04999,
WBSW,03-10-2006  6:00:00 AM,10cm,-0.61,0.04999,
WBSW,03-03-2006  12:00:00 AM,10cm,-1.06,0.05042,
WBSW,03-09-2006  9:00:00 AM,10cm,-0.61,0.05042,
WBSW,03-09-2006  12:00:00 PM,10cm,-0.61,0.05042,
WBSW,03-10-2006  9:00:00 AM,10cm,-0.61,0.05042,
WBSW,03-10-2006  12:00:00 PM,10cm,-0.61,0.05042,
WBSW,03-02-2006  3:00:00 PM,10cm,-1.51,0.05084,
WBSW,03-02-2006  6:00:00 PM,10cm,-1.06,0.05084,
WBSW,03-02-2006  9:00:00 PM,10cm,-1.06,0.05084,
WBSW,03-03-2006  3:00:00 AM,10cm,-1.06,0.05084,
WBSW,03-03-2006  6:00:00 AM,10cm,-1.06,0.05084,
WBSW,03-03-2006  9:00:00 AM,10cm,-1.06,0.05084,
WBSW,03-06-2006  3:00:00 PM,10cm,-0.61,0.05084,
WBSW,03-09-2006  6:00:00 AM,10cm,-0.61,0.05084,
WBSW,03-02-2006  9:00:00 AM,10cm,-1.51,0.05126,
WBSW,03-02-2006  12:00:00 PM,10cm,-1.51,0.05126,
WBSW,03-03-2006  12:00:00 PM,10cm,-1.06,0.05126,
WBSW,03-03-2006  3:00:00 PM,10cm,-1.06,0.05126,
WBSW,03-06-2006  12:00:00 PM,10cm,-0.61,0.05126,
WBSW,03-06-2006  6:00:00 PM,10cm,-0.61,0.05126,
WBSW,03-06-2006  9:00:00 PM,10cm,-0.61,0.05126,
WBSW,03-07-2006  12:00:00 AM,10cm,-0.61,0.05126,
WBSW,03-07-2006  3:00:00 AM,10cm,-0.61,0.05126,
WBSW,03-07-2006  6:00:00 AM,10cm,-0.61,0.05126,
WBSW,03-07-2006  9:00:00 AM,10cm,-0.61,0.05126,
WBSW,03-07-2006  12:00:00 PM,10cm,-0.61,0.05126,
WBSW,03-07-2006  3:00:00 PM,10cm,-0.61,0.05126,
WBSW,03-07-2006  6:00:00 PM,10cm,-0.61,0.05126,
WBSW,03-07-2006  9:00:00 PM,10cm,-0.61,0.05126,
WBSW,03-08-2006  12:00:00 AM,10cm,-0.61,0.05126,
WBSW,03-08-2006  6:00:00 AM,10cm,-0.61,0.05126,
WBSW,03-08-2006  9:00:00 AM,10cm,-0.61,0.05126,
WBSW,03-08-2006  12:00:00 PM,10cm,-0.61,0.05126,
WBSW,03-08-2006  3:00:00 PM,10cm,-0.61,0.05126,
WBSW,03-08-2006  6:00:00 PM,10cm,-0.61,0.05126,
WBSW,03-08-2006  9:00:00 PM,10cm,-0.61,0.05126,
WBSW,03-09-2006  12:00:00 AM,10cm,-0.61,0.05126,
WBSW,03-09-2006  3:00:00 AM,10cm,-0.61,0.05126,
WBSW,12-26-2012 3:00,10cm,2.03,0.05126,
WBSW,12-30-2012 9:00,10cm,1.6,0.05126,
WBSW,03-02-2006  3:00:00 AM,10cm,-1.51,0.05169,
WBSW,03-02-2006  6:00:00 AM,10cm,-1.51,0.05169,
WBSW,03-03-2006  6:00:00 PM,10cm,-1.06,0.05169,
WBSW,03-03-2006  9:00:00 PM,10cm,-1.06,0.05169,
WBSW,03-04-2006  6:00:00 AM,10cm,-1.06,0.05169,
WBSW,03-05-2006  3:00:00 PM,10cm,-1.06,0.05169,
WBSW,03-05-2006  6:00:00 PM,10cm,-1.06,0.05169,
WBSW,03-05-2006  9:00:00 PM,10cm,-1.06,0.05169,
WBSW,03-06-2006  12:00:00 AM,10cm,-0.61,0.05169,
WBSW,03-06-2006  3:00:00 AM,10cm,-0.61,0.05169,
WBSW,03-06-2006  6:00:00 AM,10cm,-0.61,0.05169,
WBSW,03-06-2006  9:00:00 AM,10cm,-0.61,0.05169,
WBSW,03-08-2006  3:00:00 AM,10cm,-0.61,0.05169,
WBSW,2-28-2006 18:00,10cm,-1.06,0.05211,
WBSW,2-28-2006 21:00,10cm,-1.06,0.05211,
WBSW,03-01-2006  3:00:00 AM,10cm,-1.06,0.05211,
WBSW,03-01-2006  6:00:00 AM,10cm,-1.06,0.05211,
WBSW,03-01-2006  9:00:00 AM,10cm,-1.06,0.05211,
WBSW,03-01-2006  12:00:00 PM,10cm,-1.06,0.05211,
WBSW,03-01-2006  3:00:00 PM,10cm,-1.06,0.05211,
WBSW,03-02-2006  12:00:00 AM,10cm,-1.51,0.05211,
WBSW,03-04-2006  12:00:00 AM,10cm,-1.06,0.05211,
WBSW,03-04-2006  3:00:00 AM,10cm,-1.06,0.05211,
WBSW,03-04-2006  9:00:00 AM,10cm,-1.06,0.05211,
WBSW,03-04-2006  12:00:00 PM,10cm,-1.06,0.05211,
WBSW,03-05-2006  6:00:00 AM,10cm,-1.06,0.05211,
WBSW,03-05-2006  9:00:00 AM,10cm,-1.06,0.05211,
WBSW,03-05-2006  12:00:00 PM,10cm,-1.06,0.05211,
WBSW,2-28-2006 15:00,10cm,-1.06,0.05254,
WBSW,03-01-2006  12:00:00 AM,10cm,-1.06,0.05254,
WBSW,03-01-2006  6:00:00 PM,10cm,-1.51,0.05254,
WBSW,03-01-2006  9:00:00 PM,10cm,-1.06,0.05254,
WBSW,03-04-2006  3:00:00 PM,10cm,-1.06,0.05254,
WBSW,03-04-2006  6:00:00 PM,10cm,-1.06,0.05254,
WBSW,03-04-2006  9:00:00 PM,10cm,-1.06,0.05254,
WBSW,03-05-2006  12:00:00 AM,10cm,-1.06,0.05254,
WBSW,03-05-2006  3:00:00 AM,10cm,-1.06,0.05254,
WBSW,01-05-2013  9:00:00 PM,10cm,1.6,0.05254,
WBSW,2-28-2006 12:00,10cm,-1.06,0.05296,
WBSW,2-28-2006 9:00,10cm,-1.06,0.05339,
WBSW,03-10-2006  3:00:00 PM,10cm,-0.61,0.05339,
WBSW,2-28-2006 6:00,10cm,-1.06,0.05381,
WBSW,01-12-2013  9:00:00 AM,10cm,1.6,0.05423,
WBSW,01-05-2013  6:00:00 PM,10cm,1.6,0.05466,
WBSW,2-28-2006 3:00,10cm,-1.06,0.05508,
WBSW,12-29-2012 9:00,10cm,1.6,0.05593,
WBSW,01-09-2013  6:00:00 PM,10cm,1.6,0.05593,
WBSW,2-28-2006 0:00,10cm,-1.06,0.05635,
WBSW,01-05-2013  12:00:00 AM,10cm,1.6,0.05635,
WBSW,2-27-2006 21:00,10cm,-1.06,0.0572,
WBSW,12-30-2012 6:00,10cm,1.6,0.0572,
WBSW,12-29-2012 6:00,10cm,1.6,0.05763,
WBSW,12-24-2012 12:00,10cm,2.03,0.05805,
WBSW,2-27-2006 18:00,10cm,-1.06,0.05848,
WBSW,2-27-2006 15:00,10cm,-1.06,0.05975,
WBSW,03-11-2006  12:00:00 PM,10cm,-0.61,0.06017,
WBSW,03-11-2006  9:00:00 AM,10cm,-0.61,0.0606,
WBSW,03-11-2006  3:00:00 PM,10cm,-0.16,0.0606,
WBSW,03-11-2006  6:00:00 PM,10cm,-0.16,0.06102,
WBSW,2-27-2006 12:00,10cm,-1.06,0.06145,
WBSW,03-11-2006  9:00:00 PM,10cm,-0.16,0.06145,
WBSW,03-12-2006  12:00:00 AM,10cm,-0.16,0.06145,
WBSW,03-12-2006  3:00:00 AM,10cm,-0.16,0.06145,
WBSW,3-21-2006 15:00,10cm,-1.06,0.06145,
WBSW,12-30-2012 15:00,10cm,1.6,0.06145,
WBSW,03-11-2006  6:00:00 AM,10cm,-0.61,0.06187,
WBSW,03-12-2006  6:00:00 AM,10cm,-0.16,0.06187,
WBSW,03-12-2006  9:00:00 AM,10cm,-0.16,0.06187,
WBSW,3-21-2006 18:00,10cm,-1.06,0.06187,
WBSW,3-21-2006 21:00,10cm,-0.61,0.06187,
WBSW,3-22-2006 0:00,10cm,-0.61,0.06187,
WBSW,3-22-2006 6:00,10cm,-0.61,0.06187,
WBSW,03-12-2006  12:00:00 PM,10cm,-0.16,0.06229,
WBSW,3-21-2006 12:00,10cm,-1.06,0.06229,
WBSW,3-22-2006 3:00,10cm,-0.61,0.06229,
WBSW,3-22-2006 9:00,10cm,-0.61,0.06229,
WBSW,3-22-2006 12:00,10cm,-0.61,0.06229,
WBSW,3-22-2006 15:00,10cm,-0.61,0.06229,
WBSW,3-22-2006 18:00,10cm,-0.61,0.06229,
WBSW,3-22-2006 21:00,10cm,-0.61,0.06229,
WBSW,03-12-2006  3:00:00 PM,10cm,-0.16,0.06272,
WBSW,3-21-2006 9:00,10cm,-1.06,0.06272,
WBSW,3-23-2006 0:00,10cm,-0.61,0.06272,
WBSW,3-23-2006 3:00,10cm,-0.61,0.06272,
WBSW,3-23-2006 6:00,10cm,-0.61,0.06272,
WBSW,03-12-2006  6:00:00 PM,10cm,-0.16,0.06314,
WBSW,3-23-2006 9:00,10cm,-0.61,0.06314,
WBSW,3-23-2006 12:00,10cm,-0.61,0.06314,
WBSW,3-21-2006 6:00,10cm,-1.06,0.06357,
WBSW,3-23-2006 15:00,10cm,-0.61,0.06357,
WBSW,3-23-2006 18:00,10cm,-0.61,0.06357,
WBSW,3-23-2006 21:00,10cm,-0.61,0.06357,
WBSW,2-27-2006 9:00,10cm,-0.61,0.06399,
WBSW,03-12-2006  9:00:00 PM,10cm,-0.16,0.06399,
WBSW,3-21-2006 3:00,10cm,-0.61,0.06399,
WBSW,3-24-2006 0:00,10cm,-0.61,0.06399,
WBSW,3-13-2006 0:00,10cm,-0.16,0.06441,
WBSW,3-24-2006 3:00,10cm,-0.61,0.06441,
WBSW,3-24-2006 6:00,10cm,-0.61,0.06441,
WBSW,3-24-2006 9:00,10cm,-0.16,0.06441,
WBSW,01-04-2013  9:00:00 AM,10cm,1.6,0.06441,
WBSW,01-10-2013  6:00:00 AM,10cm,1.6,0.06441,
WBSW,3-21-2006 0:00,10cm,-1.06,0.06484,
WBSW,3-24-2006 12:00,10cm,-0.16,0.06484,
WBSW,01-06-2013  6:00:00 AM,10cm,1.6,0.06484,
WBSW,03-11-2006  3:00:00 AM,10cm,-0.61,0.06526,
WBSW,3-13-2006 3:00,10cm,-0.16,0.06526,
WBSW,3-13-2006 6:00,10cm,-0.16,0.06526,
WBSW,3-20-2006 21:00,10cm,-1.06,0.06526,
WBSW,3-24-2006 15:00,10cm,-0.16,0.06526,
WBSW,3-24-2006 18:00,10cm,-0.16,0.06526,
WBSW,3-13-2006 9:00,10cm,-0.16,0.06569,
WBSW,3-20-2006 18:00,10cm,-1.06,0.06569,
WBSW,3-24-2006 21:00,10cm,-0.16,0.06569,
WBSW,3-25-2006 0:00,10cm,-0.16,0.06569,
WBSW,3-25-2006 3:00,10cm,-0.16,0.06569,
WBSW,2-27-2006 6:00,10cm,-0.61,0.06611,
WBSW,3-13-2006 12:00,10cm,-0.16,0.06611,
WBSW,3-25-2006 6:00,10cm,-0.16,0.06611,
WBSW,3-25-2006 9:00,10cm,-0.16,0.06611,
WBSW,01-05-2013  9:00:00 AM,10cm,1.6,0.06611,
WBSW,3-13-2006 15:00,10cm,-0.16,0.06654,
WBSW,3-20-2006 15:00,10cm,-1.06,0.06654,
WBSW,3-25-2006 12:00,10cm,-0.16,0.06654,
WBSW,3-25-2006 15:00,10cm,-0.16,0.06696,
WBSW,3-25-2006 18:00,10cm,-0.16,0.06696,
WBSW,01-12-2013  6:00:00 AM,10cm,1.6,0.06696,
WBSW,2-27-2006 3:00,10cm,-0.61,0.06738,
WBSW,3-25-2006 21:00,10cm,-0.16,0.06738,
WBSW,3-26-2006 0:00,10cm,-0.16,0.06738,
WBSW,3-13-2006 18:00,10cm,-0.16,0.06781,
WBSW,3-20-2006 12:00,10cm,-1.06,0.06781,
WBSW,3-26-2006 3:00,10cm,-0.16,0.06781,
WBSW,3-26-2006 6:00,10cm,-0.16,0.06781,
WBSW,3-26-2006 9:00,10cm,-0.16,0.06823,
WBSW,12-26-2012 12:00,10cm,1.6,0.06823,
WBSW,01-04-2013  3:00:00 PM,10cm,1.6,0.06823,
WBSW,2-27-2006 0:00,10cm,-0.61,0.06866,
WBSW,3-26-2006 12:00,10cm,-0.16,0.06866,
WBSW,3-26-2006 15:00,10cm,-0.16,0.06866,
WBSW,3-26-2006 18:00,10cm,-0.16,0.06866,
WBSW,3-13-2006 21:00,10cm,-0.16,0.06908,
WBSW,3-20-2006 9:00,10cm,-0.61,0.06908,
WBSW,3-26-2006 21:00,10cm,-0.16,0.06908,
WBSW,3-27-2006 0:00,10cm,-0.16,0.0695,
WBSW,3-27-2006 3:00,10cm,-0.16,0.0695,
WBSW,12-31-2012 0:00,10cm,1.6,0.0695,
WBSW,3-27-2006 6:00,10cm,-0.16,0.06993,
WBSW,3-27-2006 9:00,10cm,-0.16,0.06993,
WBSW,3-27-2006 12:00,10cm,-0.16,0.06993,
WBSW,2-26-2006 21:00,10cm,-0.61,0.07035,
WBSW,3-27-2006 15:00,10cm,-0.16,0.07035,
WBSW,3-27-2006 18:00,10cm,-0.16,0.07035,
WBSW,3-14-2006 0:00,10cm,-0.16,0.07078,
WBSW,3-20-2006 6:00,10cm,-0.61,0.07078,
WBSW,3-27-2006 21:00,10cm,-0.16,0.07078,
WBSW,2-26-2006 18:00,10cm,-0.61,0.0712,
WBSW,3-28-2006 0:00,10cm,-0.16,0.0712,
WBSW,3-28-2006 3:00,10cm,-0.16,0.0712,
WBSW,3-28-2006 6:00,10cm,-0.16,0.0712,
WBSW,3-28-2006 9:00,10cm,-0.16,0.07163,
WBSW,3-28-2006 12:00,10cm,-0.16,0.07163,
WBSW,3-28-2006 15:00,10cm,-0.16,0.07163,
WBSW,2-26-2006 15:00,10cm,-0.61,0.07205,
WBSW,3-20-2006 3:00,10cm,-0.61,0.07205,
WBSW,3-28-2006 18:00,10cm,-0.16,0.07205,
WBSW,12-17-2012 15:00,10cm,2.03,0.07205,
WBSW,3-28-2006 21:00,10cm,-0.16,0.07247,
WBSW,3-29-2006 0:00,10cm,-0.16,0.07247,
WBSW,3-29-2006 3:00,10cm,-0.16,0.07247,
WBSW,12-16-2012 12:00,10cm,2.46,0.07247,
WBSW,2-26-2006 12:00,10cm,-0.61,0.0729,
WBSW,3-14-2006 3:00,10cm,-0.16,0.0729,
WBSW,3-29-2006 6:00,10cm,-0.16,0.0729,
WBSW,3-29-2006 12:00,10cm,-0.16,0.0729,
WBSW,12-16-2012 18:00,10cm,2.46,0.0729,
WBSW,12-26-2012 15:00,10cm,1.6,0.0729,
WBSW,3-14-2006 6:00,10cm,-0.16,0.07332,
WBSW,3-20-2006 0:00,10cm,-0.61,0.07332,
WBSW,3-29-2006 9:00,10cm,-0.16,0.07332,
WBSW,3-29-2006 15:00,10cm,-0.16,0.07332,
WBSW,3-29-2006 18:00,10cm,-0.16,0.07375,
WBSW,3-29-2006 21:00,10cm,-0.16,0.07375,
WBSW,2-26-2006 9:00,10cm,-0.61,0.07417,
WBSW,3-19-2006 21:00,10cm,-0.61,0.07417,
WBSW,3-30-2006 0:00,10cm,-0.16,0.07417,
WBSW,3-30-2006 3:00,10cm,-0.16,0.07417,
WBSW,3-30-2006 6:00,10cm,-0.16,0.0746,
WBSW,3-30-2006 9:00,10cm,-0.16,0.0746,
WBSW,12-30-2012 21:00,10cm,1.6,0.0746,
WBSW,3-30-2006 12:00,10cm,-0.16,0.07502,
WBSW,3-30-2006 15:00,10cm,-0.16,0.07502,
WBSW,2-26-2006 6:00,10cm,-0.61,0.07544,
WBSW,3-19-2006 18:00,10cm,-0.61,0.07544,
WBSW,3-30-2006 18:00,10cm,-0.16,0.07544,
WBSW,3-30-2006 21:00,10cm,-0.16,0.07587,
WBSW,3-31-2006 0:00,10cm,-0.16,0.07587,
WBSW,12-25-2012 12:00,10cm,2.03,0.07587,
WBSW,2-26-2006 3:00,10cm,-0.61,0.07629,
WBSW,3-19-2006 15:00,10cm,-0.61,0.07629,
WBSW,3-31-2006 3:00,10cm,-0.16,0.07629,
WBSW,12-27-2012 6:00,10cm,1.6,0.07629,
WBSW,3-31-2006 6:00,10cm,-0.16,0.07672,
WBSW,3-31-2006 9:00,10cm,-0.16,0.07672,
WBSW,3-31-2006 12:00,10cm,-0.16,0.07672,
WBSW,12-30-2012 18:00,10cm,1.6,0.07672,
WBSW,2-26-2006 0:00,10cm,-0.61,0.07714,
WBSW,3-31-2006 15:00,10cm,-0.16,0.07714,
WBSW,2-25-2006 21:00,10cm,-0.61,0.07756,
WBSW,3-19-2006 12:00,10cm,-0.61,0.07756,
WBSW,3-31-2006 18:00,10cm,-0.16,0.07756,
WBSW,3-31-2006 21:00,10cm,-0.16,0.07756,
WBSW,04-01-2006  12:00:00 AM,10cm,-0.16,0.07756,
WBSW,12-28-2012 9:00,10cm,1.6,0.07756,
WBSW,12-29-2012 3:00,10cm,1.6,0.07756,
WBSW,2-25-2006 18:00,10cm,-0.61,0.07799,
WBSW,04-01-2006  3:00:00 AM,10cm,-0.16,0.07799,
WBSW,04-01-2006  6:00:00 AM,10cm,-0.16,0.07799,
WBSW,04-01-2006  9:00:00 AM,10cm,-0.16,0.07799,
WBSW,04-01-2006  12:00:00 PM,10cm,-0.16,0.07799,
WBSW,04-01-2006  3:00:00 PM,10cm,-0.16,0.07799,
WBSW,04-01-2006  6:00:00 PM,10cm,-0.16,0.07799,
WBSW,12-17-2012 0:00,10cm,2.46,0.07799,
WBSW,01-05-2013  12:00:00 PM,10cm,1.6,0.07799,
WBSW,01-06-2013  9:00:00 AM,10cm,1.6,0.07799,
WBSW,04-01-2006  9:00:00 PM,10cm,-0.16,0.07841,
WBSW,2-25-2006 15:00,10cm,-0.61,0.07884,
WBSW,3-19-2006 9:00,10cm,-0.61,0.07884,
WBSW,04-02-2006  12:00:00 AM,10cm,-0.16,0.07884,
WBSW,2-25-2006 12:00,10cm,-0.61,0.07926,
WBSW,01-05-2013  3:00:00 PM,10cm,1.6,0.07926,
WBSW,04-02-2006  4:00:00 AM,10cm,-0.16,0.07969,
WBSW,12-26-2012 21:00,10cm,1.6,0.07969,
WBSW,2-25-2006 6:00,10cm,-0.16,0.08011,
WBSW,2-25-2006 9:00,10cm,-0.16,0.08011,
WBSW,3-19-2006 6:00,10cm,-0.16,0.08011,
WBSW,12-28-2012 12:00,10cm,1.6,0.08011,
WBSW,01-04-2013  12:00:00 PM,10cm,1.6,0.08011,
